onet_soc_code,api_usage_count,task_usage_share,weighted_exposure,A_MEAN,A_MEDIAN,TOT_EMP,onet_occupation_title,Job Zone,nonroutine_total,task_importance,ai_exposure,wage_bill,wage_share,emp_share,wage_at_risk,emp_at_risk,wage_quintile,routine_intensity
11-9081.00,195.0,0.00023490975851276824,0.0010276880302033716,77460.0,68130.0,41350.0,Lodging Managers,4,0.6713091922005572,4.255,0.00023490975851276824,3202971000.0,0.0002686772512803446,0.0002792832922063076,752409.1441333998,9.713518514502967,Q3,0.3286908077994428
11-9111.00,247.0,0.0002975523607828398,0.0011603457871645307,137730.0,117960.0,565840.0,Medical and Health Services Managers,4,0.7479108635097494,3.8333333333333335,0.0002975523607828398,77933143200.0,0.006537325095548314,0.00382175714781178,23189190.742387116,168.36702782536204,Q5 (highest),0.25208913649025055
11-9121.00,198.0,0.00023852375479758005,0.0009034749778943893,173500.0,161180.0,100870.0,Natural Sciences Managers,5,0.8224233983286909,3.5566666666666666,0.00023852375479758005,17500945000.0,0.00146804507359214,0.000681289133853694,4174391.1139059346,24.059891146431898,Q5 (highest),0.17757660167130906
11-9121.01,1744.0,0.0021009365069039375,0.00859062577550337,173500.0,161180.0,100870.0,Clinical Research Coordinators,4,0.4282729805013928,4.1499999999999995,0.0021009365069039375,17500945000.0,0.00146804507359214,0.000681289133853694,36768374.25581793,211.92146545140017,Q5 (highest),0.5717270194986073
11-9121.02,25.0,3.011663570676516e-05,0.00010089072961766329,173500.0,161180.0,100870.0,Water Resource Specialists,4,0.5480501392757661,3.35,3.011663570676516e-05,17500945000.0,0.00146804507359214,0.000681289133853694,527069.5850891332,3.0378650437414016,Q5 (highest),0.45194986072423393
11-9131.00,17.0,2.047931228060031e-05,9.31808708767314e-05,93760.0,92730.0,13810.0,Postmasters and Mail Superintendents,2,0.6532033426183845,4.55,2.047931228060031e-05,1294825600.0,0.00010861484012668956,9.327454087954313e-05,26517.137811315664,0.28281930259509025,Q4,0.34679665738161547
11-9141.00,607.0,0.0007312319149602581,0.0028782830144583947,82720.0,66700.0,296640.0,"Property, Real Estate, and Community Association Managers",4,0.5000000000000002,4.058571428571429,0.0007312319149602581,24538060800.0,0.002058344807834343,0.002003545243049071,17943013.188195243,216.91263525381098,Q3,0.4999999999999998
11-9151.00,142.0,0.0001710624908144261,0.0007066687868778204,86100.0,78240.0,195490.0,Social and Community Service Managers,4,0.5313370473537606,4.14,0.0001710624908144261,16831689000.0,0.0014119053637780712,0.0013203649526822509,2879270.644953777,33.44100632931216,Q3,0.46866295264623936
11-9171.00,281.0,0.0003385109853440404,0.0012230968093231468,85650.0,76830.0,13120.0,Funeral Home Managers,3,0.7994428969359332,3.6660000000000004,0.0003385109853440404,1123728000.0,9.426253007809284e-05,8.861419090076797e-05,380394.2725386878,4.44126412771381,Q3,0.20055710306406682
11-9179.01,901.0,0.0010854035508718165,0.0036924922841179318,70620.0,61340.0,10490.0,Fitness and Wellness Coordinators,4,0.6552924791086353,3.725,0.0010854035508718165,740803800.0,6.214140831185613e-05,7.085082793819026e-05,804071.0750193349,11.385883248645355,Q3,0.3447075208913647
11-9179.02,2200.0,0.002650263942195334,0.012311307230642833,70620.0,61340.0,10490.0,Spa Managers,3,0.7110027855153206,4.365,0.002650263942195334,740803800.0,6.214140831185613e-05,7.085082793819026e-05,1963325.5993812836,27.801268753629053,Q3,0.2889972144846794
11-9199.01,467.0,0.0005625787550023732,0.0023546029061348793,149890.0,136550.0,630980.0,Regulatory Affairs Managers,4,0.5062674094707522,4.296666666666667,0.0005625787550023732,94577592200.0,0.007933524064067193,0.00426172120232977,53207344.07099816,354.97594283139745,Q5 (highest),0.4937325905292478
11-9199.02,416.0,0.0005011408181605722,0.0018798322141991507,149890.0,136550.0,630980.0,Compliance Managers,4,0.6469359331476325,3.9675000000000002,0.0005011408181605722,94577592200.0,0.007933524064067193,0.00426172120232977,47396691.93476496,316.20983344295786,Q5 (highest),0.35306406685236746
11-9199.08,108.0,0.0001301038662532255,0.0005269206583255632,149890.0,136550.0,630980.0,Loss Prevention Managers,4,0.5849582172701951,4.05,0.0001301038662532255,94577592200.0,0.007933524064067193,0.00426172120232977,12304910.406140903,82.09293752846023,Q5 (highest),0.41504178272980485
11-9199.09,85.0,0.00010239656140300155,0.00040176796698252994,149890.0,136550.0,630980.0,Wind Energy Operations Managers,3,0.9408077994428972,3.825,0.00010239656140300155,94577592200.0,0.007933524064067193,0.00426172120232977,9684420.227055341,64.61018231406591,Q5 (highest),0.059192200557102836
11-9199.10,59.0,7.107526026796578e-05,0.00026141239793472156,149890.0,136550.0,630980.0,Wind Energy Development Managers,4,0.4895543175487465,3.715,7.107526026796578e-05,94577592200.0,0.007933524064067193,0.00426172120232977,6722126.981132531,44.84706772388105,Q5 (highest),0.5104456824512535
13-1011.00,1192.0,0.0014359611904985628,0.005894524313762339,165600.0,96310.0,14220.0,"Agents and Business Managers of Artists, Performers, and Athletes",4,0.3043175487465181,3.6575,0.0014359611904985628,2354832000.0,0.0001975321627910451,9.604373434519212e-05,3381447.3621441117,20.419368128889563,Q5 (highest),0.6956824512534818
13-1031.00,712.0,0.0008577217849286718,0.003829257950189494,78770.0,76790.0,305020.0,"Claims Adjusters, Examiners, and Investigators",4,0.3676880222841225,4.19125,0.0008577217849286718,24026425400.0,0.002015426906632703,0.002060144855834775,20607988.479543578,261.6222988389435,Q3,0.6323119777158774
13-1041.00,368.0,0.00044331687760358314,0.0018937958135534904,84980.0,78420.0,397770.0,Compliance Officers,4,0.4470752089136491,4.34,0.00044331687760358314,33802494600.0,0.002835480351069895,0.0026865904508078108,14985216.36128398,176.33815440437726,Q3,0.5529247910863508
13-1041.01,15.0,1.8069981424059096e-05,6.631683182629688e-05,84980.0,78420.0,397770.0,Environmental Compliance Inspectors,4,0.4101671309192203,3.67,1.8069981424059096e-05,33802494600.0,0.002835480351069895,0.0026865904508078108,610810.4495088579,7.187696511047987,Q3,0.5898328690807797
13-1041.03,54.0,6.505193312661275e-05,0.0002608582518377171,84980.0,78420.0,397770.0,Equal Opportunity Representatives and Officers,4,0.4428969359331475,4.01,6.505193312661275e-05,33802494600.0,0.002835480351069895,0.0026865904508078108,2198917.6182318884,25.875707439772754,Q3,0.5571030640668525
13-1041.04,15.0,1.8069981424059096e-05,7.625532160952938e-05,84980.0,78420.0,397770.0,Government Property Inspectors and Investigators,3,0.4352367688022286,4.22,1.8069981424059096e-05,33802494600.0,0.002835480351069895,0.0026865904508078108,610810.4495088579,7.187696511047987,Q3,0.5647632311977714
13-1041.07,365.0,0.0004397028813187713,0.0017811942089323532,84980.0,78420.0,397770.0,Regulatory Affairs Specialists,4,0.40947075208913664,3.724,0.0004397028813187713,33802494600.0,0.002835480351069895,0.0026865904508078108,14863054.271382209,174.90061510216768,Q3,0.5905292479108634
13-1041.08,267.0,0.0003216456693482519,0.0013288784805795886,84980.0,78420.0,397770.0,Customs Brokers,3,0.5062674094707522,4.256666666666667,0.0003216456693482519,33802494600.0,0.002835480351069895,0.0026865904508078108,10872426.001257671,127.94099789665417,Q3,0.4937325905292478
13-1051.00,158.0,0.00019033713766675582,0.000717836035397889,83160.0,77070.0,219530.0,Cost Estimators,4,0.4554317548746519,3.58,0.00019033713766675582,18256114800.0,0.0015313915560029791,0.0014827342475949386,3474816.6359476983,41.784711831982904,Q3,0.5445682451253482
13-1071.00,2254.0,0.0027153158753219467,0.010744218208277015,79730.0,72910.0,917460.0,Human Resources Specialists,4,0.4575208913649025,4.087272727272727,0.0027153158753219467,73149085800.0,0.006136020371840422,0.006196644480473978,198622873.93802717,2491.1937029728733,Q3,0.5424791086350975
13-1075.00,35.0,4.216328998947122e-05,0.00013413949543793202,97130.0,93500.0,64590.0,Labor Relations Specialists,4,0.4220055710306408,3.23,4.216328998947122e-05,6273626700.0,0.0005262553976651612,0.0004362492827957777,264516.74183778936,2.7233269004199463,Q4,0.5779944289693593
13-1081.00,121.0,0.00014576451682074337,0.00061398182882668,87600.0,80880.0,235640.0,Logisticians,4,0.5696378830083565,4.1,0.00014576451682074337,20642064000.0,0.001731533946536811,0.0015915432884037323,3008880.485142861,34.34795074363997,Q4,0.4303621169916435
13-1081.01,517.0,0.0006228120264159036,0.00243927883908802,87600.0,80880.0,235640.0,Logistics Engineers,4,0.5779944289693594,3.9159999999999995,0.0006228120264159036,20642064000.0,0.001731533946536811,0.0015915432884037323,12856125.709246771,146.7594259046435,Q4,0.4220055710306406
13-1081.02,564.0,0.000679431301544622,0.002770610018479568,87600.0,80880.0,235640.0,Logistics Analysts,4,0.5752089136490252,3.95,0.000679431301544622,20642064000.0,0.001731533946536811,0.0015915432884037323,14024864.410087386,160.10119189597475,Q4,0.42479108635097484
13-1082.00,60.0,7.227992569623638e-05,0.0002910335937752121,108100.0,100750.0,1006160.0,Project Management Specialists,4,,,7.227992569623638e-05,108765896000.0,0.009123692337621486,0.006795735847310725,7861590.881164574,72.7251700385252,Q4,
13-1111.00,224.0,0.00026984505593261585,0.0011531057479406246,114710.0,101190.0,893900.0,Management Analysts,4,0.5988857938718664,4.36,0.00026984505593261585,102539269000.0,0.008601379451520433,0.006037517168155221,27669714.778594542,241.21449549816532,Q5 (highest),0.40111420612813364
13-1121.00,601.0,0.0007240039223906344,0.0030477071602903723,65090.0,59440.0,134670.0,"Meeting, Convention, and Event Planners",4,0.6901114206128136,4.302,0.0007240039223906344,8765670300.0,0.0007352973854067844,0.000909578741509636,6346379.679583089,97.50160822834674,Q2,0.3098885793871864
13-1131.00,69.0,8.312191455067184e-05,0.0002745312044485885,73130.0,66490.0,105930.0,Fundraisers,4,0.6128133704735379,3.35,8.312191455067184e-05,7746660900.0,0.0006498190452592049,0.0007154650336980451,643917.2853828307,8.805104408352667,Q3,0.3871866295264621
13-1141.00,1736.0,0.0020912991834777725,0.006845270363062066,82920.0,77020.0,102370.0,"Compensation, Benefits, and Job Analysis Specialists",4,0.435933147632312,3.6833333333333336,0.0020912991834777725,8488520400.0,0.0007120490096567004,0.000691420329459727,17752035.781454414,214.08629741261956,Q3,0.5640668523676879
13-1151.00,227.0,0.00027345905221742763,0.0011483593661532382,73760.0,65850.0,436610.0,Training and Development Specialists,4,0.5167130919220057,4.1899999999999995,0.00027345905221742763,32204353600.0,0.0027014222746656997,0.0029489208757000236,8806572.012730904,119.39495678865107,Q3,0.48328690807799435
13-1161.00,5234.0,0.006305218851568354,0.026308158235213337,86480.0,76950.0,861140.0,Market Research Analysts and Marketing Specialists,4,0.578690807799443,4.1925,0.006305218851568354,74471387200.0,0.006246939985385519,0.0058162518561194615,469558394.47588617,5429.676161839572,Q3,0.42130919220055696
13-1161.01,3912.0,0.004712651155394612,0.015985898186496664,86480.0,76950.0,861140.0,Search Marketing Strategists,4,0.5703342618384404,3.6647619047619044,0.004712651155394612,74471387200.0,0.006246939985385519,0.0058162518561194615,350957668.9319195,4058.2524159565164,Q3,0.4296657381615596
13-1199.04,374.0,0.0004505448701732068,0.001705384613531284,92380.0,81270.0,1128200.0,Business Continuity Planners,4,0.5020891364902507,3.6466666666666665,0.0004505448701732068,104223116000.0,0.00874262686947603,0.007620009921817564,46957190.26726707,508.30472252941195,Q4,0.49791086350974934
13-1199.06,4620.0,0.005565554278610202,0.022843901863135552,92380.0,81270.0,1128200.0,Online Merchants,4,0.4206128133704737,3.999,0.005565554278610202,104223116000.0,0.00874262686947603,0.007620009921817564,580059409.1838874,6279.05833712803,Q4,0.5793871866295264
13-1199.07,571.0,0.0006878639595425162,0.0027696697007607686,92380.0,81270.0,1128200.0,Security Management Specialists,4,,,0.0006878639595425162,104223116000.0,0.00874262686947603,0.007620009921817564,71691325.24761897,776.0481191558669,Q4,
13-2011.00,1464.0,0.0017636301869881678,0.007178005062513144,93520.0,81680.0,1448290.0,Accountants and Auditors,4,0.5027855153203344,4.2542857142857144,0.0017636301869881678,135444080800.0,0.011361558793862605,0.00978193952284095,238873269.5477445,2554.2479635130935,Q4,0.49721448467966556
13-2041.00,90.0,0.00010841988854435458,0.00044697906050552585,98040.0,80970.0,67370.0,Credit Analysts,4,0.3955431754874653,4.105,0.00010841988854435458,6604954800.0,0.0005540484445519233,0.0004550257653189587,716108.4632564998,7.304247891233168,Q4,0.6044568245125347
13-2051.00,1693.0,0.0020394985700621367,0.008211997904357235,116490.0,101350.0,340580.0,Financial and Investment Analysts,4,,,0.0020394985700621367,39674164200.0,0.0033280180757493754,0.0023003217330017957,80915401.15431042,694.6124229917625,Q5 (highest),
13-2052.00,1352.0,0.00162870765902186,0.006930295648989407,160210.0,102140.0,270480.0,Personal Financial Advisors,4,0.47632311977715885,3.9579999999999997,0.00162870765902186,43333600800.0,0.0036349853779580714,0.001826857191679857,70577767.51595579,440.5328476122327,Q5 (highest),0.5236768802228411
13-2053.00,166.0,0.00019997446109292066,0.000873816115050367,90830.0,79880.0,107820.0,Insurance Underwriters,4,0.4087743732590532,4.31,0.00019997446109292066,9793290600.0,0.0008214980402250401,0.0007282303401616466,1958408.0100613656,21.561246395038705,Q4,0.5912256267409468
13-2054.00,254.0,0.000305985018780734,0.001232042213648398,119930.0,106000.0,56320.0,Financial Risk Specialists,4,,,0.000305985018780734,6754457600.0,0.0005665893015758286,0.0003803926243545162,2066762.8355896715,17.23307625773094,Q5 (highest),
13-2061.00,279.0,0.0003361016544874992,0.001257020187783247,103650.0,90400.0,62830.0,Financial Examiners,4,0.4296657381615599,3.74,0.0003361016544874992,6512329500.0,0.0005462786860985944,0.0004243620132846991,2188804.7195177483,21.117266951449572,Q4,0.5703342618384402
13-2071.00,483.0,0.0005818534018547028,0.002592801401266826,55890.0,50480.0,28110.0,Credit Counselors,4,0.3537604456824514,4.4399999999999995,0.0005818534018547028,1571067900.0,0.00013178708297601925,0.000189858605657057,914131.2021597241,16.355899126135697,Q2,0.6462395543175485
13-2072.00,880.0,0.0010601055768781336,0.004266219963152169,86020.0,74180.0,290530.0,Loan Officers,4,0.4763231197771589,3.992,0.0010601055768781336,24991390600.0,0.0020963718160674706,0.001962277506280497,26493512.548999764,307.99247325040415,Q3,0.5236768802228411
13-2081.00,23.0,2.7707304850223946e-05,0.00011609360732243834,67570.0,59740.0,53530.0,"Tax Examiners and Collectors, and Revenue Agents",3,0.3850974930362117,4.19,2.7707304850223946e-05,3617022100.0,0.0003034094144618418,0.00036154860052729494,100217.93397469721,1.4831720286324879,Q2,0.6149025069637883
13-2082.00,237.0,0.0002855057065001337,0.0012712834264539709,58860.0,50560.0,73570.0,Tax Preparers,3,0.498607242339833,4.4025,0.0002855057065001337,4330330200.0,0.00036324438006846296,0.0004969013738238948,1236333.9831298653,21.004654827214836,Q2,0.501392757660167
13-2099.01,814.0,0.0009805976586122736,0.003723054646033157,93890.0,80190.0,127450.0,Financial Quantitative Analysts,5,0.4791086350974932,3.593,0.0009805976586122736,11966280500.0,0.0010037766039060572,0.0008608139199925975,11734106.640597707,124.97717159013428,Q4,0.5208913649025069
13-2099.04,64.0,7.70985874093188e-05,0.0003204650972285467,93890.0,80190.0,127450.0,"Fraud Examiners, Investigators and Analysts",4,0.5591922005571034,4.16,7.70985874093188e-05,11966280500.0,0.0010037766039060572,0.0008608139199925975,922583.3230936772,9.826214965317682,Q4,0.4408077994428966
15-1211.00,23454.0,0.028254222954658802,0.09557402307657094,111960.0,103790.0,497800.0,Computer Systems Analysts,3,0.6692200557103064,3.5191666666666666,0.028254222954658802,55733688000.0,0.004675151319058564,0.0033622061151221266,1574712046.8373919,14064.952186829152,Q4,0.3307799442896936
15-1211.01,934.0,0.0011251575100047464,0.0048848460317116125,111960.0,103790.0,497800.0,Health Informatics Specialists,5,0.7388579387186629,4.08125,0.0011251575100047464,55733688000.0,0.004675151319058564,0.0033622061151221266,62709177.61346142,560.1034084803628,Q4,0.2611420612813371
15-1212.00,2477.0,0.002983956265826292,0.01186148515972659,127730.0,124910.0,179430.0,Information Security Analysts,4,0.4498607242339835,4.071428571428571,0.002983956265826292,22918593900.0,0.0019224978347485734,0.0012118936183936585,68388081.87183324,535.4112727772116,Q5 (highest),0.5501392757660165
15-1221.00,4606.0,0.005548688962614413,0.020025129320833723,152310.0,140910.0,38480.0,Computer and Information Research Scientists,5,0.6601671309192203,3.684,0.005548688962614413,5860888800.0,0.0004916333906375541,0.00025989893794676463,32520248.995670434,213.5135512814026,Q5 (highest),0.3398328690807797
15-1231.00,5559.0,0.006696735115756302,0.027642734783268643,79610.0,73340.0,146450.0,Computer Network Support Specialists,4,0.5062674094707522,3.8654545454545453,0.006696735115756302,11658884500.0,0.0009779910715566938,0.0009891423976690146,78076461.24169685,980.7368577025104,Q3,0.4937325905292478
15-1232.00,1625.0,0.001957581320939735,0.006578617670514368,64990.0,60340.0,697210.0,Computer User Support Specialists,3,0.573816155988858,3.5770000000000004,0.001957581320939735,45311677900.0,0.0038009139230646602,0.0047090472589881435,88701294.2774778,1364.8452727723927,Q2,0.42618384401114195
15-1241.00,976.0,0.0011757534579921118,0.004668668820608452,135890.0,130390.0,177010.0,Computer Network Architects,4,0.5424791086350976,3.764545454545454,0.0011757534579921118,24053888900.0,0.0020177306482808592,0.0011955486228159252,28281443.05233307,208.1201195991837,Q5 (highest),0.45752089136490237
15-1241.01,2711.0,0.003265847976041614,0.01296592242436508,135890.0,130390.0,177010.0,Telecommunications Engineering Specialists,3,0.5160167130919222,3.8588888888888886,0.003265847976041614,24053888900.0,0.0020177306482808592,0.0011955486228159252,78556344.37999484,578.0877502391261,Q5 (highest),0.4839832869080778
15-1242.00,24559.0,0.029585378252897823,0.10857463986527022,107440.0,104620.0,73180.0,Database Administrators,4,0.4596100278551532,3.422857142857143,0.029585378252897823,7862459200.0,0.0006595326420875673,0.0004942672629663263,232613829.4299764,2165.057980547063,Q4,0.5403899721448469
15-1243.00,3353.0,0.004039243180991343,0.016803673265823882,142620.0,135980.0,64770.0,Database Architects,4,0.5027855153203344,4.014545454545455,0.004039243180991343,9237497400.0,0.0007748760167173946,0.0004374650262685017,37312498.38237526,261.6217808328093,Q5 (highest),0.49721448467966556
15-1243.01,38482.0,0.04635793501070948,0.18096279270358245,142620.0,135980.0,64770.0,Data Warehousing Specialists,4,0.4561281337047356,3.8286666666666664,0.04635793501070948,9237497400.0,0.0007748760167173946,0.0004374650262685017,428231304.1307978,3002.603450643653,Q5 (highest),0.5438718662952644
15-1244.00,8001.0,0.009638528091593122,0.03914183248886287,101190.0,96800.0,318570.0,Network and Computer Systems Administrators,4,0.5188022284122564,3.815,0.009638528091593122,32236098300.0,0.0027040851394680094,0.0021516633228092726,310708539.0279073,3070.545894138821,Q4,0.4811977715877436
