onet_soc_code,api_usage_count,task_usage_share,weighted_exposure,A_MEAN,A_MEDIAN,TOT_EMP,onet_occupation_title,Job Zone,nonroutine_total,task_importance,ai_exposure,wage_bill,wage_share,emp_share,wage_at_risk,emp_at_risk,wage_quintile,routine_intensity
15-1251.00,33151.0,0.039935863612598876,0.16347762815833158,103640.0,98670.0,109870.0,Computer Programmers,4,0.5139275766016714,3.7263636363636365,0.039935863612598876,11386926800.0,0.000955178237066302,0.0007420763074898916,454746755.65144694,4387.753335116238,Q4,0.48607242339832857
15-1252.00,69504.0,0.08372906592652023,0.33713331502920574,144570.0,133080.0,1654440.0,Software Developers,4,,,0.08372906592652023,239182390800.0,0.020063518313092808,0.011174303505630074,20026518167.755924,138524.71583147213,Q5 (highest),
15-1253.00,141109.0,0.16998913391783702,0.6807902087712335,110260.0,102610.0,199800.0,Software Quality Assurance Analysts and Testers,4,0.5167130919220057,3.94,0.16998913391783702,22029948000.0,0.0018479548751733704,0.0013494752547235855,3744851780.774986,33963.82895678384,Q4,0.48328690807799435
15-1254.00,28090.0,0.03383905188012133,0.14307058901658004,98790.0,90930.0,78860.0,Web Developers,3,0.5055710306406686,3.641428571428571,0.03383905188012133,7790579400.0,0.0006535030941813948,0.0005326307236611709,263625820.49280453,2668.547631266368,Q4,0.49442896935933145
15-1255.00,1015.0,0.0012227354096946655,0.004923318294697339,111450.0,98090.0,111400.0,Web and Digital Interface Designers,4,,,0.0012227354096946655,12415530000.0,0.0010414613412324549,0.0007524101270080452,15180908.16112641,136.21272463998574,Q4,
15-1255.01,2936.0,0.0035368976974025,0.012489248361052684,111450.0,98090.0,111400.0,Video Game Designers,4,0.5459610027855155,3.5666666666666664,0.0035368976974025,12415530000.0,0.0010414613412324549,0.0007524101270080452,43912459.46903166,394.0104034906385,Q4,0.4540389972144845
15-1299.01,5426.0,0.006536514613796311,0.027544169057927545,116700.0,108970.0,439380.0,Web Administrators,4,0.5661559888579388,4.051,0.006536514613796311,51275646000.0,0.004301193992984637,0.002967629816919164,335164009.41084635,2872.013791009823,Q5 (highest),0.43384401114206117
15-1299.02,1945.0,0.0023430742579863295,0.008839943332538253,116700.0,108970.0,439380.0,Geographic Information Systems Technologists and Technicians,3,0.5494428969359334,3.982142857142857,0.0023430742579863295,51275646000.0,0.004301193992984637,0.002967629816919164,120142646.2042197,1029.4999674740334,Q5 (highest),0.4505571030640666
15-1299.03,3514.0,0.004233194314942911,0.014649237567250449,116700.0,108970.0,439380.0,Document Management Specialists,4,0.4832869080779944,3.7192307692307693,0.004233194314942911,51275646000.0,0.004301193992984637,0.002967629816919164,217059773.14222524,1859.9809180996162,Q5 (highest),0.5167130919220055
15-1299.08,14176.0,0.017077337111164118,0.06192978968950953,116700.0,108970.0,439380.0,Computer Systems Engineers/Architects,3,0.5215877437325906,3.7046666666666668,0.017077337111164118,51275646000.0,0.004301193992984637,0.002967629816919164,875651492.3347139,7503.44037990329,Q5 (highest),0.47841225626740935
15-1299.09,684.0,0.0008239911529370948,0.0033832185287180194,116700.0,108970.0,439380.0,Information Technology Project Managers,4,0.6587743732590532,4.1866666666666665,0.0008239911529370948,51275646000.0,0.004301193992984637,0.002967629816919164,42250678.66513433,362.0452327775007,Q5 (highest),0.3412256267409468
15-2011.00,128.0,0.0001541971748186376,0.0005859492643108229,134990.0,125770.0,28340.0,Actuaries,4,0.4944289693593315,3.8,0.0001541971748186376,3825616600.0,0.0003209071054781506,0.00019141205564998206,589899.271659282,4.36994793436019,Q5 (highest),0.5055710306406684
15-2021.00,1042.0,0.001255261376257972,0.005214430446232168,122520.0,121680.0,2220.0,Mathematicians,5,0.4742339832869082,4.03,0.001255261376257972,271994400.0,2.281591302439097e-05,1.4994169496928727e-05,341424.06487846136,2.7866802552926977,Q5 (highest),0.5257660167130918
15-2031.00,1281.0,0.0015431764136146467,0.006503771807455915,99120.0,91290.0,107760.0,Operations Research Analysts,5,0.5069637883008357,4.195,0.0015431764136146467,10681171200.0,0.0008959768035585649,0.0007278250923374053,16482931.465620052,166.29269033111433,Q4,0.49303621169916434
15-2041.00,5224.0,0.0062931721972856475,0.027298706430263123,112330.0,103300.0,29800.0,Statisticians,5,0.5069637883008357,4.133,0.0062931721972856475,3347434000.0,0.0002807953509296116,0.0002012730860398541,21065978.581048686,187.53653147911228,Q4,0.49303621169916434
15-2041.01,869.0,0.001046854257167157,0.004454214281067719,112330.0,103300.0,29800.0,Biostatisticians,5,0.5027855153203344,4.202857142857143,0.001046854257167157,3347434000.0,0.0002807953509296116,0.0002012730860398541,3504275.533486085,31.19625686358128,Q4,0.49721448467966556
15-2051.01,3562.0,0.0042910182554999005,0.016484135760975106,124590.0,112590.0,233440.0,Business Intelligence Analysts,4,0.4213091922005573,3.8084615384615383,0.0042910182554999005,29084289600.0,0.0024396995742919664,0.0015766842015148838,124801217.6218459,1001.6953015638968,Q5 (highest),0.5786908077994427
15-2051.02,5649.0,0.0068051550043006555,0.027006213664279022,124590.0,112590.0,233440.0,Clinical Data Managers,4,0.4164345403899721,3.7730000000000006,0.0068051550043006555,29084289600.0,0.0024396995742919664,0.0015766842015148838,197923098.91796952,1588.595384203945,Q5 (highest),0.5835654596100279
15-2099.01,62434.0,0.07521208134864704,0.2661656463150489,84700.0,71490.0,4660.0,Bioinformatics Technicians,4,0.45752089136490265,3.66,0.07521208134864704,394702000.0,3.3109087917079044e-05,3.147424768274229e-05,29686358.932473686,350.4882990846952,Q3,0.5424791086350973
17-1011.00,184.0,0.00022165843880179157,0.0008939581210110516,103390.0,96690.0,111140.0,"Architects, Except Landscape and Naval",5,0.6002785515320335,4.0025,0.00022165843880179157,11490764600.0,0.0009638885421808342,0.0007506540531029994,2547024.941874893,24.635118888431116,Q4,0.39972144846796653
17-1021.00,180.0,0.00021683977708870917,0.0008506985854818542,82860.0,78380.0,12790.0,Cartographers and Photogrammetrists,4,0.5675487465181059,3.895,0.00021683977708870917,1059779400.0,8.889828105079092e-05,8.638532786744074e-05,229802.32885920594,2.7733807489645903,Q3,0.43245125348189406
17-1022.00,18.0,2.1683977708870914e-05,5.0523668061669234e-05,76730.0,72740.0,53080.0,Surveyors,4,0.6894150417827299,2.33,2.1683977708870914e-05,4072828400.0,0.00034164416082709583,0.00035850924184548506,88315.12023765639,1.1509855367868682,Q3,0.31058495821727006
17-1022.01,17.0,2.047931228060031e-05,7.761659354347518e-05,76730.0,72740.0,53080.0,Geodetic Surveyors,4,0.6364902506963789,3.79,2.047931228060031e-05,4072828400.0,0.00034164416082709583,0.00035850924184548506,83408.7246688977,1.0870418958542645,Q3,0.3635097493036211
17-2011.00,107.0,0.0001288992008249549,0.00040833339356660474,141180.0,134830.0,68440.0,Aerospace Engineers,4,0.6337047353760447,3.285,0.0001288992008249549,9662359200.0,0.000810515022065248,0.00046225268485126225,1245470.3789636504,8.821861304459913,Q5 (highest),0.36629526462395534
17-2031.00,271.0,0.0003264643310613343,0.0013631993986310182,115020.0,106950.0,21860.0,Bioengineers and Biomedical Engineers,4,0.7144846796657385,4.035,0.0003264643310613343,2514337200.0,0.0002109120587379399,0.00014764529063191983,820841.4120606284,7.1365102770007685,Q5 (highest),0.2855153203342615
17-2051.00,66.0,7.950791826586002e-05,0.0003180316730634401,107050.0,99590.0,355410.0,Civil Engineers,4,0.4686629526462398,4.0,7.950791826586002e-05,38046640500.0,0.0031914952679844544,0.0024004854868934413,3025009.18316456,28.25790923086931,Q4,0.5313370473537602
17-2051.01,88.0,0.00010601055768781335,0.0003947809074985604,107050.0,99590.0,355410.0,Transportation Engineers,4,0.5473537604456826,3.865,0.00010601055768781335,38046640500.0,0.0031914952679844544,0.0024004854868934413,4033345.577552746,37.67721230782574,Q4,0.4526462395543174
17-2061.00,964.0,0.0011612974728528647,0.003449728107012839,156770.0,155020.0,75710.0,Computer Hardware Engineers,4,0.6357938718662954,3.6339999999999995,0.0011612974728528647,11869056700.0,0.0009956211059814646,0.0005113552128885018,13783505.550857361,87.92183166969038,Q5 (highest),0.36420612813370457
17-2071.00,317.0,0.0003818789407617822,0.0013705960443605998,120980.0,111910.0,188790.0,Electrical Engineers,4,0.5779944289693596,3.4475,0.0003818789407617822,22839814200.0,0.0019158894972854212,0.001275112278975304,8722044.053891912,72.09492522641686,Q5 (highest),0.4220055710306404
17-2072.00,337.0,0.00040597224932719436,0.0015246727526364104,132500.0,127590.0,93940.0,"Electronics Engineers, Except Computer",4,0.6915041782729807,3.5949999999999998,0.00040597224932719436,12447050000.0,0.0010441053573538486,0.0006344830101538219,5053156.885988055,38.13703310179664,Q5 (highest),0.3084958217270193
17-2072.01,20.0,2.4093308565412128e-05,9.131363946291197e-05,132500.0,127590.0,93940.0,Radio Frequency Identification Device Specialists,4,0.6594707520891366,3.79,2.4093308565412128e-05,12447050000.0,0.0010441053573538486,0.0006344830101538219,299890.61637911305,2.263325406634815,Q5 (highest),0.34052924791086336
17-2081.00,55.0,6.625659855488335e-05,0.00023521092486983587,110570.0,104170.0,37950.0,Environmental Engineers,4,0.6149025069637885,3.55,6.625659855488335e-05,4196131500.0,0.0003519872884989809,0.00025631924883263296,278021.4002790005,2.514437915157823,Q4,0.38509749303621155
17-2111.00,27.0,3.2525966563306373e-05,0.00013096511719884547,113770.0,109660.0,23220.0,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",4,0.5967966573816158,,3.2525966563306373e-05,2641739400.0,0.00022159903433124645,0.00015683090798138967,85925.12739336904,0.755252943599974,Q4,0.4032033426183842
17-2112.01,105.0,0.0001264898699684137,0.00043237851551488607,107900.0,101140.0,350230.0,Human Factors Engineers and Ergonomists,5,0.6155988857938721,3.4133333333333336,0.0001264898699684137,37789817000.0,0.0031699519470976285,0.002365499091400607,4780029.038460149,44.30054715903753,Q4,0.3844011142061279
17-2112.02,123.0,0.0001481738476772846,0.0005556519287898173,107900.0,101140.0,350230.0,Validation Engineers,4,0.6176880222841229,3.75,0.0001481738476772846,37789817000.0,0.0031699519470976285,0.002365499091400607,5599462.58791046,51.89492667201539,Q4,0.3823119777158771
17-2112.03,15.0,1.8069981424059096e-05,6.99308281111087e-05,107900.0,101140.0,350230.0,Manufacturing Engineers,4,0.7388579387186631,3.87,1.8069981424059096e-05,37789817000.0,0.0031699519470976285,0.002365499091400607,682861.2912085926,6.328649594148217,Q4,0.2611420612813369
17-2121.00,18.0,2.1683977708870914e-05,8.673591083548366e-05,116680.0,105670.0,8440.0,Marine Engineers and Naval Architects,4,0.556406685236769,4.0,2.1683977708870914e-05,984779200.0,8.260698225930136e-05,5.700486060994525e-05,21353.930220959734,0.18301277186287052,Q5 (highest),0.44359331476323105
17-2141.00,488.0,0.000587876728996056,0.002021982734735082,110080.0,102320.0,286760.0,Mechanical Engineers,4,0.6281337047353762,3.5949999999999998,0.000587876728996056,31566540800.0,0.002647920138700241,0.0019368144346573342,18557234.751224544,168.57953080690902,Q4,0.3718662952646238
17-2141.02,93.0,0.0001120338848291664,0.00041054997795462273,110080.0,102320.0,286760.0,Automotive Engineers,4,0.6260445682451254,3.71,0.0001120338848291664,31566540800.0,0.002647920138700241,0.0019368144346573342,3536522.1964423824,32.12683681361176,Q4,0.37395543175487456
17-2199.03,241.0,0.00029032436821321616,0.0010947397079409135,121720.0,117750.0,150750.0,"Energy Engineers, Except Wind and Solar",4,0.6225626740947076,3.6500000000000004,0.00029032436821321616,18349290000.0,0.0015392074421360401,0.001018185158406309,5327246.026411085,43.76639850814234,Q5 (highest),0.37743732590529244
17-2199.06,87.0,0.00010480589225954275,0.0003708682987473889,121720.0,117750.0,150750.0,Microsystems Engineers,5,0.6796657381615603,3.5575,0.00010480589225954275,18349290000.0,0.0015392074421360401,0.001018185158406309,1923113.710779105,15.79948825812607,Q5 (highest),0.3203342618384397
17-2199.07,1142.0,0.0013757279190850327,0.005676781037602426,121720.0,117750.0,150750.0,Photonics Engineers,4,0.6935933147632313,3.8166666666666664,0.0013757279190850327,18349290000.0,0.0015392074421360401,0.001018185158406309,25243630.5483878,207.3909838020687,Q5 (highest),0.3064066852367687
17-2199.08,400.0,0.00048186617130824256,0.0018287784933490423,121720.0,117750.0,150750.0,Robotics Engineers,4,0.8760445682451257,3.7520000000000002,0.00048186617130824256,18349290000.0,0.0015392074421360401,0.001018185158406309,8841902.118524622,72.64132532471757,Q5 (highest),0.12395543175487433
17-2199.09,163.0,0.00019636046480810883,0.0007675766709311823,121720.0,117750.0,150750.0,Nanosystems Engineers,5,0.8711699164345408,3.8920000000000003,0.00019636046480810883,18349290000.0,0.0015392074421360401,0.001018185158406309,3603075.113298783,29.601340069822406,Q5 (highest),0.12883008356545922
17-3011.00,70.0,8.432657997894244e-05,0.00033583764612040215,68860.0,64280.0,109550.0,Architectural and Civil Drafters,3,0.3697771587743733,3.92,8.432657997894244e-05,7543613000.0,0.0006327866239072018,0.0007399149857606046,636127.0849746899,9.237976836693145,Q3,0.6302228412256268
17-3012.00,295.0,0.0003553763013398289,0.0013714634034689545,77960.0,73720.0,20020.0,Electrical and Electronics Drafters,3,0.354456824512535,4.025,0.0003553763013398289,1560759200.0,0.00013092235045728158,0.00013521769068851943,554656.8317781104,7.114633552823375,Q3,0.645543175487465
17-3022.00,1389.0,0.0016732802798678722,0.006477907640710945,68450.0,64200.0,62130.0,Civil Engineering Technologists and Technicians,3,0.3990250696378832,3.9125,0.0016732802798678722,4252798500.0,0.00035674072953803597,0.00041963412200188375,7116123.864301668,103.9609037881909,Q2,0.6009749303621168
17-3023.00,122.0,0.00014696918224901397,0.0005902860598525971,78580.0,77180.0,92710.0,Electrical and Electronic Engineering Technologists and Technicians,3,0.6455431754874654,3.795,0.00014696918224901397,7285151800.0,0.0006111059265863022,0.0006261754297568749,1070692.802605932,13.625512886306085,Q3,0.3544568245125346
17-3024.00,63.0,7.58939219810482e-05,0.00030980380818835184,75710.0,70760.0,14680.0,Electro-Mechanical and Mechatronics Technologists and Technicians,3,0.7242339832869082,4.09,7.58939219810482e-05,1111422800.0,9.323032363212286e-05,9.915063433104223e-05,84350.23527115813,1.1141227746817877,Q3,0.27576601671309176
17-3025.00,87.0,0.00010480589225954275,0.0003617610281096631,63070.0,58890.0,12500.0,Environmental Engineering Technologists and Technicians,4,0.4540389972144849,3.4899999999999998,0.00010480589225954275,788375000.0,6.613185944491589e-05,8.442663005027437e-05,82626.34531011702,1.3100736532442845,Q2,0.5459610027855151
17-3026.01,47.0,5.66192751287185e-05,0.0002293080642713099,69780.0,64790.0,73410.0,Nanotechnology Engineering Technologists and Technicians,4,0.7639275766016714,4.05,5.66192751287185e-05,5122549800.0,0.00042969873901783033,0.0004958207129592513,290035.05648676195,4.156420987199225,Q3,0.23607242339832857
17-3027.00,697.0,0.0008396518035046126,0.0030464543082449713,72450.0,68730.0,37450.0,Mechanical Engineering Technologists and Technicians,3,0.7012534818941507,3.665,0.0008396518035046126,2713252500.0,0.0002275978220625548,0.000252942183630622,2278187.354988399,31.444960041247743,Q3,0.2987465181058493
17-3027.01,502.0,0.0006047420449918444,0.0025709728637065624,72450.0,68730.0,37450.0,Automotive Engineering Technicians,3,0.6420612813370475,4.225,0.0006047420449918444,2713252500.0,0.0002275978220625548,0.000252942183630622,1640817.8654292342,22.647589584944573,Q3,0.35793871866295246
17-3029.01,41.0,4.9391282559094864e-05,0.0002288502914085671,79740.0,77390.0,64410.0,Non-Destructive Testing Specialists,2,0.8091922005571034,4.640000000000001,4.9391282559094864e-05,5136053400.0,0.0004308314717620198,0.00043503353932305375,253676.26471799987,3.1812925096313003,Q3,0.1908077994428966
19-1012.00,205.0,0.00024695641279547434,0.0008963915451761582,92190.0,85310.0,14370.0,Food Scientists and Technologists,4,0.7068245125348195,3.5400000000000005,0.00024695641279547434,1324770300.0,0.0001111267141606457,9.705685390579541e-05,327160.5210659844,3.548763651870966,Q4,0.2931754874651805
19-1013.00,100.0,0.00012046654282706065,0.0004540383999151916,83040.0,71410.0,16600.0,Soil and Plant Scientists,5,0.6699164345403903,3.455,0.00012046654282706065,1378464000.0,0.00011563074361550853,0.00011211856470676437,166058.79249156133,1.9997446109292067,Q3,0.3300835654596097
19-1021.00,747.0,0.000899885074918143,0.0034343686228023892,115570.0,103650.0,34520.0,Biochemists and Biophysicists,5,0.9178272980501392,3.496,0.000899885074918143,3989476400.0,0.0003346522816471971,0.0002331525815468377,3590070.2690981636,31.064032786174295,Q5 (highest),0.08217270194986082
19-1022.00,302.0,0.00036380895933772316,0.0014666440189566152,95200.0,87330.0,19760.0,Microbiologists,4,0.8029247910863511,3.8274999999999997,0.00036380895933772316,1881152000.0,0.00015779810326116685,0.00013346161678347372,684379.9514760766,7.18886503651341,Q4,0.19707520891364894
19-1023.00,385.0,0.00046379618988418345,0.0016186487026958003,77920.0,72860.0,16920.0,Zoologists and Wildlife Biologists,4,0.6866295264623957,3.49,0.00046379618988418345,1318406400.0,0.00011059288629913119,0.00011427988643605139,611471.8650389228,7.847431532840384,Q3,0.3133704735376043
19-1029.01,4077.0,0.004911420951059262,0.020504851187679644,100440.0,93330.0,59710.0,Bioinformatics Scientists,5,0.6664345403899722,3.6420000000000003,0.004911420951059262,5997272400.0,0.0005030737598346896,0.0004032891264241506,29455129.314569466,293.26094498774853,Q4,0.3335654596100278
19-1029.02,529.0,0.0006372680115551508,0.002515028201217676,100440.0,93330.0,59710.0,Molecular and Cellular Biologists,5,0.7625348189415043,3.88,0.0006372680115551508,5997272400.0,0.0005030737598346896,0.0004032891264241506,3821869.857102587,38.051272969958056,Q4,0.23746518105849568
19-1029.03,1055.0,0.0012709220268254898,0.0054428591047408405,100440.0,93330.0,59710.0,Geneticists,5,0.694289693593315,4.118333333333333,0.0012709220268254898,5997272400.0,0.0005030737598346896,0.0004032891264241506,7622065.59403257,75.88675422175,Q4,0.30571030640668495
19-1029.04,158.0,0.00019033713766675582,0.000677347230353714,100440.0,93330.0,59710.0,Biologists,5,0.7360724233983289,3.58,0.00019033713766675582,5997272400.0,0.0005030737598346896,0.0004032891264241506,1141503.6624238351,11.36503049008199,Q4,0.2639275766016711
19-1041.00,21.0,2.5297973993682733e-05,8.930184819770004e-05,94160.0,83980.0,11460.0,Epidemiologists,5,0.5752089136490254,3.53,2.5297973993682733e-05,1079073600.0,9.051675109677424e-05,7.740233443009155e-05,27298.375870069605,0.2899147819676041,Q4,0.4247910863509746
19-1042.00,15.0,1.8069981424059096e-05,7.462902328136407e-05,112690.0,100590.0,156300.0,"Medical Scientists, Except Epidemiologists",5,0.6037604456824514,4.13,1.8069981424059096e-05,17613447000.0,0.001477482164381767,0.0010556705821486308,318274.6601036494,2.8243380965804366,Q4,0.39623955431754865
19-2011.00,442.0,0.000532462119295608,0.0021897564889303296,134430.0,132170.0,1560.0,Astronomers,5,0.6149025069637885,3.987142857142857,0.000532462119295608,209710800.0,1.7591330457816227e-05,1.0536443430274242e-05,111663.0570071774,0.8306409061011486,Q5 (highest),0.38509749303621155
19-2012.00,176.0,0.00021202111537562673,0.0008966565715703778,166000.0,166290.0,21340.0,Physicists,5,0.594707520891365,4.16,0.00021202111537562673,3542440000.0,0.00029715318747049034,0.0001441331428218284,751072.0799512352,4.524530602115875,Q5 (highest),0.405292479108635
19-2021.00,48.0,5.782394055698911e-05,0.00024059577933420548,103980.0,97450.0,8780.0,Atmospheric and Space Scientists,4,0.568941504178273,4.1899999999999995,5.782394055698911e-05,912944400.0,7.65812091223378e-05,5.930126494731272e-05,52790.04271743609,0.5076941980903644,Q4,0.43105849582172695
19-2031.00,841.0,0.00101312362517558,0.004117233220817583,95940.0,84150.0,83250.0,Chemists,4,0.6399721448467968,3.935,0.00101312362517558,7987005000.0,0.0006699800121082485,0.0005622813561348273,8091823.459895483,84.34254179586704,Q4,0.36002785515320324
19-2032.00,1239.0,0.0014925804656272814,0.006150539810578407,111410.0,104160.0,8330.0,Materials Scientists,4,0.6859331476323121,4.015,0.0014925804656272814,928045300.0,7.784792939668914e-05,5.626190626550284e-05,1385182.28599721,12.433195278675253,Q4,0.31406685236768794
19-2041.00,352.0,0.00042404223075125346,0.0014655116334540408,88640.0,80060.0,84930.0,"Environmental Scientists and Specialists, Including Health",4,0.4958217270194986,3.4450000000000003,0.00042404223075125346,7528195200.0,0.0006314933208692443,0.0005736282952135842,3192272.6861388786,36.013906657703956,Q4,0.5041782729805013
19-2041.03,42.0,5.0595947987365466e-05,0.0001760738989960318,88640.0,80060.0,84930.0,Industrial Ecologists,5,0.4603064066852369,3.48,5.0595947987365466e-05,7528195200.0,0.0006314933208692443,0.0005736282952135842,380896.17277793435,4.297113862566949,Q4,0.5396935933147631
19-2042.00,464.0,0.0005589647587175613,0.0020951541128482382,111310.0,99240.0,22510.0,"Geoscientists, Except Hydrologists and Geographers",5,0.6880222841225628,3.32,0.0005589647587175613,2505588100.0,0.0002101781513316047,0.00015203547539453409,1400535.447762093,12.582296718732305,Q4,0.31197771587743717
19-2043.00,211.0,0.00025418440536509795,0.0010791995239162228,98130.0,92060.0,5720.0,Hydrologists,5,0.6392757660167133,3.8899999999999997,0.00025418440536509795,561303600.0,4.7084256579832296e-05,3.863362591100555e-05,142674.62179528878,1.4539347986883602,Q4,0.3607242339832867
19-2099.01,680.0,0.0008191724912240124,0.00355265472120428,123070.0,117960.0,22580.0,Remote Sensing Scientists and Technologists,4,0.6761838440111421,4.375,0.0008191724912240124,2778920600.0,0.0002331063092155146,0.0001525082645228156,2276415.3108157273,18.4969148518382,Q5 (highest),0.32381615598885793
19-3011.00,211.0,0.00025418440536509795,0.0010728027504921058,130910.0,115440.0,15880.0,Economists,5,0.4791086350974932,4.1625,0.00025418440536509795,2078850800.0,0.0001743818219915027,0.00010725559081586856,528411.4544407582,4.036448357197756,Q5 (highest),0.5208913649025069
19-3011.01,81.0,9.757789968991911e-05,0.00041893444933538616,130910.0,115440.0,15880.0,Environmental Economists,5,0.3948467966573816,4.165,9.757789968991911e-05,2078850800.0,0.0001743818219915027,0.00010725559081586856,202849.8948327081,1.5495370470759156,Q5 (highest),0.6051532033426184
19-3022.00,10760.0,0.012962200008191723,0.06151802299947236,73470.0,63380.0,7720.0,Survey Researchers,5,0.6128133704735377,4.543333333333334,0.012962200008191723,567188400.0,4.7577895731836667e-05,5.214188671904945e-05,7352009.48312625,100.06818406324011,Q3,0.3871866295264623
19-3032.00,1263.0,0.0015214924359057758,0.005741025844892098,134400.0,109840.0,1050.0,Industrial-Organizational Psychologists,5,0.5633704735376046,3.8516666666666666,0.0015214924359057758,141120000.0,1.1837676238930116e-05,7.091836924223047e-06,214713.01255502307,1.5975670577010646,Q5 (highest),0.4366295264623954
19-3033.00,2170.0,0.002614123979347216,0.010941566498736307,106850.0,95830.0,72190.0,Clinical and Counseling Psychologists,5,0.502089136490251,3.888333333333333,0.002614123979347216,7713501500.0,0.000647037510101345,0.00048758067386634455,20164049.23588072,188.71361006907551,Q4,0.497910863509749
19-3034.00,326.0,0.0003927209296162177,0.0015895078459859345,93610.0,86930.0,63830.0,School Psychologists,5,0.3683844011142062,3.9033333333333338,0.0003927209296162177,5975126300.0,0.0005012160616930018,0.000431116143688721,2346557.155110311,25.067376937403175,Q4,0.6316155988857939
19-3041.00,364.0,0.00043849821589050074,0.0018596179283127696,111670.0,101690.0,2950.0,Sociologists,5,0.5654596100278552,4.111666666666666,0.00043849821589050074,329426500.0,2.7633533528372392e-05,1.992468469186475e-05,144452.93251705205,1.2935697368769772,Q4,0.43454038997214484
19-3051.00,587.0,0.000707138606394846,0.002847278659100825,89730.0,83720.0,43040.0,Urban and Regional Planners,5,0.5271587743732591,,0.000707138606394846,3861979200.0,0.0003239573370966719,0.0002906977725891047,2730954.5894138822,30.43524561923417,Q4,0.4728412256267409
19-3091.00,554.0,0.000667384647261916,0.0027400115166014943,71070.0,64910.0,8070.0,Anthropologists and Archeologists,5,0.6079387186629529,3.972,0.000667384647261916,573534900.0,4.811026401592375e-05,5.450583236045713e-05,382768.3869288982,5.385794103403662,Q3,0.3920612813370471
19-3092.00,275.0,0.00033128299277441673,0.0013488156934174673,98160.0,97200.0,1380.0,Geographers,4,0.5543175487465182,3.975,0.00033128299277441673,135460800.0,1.136296126322608e-05,9.32069995755029e-06,44875.85922761671,0.45717053002869507,Q4,0.4456824512534818
19-3093.00,978.0,0.0011781627888486532,0.004251095643207012,78470.0,74050.0,3140.0,Historians,5,0.49373259052924806,3.8433333333333333,0.0011781627888486532,246395800.0,2.0668606200624836e-05,2.1207969468628923e-05,290294.362888595,3.699431156984771,Q3,0.506267409470752
19-3094.00,307.0,0.00036983228647907614,0.0014782329003765783,137600.0,139380.0,5950.0,Political Scientists,5,0.518105849582173,3.7380000000000004,0.00036983228647907614,818720000.0,6.867731214807869e-05,4.01870759039306e-05,302789.0895861492,2.200502104550503,Q5 (highest),0.481894150417827
19-3099.01,88.0,0.00010601055768781335,0.00039946705601453305,106440.0,100340.0,36970.0,Transportation Planners,4,0.5522284122562676,3.75,0.00010601055768781335,3935086800.0,0.00033008987748361354,0.00024970020103669147,417160.74621795287,3.9192103177184596,Q4,0.4477715877437324
19-4012.00,136.0,0.00016383449824480248,0.0004915034947344074,49680.0,46790.0,14340.0,Agricultural Technicians,3,0.5682451253481894,3.0,0.00016383449824480248,712411200.0,5.975973026210098e-05,9.685422999367476e-05,116717.53149597763,2.3493867048304673,Q1 (lowest),0.4317548746518106
19-4012.01,49.0,5.902860598525971e-05,0.00024300511019074674,49680.0,46790.0,14340.0,Precision Agriculture Technicians,3,0.6803621169916436,4.13,5.902860598525971e-05,712411200.0,5.975973026210098e-05,9.685422999367476e-05,42052.640024286055,0.8464702098286243,Q1 (lowest),0.3196378830083564
19-4013.00,195.0,0.00023490975851276824,0.0009273996332998437,54400.0,49430.0,14200.0,Food Science Technicians,3,0.5710306406685238,3.953333333333333,0.00023490975851276824,772480000.0,6.479852707659252e-05,9.590865173711168e-05,181463.0902559432,3.335718570881309,Q2,0.4289693593314762
19-4021.00,1526.0,0.0018383194435409454,0.007754178382037956,58020.0,52000.0,76190.0,Biological Technicians,4,0.5654596100278554,4.2725,0.0018383194435409454,4420543800.0,0.000370811836057326,0.0005145971954824323,8126371.618564377,140.06155840338462,Q2,0.4345403899721446
19-4031.00,316.0,0.00038067427533351164,0.0015446942920542676,61300.0,57790.0,55640.0,Chemical Technicians,3,0.5759052924791088,3.936,0.00038067427533351164,3410732000.0,0.0002861050251825297,0.00037579981567978127,1298377.9324568189,21.18071667955659,Q2,0.4240947075208912
19-4042.00,96.0,0.00011564788111397822,0.0004625915244559129,56770.0,49490.0,39390.0,"Environmental Science and Protection Technicians, Including Health",4,0.5633704735376046,4.0,0.00011564788111397822,2236170300.0,0.00018757837320373602,0.0002660451966144246,258608.35700500902,4.555370037079602,Q2,0.4366295264623954
19-4043.00,1186.0,0.001428733197928939,0.0058455426174488555,58220.0,48390.0,9710.0,"Geological Technicians, Except Hydrologic Technicians",4,0.5605849582172705,3.995,0.001428733197928939,565316200.0,4.742084855599678e-05,6.558260622305313e-05,807686.0222670357,13.872999351889998,Q2,0.4394150417827295
19-4051.02,19.0,2.2888643137141523e-05,9.453009615639448e-05,100730.0,104240.0,5990.0,Nuclear Monitoring Technicians,3,0.5383008356545963,4.13,2.2888643137141523e-05,603372700.0,5.061317087591489e-05,4.045724112009148e-05,13810.382408993552,0.13710297239147773,Q4,0.4616991643454037
19-4061.00,3363.0,0.004051289835274049,0.016229108089810217,63560.0,58040.0,32940.0,Social Science Research Assistants,4,0.40598885793871875,3.889090909090909,0.004051289835274049,2093666400.0,0.00017562461022906998,0.00022248105550848302,8482049.404774811,133.44948717392717,Q2,0.5940111420612812
