onet_soc_code,api_usage_count,task_usage_share,weighted_exposure,A_MEAN,A_MEDIAN,TOT_EMP,onet_occupation_title,job_zone,ai_exposure,weight_method,wage_bill,wage_share,emp_share,wage_at_risk,emp_at_risk
11-9141.00,607.0,0.0007312319149602581,0.0007312319149602581,82720.0,66700.0,296640.0,"Property, Real Estate, and Community Association Managers",4,0.0007312319149602581,employment_weighted,24538060800.0,0.0020456663079018948,0.001994254149351511,17943013.188195243,216.91263525381098
11-9151.00,142.0,0.0001710624908144261,0.0001710624908144261,86100.0,78240.0,195490.0,Social and Community Service Managers,4,0.0001710624908144261,employment_weighted,16831689000.0,0.001403208646886348,0.0013142419891340577,2879270.644953777,33.44100632931216
11-9171.00,281.0,0.0003385109853440404,0.0003385109853440404,85650.0,76830.0,13120.0,Funeral Home Managers,3,0.0003385109853440404,employment_weighted,1123728000.0,9.368191429560646e-05,8.82032579540582e-05,380394.2725386878,4.44126412771381
11-9179.01,901.0,0.0010854035508718165,0.0010854035508718165,70620.0,61340.0,10490.0,Fitness and Wellness Coordinators,4,0.0010854035508718165,employment_weighted,740803800.0,6.175864453093595e-05,7.052226950747489e-05,804071.0750193349,11.385883248645355
11-9179.02,2200.0,0.002650263942195334,0.002650263942195334,70620.0,61340.0,10490.0,Spa Managers,3,0.002650263942195334,employment_weighted,740803800.0,6.175864453093595e-05,7.052226950747489e-05,1963325.5993812836,27.801268753629053
11-9199.01,467.0,0.0005625787550023732,0.0005625787550023732,149890.0,136550.0,630980.0,Regulatory Affairs Managers,4,0.0005625787550023732,employment_weighted,94577592200.0,0.007884657040462833,0.004241958209135034,53207344.07099816,354.97594283139745
11-9199.02,404.787042527339,0.000487632955944589,0.000487632955944589,149890.0,136550.0,630980.0,Compliance Managers,4,0.000487632955944589,employment_weighted,94577592200.0,0.007884657040462833,0.004241958209135034,46119150.8506079,307.68664254191674
11-9199.08,108.0,0.0001301038662532255,0.0001301038662532255,149890.0,136550.0,630980.0,Loss Prevention Managers,4,0.0001301038662532255,employment_weighted,94577592200.0,0.007884657040462833,0.004241958209135034,12304910.406140903,82.09293752846023
11-9199.09,85.0,0.00010239656140300155,0.00010239656140300155,149890.0,136550.0,630980.0,Wind Energy Operations Managers,3,0.00010239656140300155,employment_weighted,94577592200.0,0.007884657040462833,0.004241958209135034,9684420.227055341,64.61018231406591
11-9199.10,59.0,7.107526026796578e-05,7.107526026796578e-05,149890.0,136550.0,630980.0,Wind Energy Development Managers,4,7.107526026796578e-05,employment_weighted,94577592200.0,0.007884657040462833,0.004241958209135034,6722126.981132531,44.84706772388105
13-1011.00,1192.0,0.0014359611904985628,0.0014359611904985628,165600.0,96310.0,14220.0,"Agents and Business Managers of Artists, Performers, and Athletes",4,0.0014359611904985628,employment_weighted,2354832000.0,0.00019631545143001825,9.559834817886492e-05,3381447.3621441117,20.419368128889563
13-1031.00,712.0,0.0008577217849286718,0.0008577217849286718,78770.0,76790.0,305020.0,"Claims Adjusters, Examiners, and Investigators",4,0.0008577217849286718,employment_weighted,24026425400.0,0.0020030127621208887,0.0020505912912459475,20607988.479543578,261.6222988389435
13-1041.00,379.212957472661,0.00045682473981956644,0.00045682473981956644,84980.0,78420.0,397770.0,Compliance Officers,4,0.00045682473981956644,employment_weighted,33802494600.0,0.0028180150375312356,0.002674131853383059,15441815.8008973,181.71117675802896
13-1041.01,15.0,1.8069981424059096e-05,1.8069981424059096e-05,84980.0,78420.0,397770.0,Environmental Compliance Inspectors,4,1.8069981424059096e-05,employment_weighted,33802494600.0,0.0028180150375312356,0.002674131853383059,610810.4495088579,7.187696511047987
13-1041.03,54.0,6.505193312661275e-05,6.505193312661275e-05,84980.0,78420.0,397770.0,Equal Opportunity Representatives and Officers,4,6.505193312661275e-05,employment_weighted,33802494600.0,0.0028180150375312356,0.002674131853383059,2198917.6182318884,25.875707439772754
13-1041.04,15.0,1.8069981424059096e-05,1.8069981424059096e-05,84980.0,78420.0,397770.0,Government Property Inspectors and Investigators,3,1.8069981424059096e-05,employment_weighted,33802494600.0,0.0028180150375312356,0.002674131853383059,610810.4495088579,7.187696511047987
13-1041.07,365.0,0.00043970288131877137,0.00043970288131877137,84980.0,78420.0,397770.0,Regulatory Affairs Specialists,4,0.00043970288131877137,employment_weighted,33802494600.0,0.0028180150375312356,0.002674131853383059,14863054.27138221,174.90061510216768
13-1041.08,267.0,0.00032164566934825186,0.00032164566934825186,84980.0,78420.0,397770.0,Customs Brokers,3,0.00032164566934825186,employment_weighted,33802494600.0,0.0028180150375312356,0.002674131853383059,10872426.00125767,127.94099789665414
13-1051.00,158.0,0.00019033713766675582,0.00019033713766675582,83160.0,77070.0,219530.0,Cost Estimators,4,0.00019033713766675582,employment_weighted,18256114800.0,0.0015219588566488978,0.0014758583245925608,3474816.6359476983,41.784711831982904
13-1071.00,2254.0,0.002715315875321947,0.002715315875321947,79730.0,72910.0,917460.0,Human Resources Specialists,4,0.002715315875321947,employment_weighted,73149085800.0,0.006098225181465233,0.006167908616046512,198622873.9380272,2491.193702972874
13-1075.00,35.0,4.216328998947122e-05,4.216328998947122e-05,97130.0,93500.0,64590.0,Labor Relations Specialists,4,4.216328998947122e-05,employment_weighted,6273626700.0,0.0005230138955619406,0.0004342262523820594,264516.74183778936,2.7233269004199463
13-1081.00,121.0,0.00014576451682074337,0.00014576451682074337,87600.0,80880.0,235640.0,Logisticians,4,0.00014576451682074337,employment_weighted,20642064000.0,0.0017208684579652937,0.0015841627823395027,3008880.485142861,34.34795074363997
13-1081.01,517.0,0.0006228120264159036,0.0006228120264159036,87600.0,80880.0,235640.0,Logistics Engineers,4,0.0006228120264159036,employment_weighted,20642064000.0,0.0017208684579652937,0.0015841627823395027,12856125.709246771,146.7594259046435
13-1081.02,564.0,0.000679431301544622,0.000679431301544622,87600.0,80880.0,235640.0,Logistics Analysts,4,0.000679431301544622,employment_weighted,20642064000.0,0.0017208684579652937,0.0015841627823395027,14024864.410087386,160.10119189597475
13-1082.00,41.762663087842604,5.031003641443696e-05,5.031003641443696e-05,108100.0,100750.0,1006160.0,Project Management Specialists,4,5.031003641443696e-05,employment_weighted,108765896000.0,0.00906749440020792,0.006764221800537744,5472016.188408864,50.61994623874989
13-1111.00,224.0,0.00026984505593261585,0.00026984505593261585,114710.0,101190.0,893900.0,Management Analysts,4,0.00026984505593261585,employment_weighted,102539269000.0,0.008548398732070516,0.006009519229049743,27669714.778594542,241.21449549816532
13-1121.00,601.0,0.0007240039223906344,0.0007240039223906344,65090.0,59440.0,134670.0,"Meeting, Convention, and Event Planners",4,0.0007240039223906344,employment_weighted,8765670300.0,0.0007307682764762851,0.0009053607277951996,6346379.679583089,97.50160822834674
13-1131.00,106.07735386769338,0.00012778772092683752,0.00012778772092683752,73130.0,66490.0,105930.0,Fundraisers,4,0.00012778772092683752,employment_weighted,7746660900.0,0.000645816445359487,0.0007121471886488861,989928.141204044,13.536553277779898
13-1141.00,1736.0,0.0020912991834777725,0.0020912991834777725,82920.0,77020.0,102370.0,"Compensation, Benefits, and Job Analysis Specialists",4,0.0020912991834777725,employment_weighted,8488520400.0,0.0007076631005094713,0.0006882139875576935,17752035.781454414,214.08629741261956
13-1151.00,227.0,0.00027345905221742763,0.00027345905221742763,73760.0,65850.0,436610.0,Training and Development Specialists,4,0.00027345905221742763,employment_weighted,32204353600.0,0.002684782699995555,0.0029352457664116884,8806572.012730904,119.39495678865107
13-1161.00,5234.0,0.006305218851568354,0.006305218851568354,86480.0,76950.0,861140.0,Market Research Analysts and Marketing Specialists,4,0.006305218851568354,employment_weighted,74471387200.0,0.006208461578909953,0.0057892799965364086,469558394.47588617,5429.676161839572
13-1161.01,3912.0,0.004712651155394612,0.004712651155394612,86480.0,76950.0,861140.0,Search Marketing Strategists,4,0.004712651155394612,employment_weighted,74471387200.0,0.006208461578909953,0.0057892799965364086,350957668.9319195,4058.2524159565164
13-1199.04,374.0,0.0004505448701732068,0.0004505448701732068,92380.0,81270.0,1128200.0,Business Continuity Planners,4,0.0004505448701732068,employment_weighted,104223116000.0,0.008688776127971405,0.007584673446933572,46957190.26726707,508.30472252941195
13-1199.06,4620.0,0.005565554278610201,0.005565554278610201,92380.0,81270.0,1128200.0,Online Merchants,4,0.005565554278610201,employment_weighted,104223116000.0,0.008688776127971405,0.007584673446933572,580059409.1838874,6279.058337128029
13-1199.07,571.0,0.0006878639595425162,0.0006878639595425162,92380.0,81270.0,1128200.0,Security Management Specialists,4,0.0006878639595425162,employment_weighted,104223116000.0,0.008688776127971405,0.007584673446933572,71691325.24761897,776.0481191558669
13-2011.00,1464.0,0.0017636301869881678,0.0017636301869881678,93520.0,81680.0,1448290.0,Accountants and Auditors,4,0.0017636301869881678,employment_weighted,135444080800.0,0.011291576582013439,0.009736577474259371,238873269.5477445,2554.2479635130935
13-2041.00,83.36644396823397,0.00010042867292639007,0.00010042867292639007,98040.0,80970.0,67370.0,Credit Analysts,4,0.00010042867292639007,employment_weighted,6604954800.0,0.00055063574948738,0.00045291566222293455,663326.8453027902,6.7658796950508995
13-2051.00,1637.2334089191231,0.0019723184857345006,0.0019723184857345006,116490.0,101350.0,340580.0,Financial and Investment Analysts,4,0.0019723184857345006,employment_weighted,39674164200.0,0.0033075189461633223,0.0022896543897860627,78250087.45772594,671.7322298714562
13-2052.00,1352.0,0.0016287076590218597,0.0016287076590218597,160210.0,102140.0,270480.0,Personal Financial Advisors,4,0.0016287076590218597,employment_weighted,43333600800.0,0.003612595464619217,0.001818385458187017,70577767.51595579,440.5328476122326
13-2053.00,166.0,0.00019997446109292066,0.00019997446109292066,90830.0,79880.0,107820.0,Insurance Underwriters,4,0.00019997446109292066,employment_weighted,9793290600.0,0.0008164379731226492,0.0007248532982169631,1958408.0100613656,21.561246395038705
13-2054.00,309.7665910808768,0.00037316510310837027,0.00037316510310837027,119930.0,106000.0,56320.0,Financial Risk Specialists,4,0.00037316510310837027,employment_weighted,6754457600.0,0.0005630993603403206,0.00037862861951010353,2520527.8667451153,21.016658607063412
13-2061.00,279.0,0.0003361016544874992,0.0003361016544874992,103650.0,90400.0,62830.0,Financial Examiners,4,0.0003361016544874992,employment_weighted,6512329500.0,0.0005429138493334238,0.00042239410802236865,2188804.7195177483,21.117266951449572
13-2071.00,483.0,0.0005818534018547028,0.0005818534018547028,55890.0,50480.0,28110.0,Credit Counselors,4,0.0005818534018547028,employment_weighted,1571067900.0,0.0001309753324295367,0.0001889781692902878,914131.2021597241,16.355899126135697
13-2072.00,880.0,0.0010601055768781336,0.0010601055768781336,86020.0,74180.0,290530.0,Loan Officers,4,0.0010601055768781336,employment_weighted,24991390600.0,0.002083459086466854,0.0019531777845573574,26493512.548999764,307.99247325040415
13-2081.00,23.0,2.7707304850223946e-05,2.7707304850223946e-05,67570.0,59740.0,53530.0,"Tax Examiners and Collectors, and Revenue Agents",3,2.7707304850223946e-05,employment_weighted,3617022100.0,0.00030154054573483486,0.0003598719815762756,100217.93397469721,1.4831720286324879
13-2082.00,237.0,0.0002855057065001337,0.0002855057065001337,58860.0,50560.0,73570.0,Tax Preparers,3,0.0002855057065001337,employment_weighted,4330330200.0,0.00036100695423454466,0.0004945970798536632,1236333.9831298653,21.004654827214836
13-2099.01,814.0,0.0009805976586122736,0.0009805976586122736,93890.0,80190.0,127450.0,Financial Quantitative Analysts,5,0.0009805976586122736,employment_weighted,11966280500.0,0.000997593780913341,0.0008568220446832864,11734106.640597707,124.97717159013428
13-2099.04,64.0,7.70985874093188e-05,7.70985874093188e-05,93890.0,80190.0,127450.0,"Fraud Examiners, Investigators and Analysts",4,7.70985874093188e-05,employment_weighted,11966280500.0,0.000997593780913341,0.0008568220446832864,922583.3230936772,9.826214965317682
15-1211.00,23454.0,0.028254222954658802,0.028254222954658802,111960.0,103790.0,497800.0,Computer Systems Analysts,3,0.028254222954658802,employment_weighted,55733688000.0,0.004646354440393111,0.0033466144671898,1574712046.8373919,14064.952186829152
15-1211.01,934.0,0.0011251575100047464,0.0011251575100047464,111960.0,103790.0,497800.0,Health Informatics Specialists,5,0.0011251575100047464,employment_weighted,55733688000.0,0.004646354440393111,0.0033466144671898,62709177.61346142,560.1034084803628
15-1212.00,2477.0,0.0029839562658262922,0.0029839562658262922,127730.0,124910.0,179430.0,Information Security Analysts,4,0.0029839562658262922,employment_weighted,22918593900.0,0.0019106560925024642,0.0012062736718518798,68388081.87183324,535.4112727772116
15-1221.00,4607.236847103513,0.005550178949560072,0.005550178949560072,152310.0,140910.0,38480.0,Computer and Information Research Scientists,5,0.005550178949560072,employment_weighted,5860888800.0,0.0004886051448906495,0.00025869370168232926,32528981.643472392,213.5708859790716
15-1231.00,5559.0,0.006696735115756301,0.006696735115756301,79610.0,73340.0,146450.0,Computer Network Support Specialists,4,0.006696735115756301,employment_weighted,11658884500.0,0.0009719670761175076,0.0009845554212935842,78076461.24169685,980.7368577025103
15-1232.00,1625.0,0.0019575813209397356,0.0019575813209397356,64990.0,60340.0,697210.0,Computer User Support Specialists,3,0.0019575813209397356,employment_weighted,45311677900.0,0.0037775019627685038,0.0046872098687613505,88701294.27747783,1364.8452727723932
15-1241.00,976.0,0.0011757534579921118,0.0011757534579921118,135890.0,130390.0,177010.0,Computer Network Architects,4,0.0011757534579921118,employment_weighted,24053888900.0,0.0020053023137323617,0.001190004473357305,28281443.05233307,208.1201195991837
15-1241.01,2711.0,0.003265847976041614,0.003265847976041614,135890.0,130390.0,177010.0,Telecommunications Engineering Specialists,3,0.003265847976041614,employment_weighted,24053888900.0,0.0020053023137323617,0.001190004473357305,78556344.37999484,578.0877502391261
15-1242.00,14628.22602392171,0.017622118167946878,0.017622118167946878,107440.0,104620.0,73180.0,Database Administrators,4,0.017622118167946878,employment_weighted,7862459200.0,0.0006554702106978757,0.0004919751842285045,138553185.11306107,1289.5866075303525
15-1243.00,13283.77397607829,0.01600250326594229,0.01600250326594229,142620.0,135980.0,64770.0,Database Architects,4,0.01600250326594229,employment_weighted,9237497400.0,0.0007701031208020869,0.0004354363580552096,147823082.31263342,1036.4821365350822
15-1243.01,38482.0,0.04635793501070948,0.04635793501070948,142620.0,135980.0,64770.0,Data Warehousing Specialists,4,0.04635793501070948,employment_weighted,9237497400.0,0.0007701031208020869,0.0004354363580552096,428231304.1307978,3002.603450643653
15-1244.00,8001.0,0.009638528091593122,0.009638528091593122,101190.0,96800.0,318570.0,Network and Computer Systems Administrators,4,0.009638528091593122,employment_weighted,32236098300.0,0.0026874291627202894,0.002141685357196976,310708539.0279073,3070.545894138821
15-1251.00,33151.0,0.039935863612598876,0.039935863612598876,103640.0,98670.0,109870.0,Computer Programmers,4,0.039935863612598876,employment_weighted,11386926800.0,0.0009492947586675284,0.0007386350572722846,454746755.65144694,4387.753335116238
15-1252.00,68809.782465867,0.08289276606345092,0.08289276606345092,144570.0,133080.0,1654440.0,Software Developers,4,0.08289276606345092,employment_weighted,239182390800.0,0.019939935852754272,0.011122484610481102,19826489967.081295,137141.10788601573
15-1253.00,141612.44692867692,0.17059561902778309,0.17059561902778309,110260.0,102610.0,199800.0,Software Quality Assurance Analysts and Testers,4,0.17059561902778309,employment_weighted,22029948000.0,0.001836572284816848,0.0013432172971967096,3758212616.209872,34085.00468175106
15-1254.00,16804.354935494994,0.020243625435179352,0.020243625435179352,98790.0,90930.0,78860.0,Web Developers,3,0.020243625435179352,employment_weighted,7790579400.0,0.0006494778021584557,0.0005301607410256883,157709571.2966243,1596.4123018182438
15-1255.00,11051.903794254162,0.01331384641751073,0.01331384641751073,111450.0,98090.0,111400.0,Web and Digital Interface Designers,4,0.01331384641751073,employment_weighted,12415530000.0,0.0010350463968100206,0.0007489209554940613,165298459.61199698,1483.1624909106954
15-1255.01,2936.0,0.0035368976974025,0.0035368976974025,111450.0,98090.0,111400.0,Video Game Designers,4,0.0035368976974025,employment_weighted,12415530000.0,0.0010350463968100206,0.0007489209554940613,43912459.46903166,394.0104034906385
15-1299.01,6674.741270250843,0.008040830050922224,0.008040830050922224,116700.0,108970.0,439380.0,Web Administrators,4,0.008040830050922224,employment_weighted,51275646000.0,0.004274700527195066,0.002953867948159611,412298755.2372499,3532.979907774207
15-1299.02,1945.0,0.0023430742579863295,0.0023430742579863295,116700.0,108970.0,439380.0,Geographic Information Systems Technologists and Technicians,3,0.0023430742579863295,employment_weighted,51275646000.0,0.004274700527195066,0.002953867948159611,120142646.2042197,1029.4999674740334
15-1299.03,3514.0,0.004233194314942911,0.004233194314942911,116700.0,108970.0,439380.0,Document Management Specialists,4,0.004233194314942911,employment_weighted,51275646000.0,0.004274700527195066,0.002953867948159611,217059773.14222524,1859.9809180996162
15-1299.08,14176.0,0.017077337111164114,0.017077337111164114,116700.0,108970.0,439380.0,Computer Systems Engineers/Architects,3,0.017077337111164114,employment_weighted,51275646000.0,0.004274700527195066,0.002953867948159611,875651492.3347138,7503.440379903289
15-1299.09,702.2373369121574,0.0008459610422188942,0.0008459610422188942,116700.0,108970.0,439380.0,Information Technology Project Managers,4,0.0008459610422188942,employment_weighted,51275646000.0,0.004274700527195066,0.002953867948159611,43377198.93060707,371.6983627301377
15-2011.00,128.0,0.0001541971748186376,0.0001541971748186376,134990.0,125770.0,28340.0,Actuaries,4,0.0001541971748186376,employment_weighted,3825616600.0,0.00031893045865996877,0.00019052441542820195,589899.271659282,4.36994793436019
15-2021.00,1042.0,0.001255261376257972,0.001255261376257972,122520.0,121680.0,2220.0,Mathematicians,5,0.001255261376257972,employment_weighted,271994400.0,2.267537702156118e-05,1.4924636635518994e-05,341424.06487846136,2.7866802552926977
15-2031.00,1281.0,0.0015431764136146467,0.0015431764136146467,99120.0,91290.0,107760.0,Operations Research Analysts,5,0.0015431764136146467,employment_weighted,10681171200.0,0.0008904579799872389,0.0007244499296592463,16482931.465620052,166.29269033111433
15-2041.00,5224.0,0.0062931721972856475,0.0062931721972856475,112330.0,103300.0,29800.0,Statisticians,5,0.0062931721972856475,employment_weighted,3347434000.0,0.0002790657749012209,0.00020033971699930903,21065978.581048686,187.53653147911228
15-2041.01,869.0,0.001046854257167157,0.001046854257167157,112330.0,103300.0,29800.0,Biostatisticians,5,0.001046854257167157,employment_weighted,3347434000.0,0.0002790657749012209,0.00020033971699930903,3504275.533486085,31.19625686358128
