onet_soc_code,api_usage_count,task_usage_share,weighted_exposure,A_MEAN,A_MEDIAN,TOT_EMP,onet_occupation_title,job_zone,ai_exposure,weight_method,wage_bill,wage_share,emp_share,wage_at_risk,emp_at_risk
15-2051.01,3562.0,0.0042910182554999005,0.0042910182554999005,124590.0,112590.0,233440.0,Business Intelligence Analysts,4,0.0042910182554999005,employment_weighted,29084289600.0,0.002424672096500041,0.0015693726018898894,124801217.6218459,1001.6953015638968
15-2051.02,5649.0,0.0068051550043006555,0.0068051550043006555,124590.0,112590.0,233440.0,Clinical Data Managers,4,0.0068051550043006555,employment_weighted,29084289600.0,0.002424672096500041,0.0015693726018898894,197923098.91796952,1588.595384203945
15-2099.01,62434.0,0.07521208134864704,0.07521208134864704,84700.0,71490.0,4660.0,Bioinformatics Technicians,4,0.07521208134864704,employment_weighted,394702000.0,3.290515047796661e-05,3.1328291315999334e-05,29686358.932473686,350.4882990846952
17-1011.00,176.21113831089352,0.0002122754663993436,0.0002122754663993436,103390.0,96690.0,111140.0,"Architects, Except Landscape and Naval",5,0.0002122754663993436,employment_weighted,11490764600.0,0.0009579514121283697,0.0007471730250772887,2439207.414750067,23.592295335623046
17-1012.00,7.788861689106487,9.382972402447986e-06,9.382972402447986e-06,88000.0,79660.0,19580.0,Landscape Architects,4,9.382972402447986e-06,employment_weighted,1723040000.0,0.00014364480159602836,0.00013163260600155942,16167.236768313978,0.18371859963993156
17-1021.00,180.0,0.00021683977708870917,0.00021683977708870917,82860.0,78380.0,12790.0,Cartographers and Photogrammetrists,4,0.00021683977708870917,employment_weighted,1059779400.0,8.835070668618138e-05,8.598473088661618e-05,229802.32885920594,2.7733807489645903
17-1022.00,18.0,2.1683977708870914e-05,2.1683977708870914e-05,76730.0,72740.0,53080.0,Surveyors,4,2.1683977708870914e-05,employment_weighted,4072828400.0,0.00033953978285627127,0.00035684671739340013,88315.12023765639,1.1509855367868682
17-1022.01,17.0,2.047931228060031e-05,2.047931228060031e-05,76730.0,72740.0,53080.0,Geodetic Surveyors,4,2.047931228060031e-05,employment_weighted,4072828400.0,0.00033953978285627127,0.00035684671739340013,83408.7246688977,1.0870418958542645
17-2011.00,107.0,0.0001288992008249549,0.0001288992008249549,141180.0,134830.0,68440.0,Aerospace Engineers,4,0.0001288992008249549,employment_weighted,9662359200.0,0.0008055226055306663,0.00046010906816888286,1245470.3789636504,8.821861304459913
17-2031.00,271.0,0.0003264643310613343,0.0003264643310613343,115020.0,106950.0,21860.0,Bioengineers and Biomedical Engineers,4,0.0003264643310613343,employment_weighted,2514337200.0,0.00020961293309471252,0.00014696061119479515,820841.4120606284,7.1365102770007685
17-2051.00,66.0,7.950791826586002e-05,7.950791826586002e-05,107050.0,99590.0,355410.0,Civil Engineers,4,7.950791826586002e-05,employment_weighted,38046640500.0,0.003171837058929518,0.002389353651635048,3025009.18316456,28.25790923086931
17-2051.01,88.0,0.00010601055768781335,0.00010601055768781335,107050.0,99590.0,355410.0,Transportation Engineers,4,0.00010601055768781335,employment_weighted,38046640500.0,0.003171837058929518,0.002389353651635048,4033345.577552746,37.67721230782574
17-2061.00,1154.7706054561,0.00139111222597608,0.00139111222597608,156770.0,155020.0,75710.0,Computer Hardware Engineers,4,0.00139111222597608,employment_weighted,11869056700.0,0.0009894885172738364,0.00050898389174556,16511189.886173306,105.32110662864902
17-2071.00,317.0,0.0003818789407617822,0.0003818789407617822,120980.0,111910.0,188790.0,Electrical Engineers,4,0.0003818789407617822,employment_weighted,22839814200.0,0.0019040884594955145,0.0012691991668556896,8722044.053891912,72.09492522641686
17-2072.00,337.0,0.00040597224932719436,0.00040597224932719436,132500.0,127590.0,93940.0,"Electronics Engineers, Except Computer",4,0.00040597224932719436,employment_weighted,12447050000.0,0.001037674126953434,0.000631540705198493,5053156.885988055,38.13703310179664
17-2072.01,20.0,2.4093308565412128e-05,2.4093308565412128e-05,132500.0,127590.0,93940.0,Radio Frequency Identification Device Specialists,4,2.4093308565412128e-05,employment_weighted,12447050000.0,0.001037674126953434,0.000631540705198493,299890.61637911305,2.263325406634815
17-2081.00,55.0,6.625659855488335e-05,6.625659855488335e-05,110570.0,104170.0,37950.0,Environmental Engineers,4,6.625659855488335e-05,employment_weighted,4196131500.0,0.00034981920140469454,0.0002551306127558315,278021.4002790005,2.514437915157823
17-2111.00,27.0,3.2525966563306373e-05,3.2525966563306373e-05,113770.0,109660.0,23220.0,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",4,3.2525966563306373e-05,employment_weighted,2641739400.0,0.00022023408161238916,0.00015610363183637436,85925.12739336904,0.755252943599974
17-2112.01,105.0,0.0001264898699684137,0.0001264898699684137,107900.0,101140.0,350230.0,Human Factors Engineers and Ergonomists,5,0.0001264898699684137,employment_weighted,37789817000.0,0.0031504264354369135,0.0023545294994855035,4780029.038460149,44.30054715903753
17-2112.02,123.0,0.0001481738476772846,0.0001481738476772846,107900.0,101140.0,350230.0,Validation Engineers,4,0.0001481738476772846,employment_weighted,37789817000.0,0.0031504264354369135,0.0023545294994855035,5599462.58791046,51.89492667201539
17-2112.03,15.0,1.8069981424059096e-05,1.8069981424059096e-05,107900.0,101140.0,350230.0,Manufacturing Engineers,4,1.8069981424059096e-05,employment_weighted,37789817000.0,0.0031504264354369135,0.0023545294994855035,682861.2912085926,6.328649594148217
17-2121.00,18.0,2.1683977708870914e-05,2.1683977708870914e-05,116680.0,105670.0,8440.0,Marine Engineers and Naval Architects,4,2.1683977708870914e-05,employment_weighted,984779200.0,8.209815953192935e-05,5.674051045215329e-05,21353.930220959734,0.18301277186287052
17-2141.00,488.0,0.000587876728996056,0.000587876728996056,110080.0,102320.0,286760.0,Mechanical Engineers,4,0.000587876728996056,employment_weighted,31566540800.0,0.0026316101136879782,0.0019278327935141563,18557234.751224544,168.57953080690902
17-2141.02,93.0,0.0001120338848291664,0.0001120338848291664,110080.0,102320.0,286760.0,Automotive Engineers,4,0.0001120338848291664,employment_weighted,31566540800.0,0.0026316101136879782,0.0019278327935141563,3536522.1964423824,32.12683681361176
17-2199.03,241.0,0.00029032436821321616,0.00029032436821321616,121720.0,117750.0,150750.0,"Energy Engineers, Except Wind and Solar",4,0.00029032436821321616,employment_weighted,18349290000.0,0.0015297266003563394,0.001013463501263283,5327246.026411085,43.76639850814234
17-2199.06,87.0,0.00010480589225954275,0.00010480589225954275,121720.0,117750.0,150750.0,Microsystems Engineers,5,0.00010480589225954275,employment_weighted,18349290000.0,0.0015297266003563394,0.001013463501263283,1923113.710779105,15.79948825812607
17-2199.07,1142.0,0.0013757279190850327,0.0013757279190850327,121720.0,117750.0,150750.0,Photonics Engineers,4,0.0013757279190850327,employment_weighted,18349290000.0,0.0015297266003563394,0.001013463501263283,25243630.5483878,207.3909838020687
17-2199.08,400.0,0.00048186617130824256,0.00048186617130824256,121720.0,117750.0,150750.0,Robotics Engineers,4,0.00048186617130824256,employment_weighted,18349290000.0,0.0015297266003563394,0.001013463501263283,8841902.118524622,72.64132532471757
17-2199.09,163.0,0.00019636046480810883,0.00019636046480810883,121720.0,117750.0,150750.0,Nanosystems Engineers,5,0.00019636046480810883,employment_weighted,18349290000.0,0.0015297266003563394,0.001013463501263283,3603075.113298783,29.601340069822406
17-3011.00,67.21880064829821,8.097616527081868e-05,8.097616527081868e-05,68860.0,64280.0,109550.0,Architectural and Civil Drafters,3,8.097616527081868e-05,employment_weighted,7543613000.0,0.0006288889362418866,0.0007364837582977954,610852.8530270964,8.870938905418187
17-3012.00,297.7811993517018,0.00035872671604795267,0.00035872671604795267,77960.0,73720.0,20020.0,Electrical and Electronics Drafters,3,0.00035872671604795267,employment_weighted,1560759200.0,0.00013011592628329926,0.0001345906420914821,559886.0223576297,7.181708855280013
17-3022.00,1389.0,0.0016732802798678722,0.0016732802798678722,68450.0,64200.0,62130.0,Civil Engineering Technologists and Technicians,3,0.0016732802798678722,employment_weighted,4252798500.0,0.0003545433633347961,0.00041768814151567346,7116123.864301668,103.9609037881909
17-3023.00,122.0,0.00014696918224901397,0.00014696918224901397,78580.0,77180.0,92710.0,Electrical and Electronic Engineering Technologists and Technicians,3,0.00014696918224901397,employment_weighted,7285151800.0,0.0006073417824937024,0.0006232716497653,1070692.802605932,13.625512886306085
17-3024.00,63.0,7.58939219810482e-05,7.58939219810482e-05,75710.0,70760.0,14680.0,Electro-Mechanical and Mechatronics Technologists and Technicians,3,7.58939219810482e-05,employment_weighted,1111422800.0,9.265606578796912e-05,9.869084045469318e-05,84350.23527115813,1.1141227746817877
17-3025.00,87.0,0.00010480589225954275,0.00010480589225954275,63070.0,58890.0,12500.0,Environmental Engineering Technologists and Technicians,4,0.00010480589225954275,employment_weighted,788375000.0,6.572451623773612e-05,8.403511619098533e-05,82626.34531011702,1.3100736532442845
17-3026.01,47.0,5.66192751287185e-05,5.66192751287185e-05,69780.0,64790.0,73410.0,Nanotechnology Engineering Technologists and Technicians,4,5.66192751287185e-05,employment_weighted,5122549800.0,0.0004270519835214358,0.0004935214303664186,290035.05648676195,4.156420987199225
17-3027.00,697.0,0.0008396518035046127,0.0008396518035046127,72450.0,68730.0,37450.0,Mechanical Engineering Technologists and Technicians,3,0.0008396518035046127,employment_weighted,2713252500.0,0.00022619591944611148,0.0002517692081081921,2278187.3549883994,31.444960041247747
17-3027.01,502.0,0.0006047420449918444,0.0006047420449918444,72450.0,68730.0,37450.0,Automotive Engineering Technicians,3,0.0006047420449918444,employment_weighted,2713252500.0,0.00022619591944611148,0.0002517692081081921,1640817.8654292342,22.647589584944573
17-3029.01,41.0,4.9391282559094864e-05,4.9391282559094864e-05,79740.0,77390.0,64410.0,Non-Destructive Testing Specialists,2,4.9391282559094864e-05,employment_weighted,5136053400.0,0.0004281777391294496,0.0004330161467089092,253676.26471799987,3.1812925096313003
19-1012.00,205.0,0.00024695641279547434,0.00024695641279547434,92190.0,85310.0,14370.0,Food Scientists and Technologists,4,0.00024695641279547434,employment_weighted,1324770300.0,0.00011044222241144196,9.660676957315674e-05,327160.5210659844,3.548763651870966
19-1013.00,100.0,0.00012046654282706065,0.00012046654282706065,83040.0,71410.0,16600.0,Soil and Plant Scientists,5,0.00012046654282706065,employment_weighted,1378464000.0,0.00011491850902316117,0.00011159863430162853,166058.79249156133,1.9997446109292067
19-1021.00,747.0,0.000899885074918143,0.000899885074918143,115570.0,103650.0,34520.0,Biochemists and Biophysicists,5,0.000899885074918143,employment_weighted,3989476400.0,0.0003325909705810878,0.0002320713768730251,3590070.2690981636,31.064032786174295
19-1022.00,302.0,0.00036380895933772316,0.00036380895933772316,95200.0,87330.0,19760.0,Microbiologists,4,0.00036380895933772316,employment_weighted,1881152000.0,0.0001568261362545106,0.0001328427116747096,684379.9514760766,7.18886503651341
19-1023.00,385.0,0.00046379618988418345,0.00046379618988418345,77920.0,72860.0,16920.0,Zoologists and Wildlife Biologists,4,0.00046379618988418345,employment_weighted,1318406400.0,0.00010991168269508196,0.00011374993327611775,611471.8650389228,7.847431532840384
19-1029.01,4077.0,0.004911420951059262,0.004911420951059262,100440.0,93330.0,59710.0,Bioinformatics Scientists,5,0.004911420951059262,employment_weighted,5997272400.0,0.0004999750464384674,0.0004014189430210987,29455129.314569466,293.26094498774853
19-1029.02,529.0,0.0006372680115551508,0.0006372680115551508,100440.0,93330.0,59710.0,Molecular and Cellular Biologists,5,0.0006372680115551508,employment_weighted,5997272400.0,0.0004999750464384674,0.0004014189430210987,3821869.857102587,38.051272969958056
19-1029.03,1055.0,0.0012709220268254898,0.0012709220268254898,100440.0,93330.0,59710.0,Geneticists,5,0.0012709220268254898,employment_weighted,5997272400.0,0.0004999750464384674,0.0004014189430210987,7622065.59403257,75.88675422175
19-1029.04,158.0,0.00019033713766675582,0.00019033713766675582,100440.0,93330.0,59710.0,Biologists,5,0.00019033713766675582,employment_weighted,5997272400.0,0.0004999750464384674,0.0004014189430210987,1141503.6624238351,11.36503049008199
19-1041.00,21.0,2.5297973993682733e-05,2.5297973993682733e-05,94160.0,83980.0,11460.0,Epidemiologists,5,2.5297973993682733e-05,employment_weighted,1079073600.0,8.99592076675597e-05,7.704339452389535e-05,27298.375870069605,0.2899147819676041
19-1042.00,15.0,1.8069981424059096e-05,1.8069981424059096e-05,112690.0,100590.0,156300.0,"Medical Scientists, Except Epidemiologists",5,1.8069981424059096e-05,employment_weighted,17613447000.0,0.001468381523201528,0.0010507750928520805,318274.6601036494,2.8243380965804366
19-2011.00,442.0,0.000532462119295608,0.000532462119295608,134430.0,132170.0,1560.0,Astronomers,5,0.000532462119295608,employment_weighted,209710800.0,1.7482975588810698e-05,1.048758250063497e-05,111663.0570071774,0.8306409061011486
19-2012.00,176.0,0.00021202111537562673,0.00021202111537562673,166000.0,166290.0,21340.0,Physicists,5,0.00021202111537562673,employment_weighted,3542440000.0,0.00029532285435383663,0.00014346475036125015,751072.0799512352,4.524530602115875
19-2021.00,48.0,5.782394055698911e-05,5.782394055698911e-05,103980.0,97450.0,8780.0,Atmospheric and Space Scientists,4,5.782394055698911e-05,employment_weighted,912944400.0,7.610950251079786e-05,5.90262656125481e-05,52790.04271743609,0.5076941980903644
19-2031.00,841.0,0.00101312362517558,0.00101312362517558,95940.0,84150.0,83250.0,Chemists,4,0.00101312362517558,employment_weighted,7987005000.0,0.0006658532295080129,0.0005596738738319623,8091823.459895483,84.34254179586704
19-2032.00,1239.0,0.0014925804656272814,0.0014925804656272814,111410.0,104160.0,8330.0,Materials Scientists,4,0.0014925804656272814,employment_weighted,928045300.0,7.73684203446389e-05,5.6001001429672625e-05,1385182.28599721,12.433195278675253
19-2041.00,352.0,0.00042404223075125346,0.00042404223075125346,88640.0,80060.0,84930.0,"Environmental Scientists and Specialists, Including Health",4,0.00042404223075125346,employment_weighted,7528195200.0,0.0006276035993825872,0.0005709681934480307,3192272.6861388786,36.013906657703956
19-2041.03,42.0,5.0595947987365466e-05,5.0595947987365466e-05,88640.0,80060.0,84930.0,Industrial Ecologists,5,5.0595947987365466e-05,employment_weighted,7528195200.0,0.0006276035993825872,0.0005709681934480307,380896.17277793435,4.297113862566949
19-2042.00,464.0,0.0005589647587175613,0.0005589647587175613,111310.0,99240.0,22510.0,"Geoscientists, Except Hydrologists and Geographers",5,0.0005589647587175613,employment_weighted,2505588100.0,0.00020888354623564728,0.00015133043723672637,1400535.447762093,12.582296718732305
19-2043.00,211.0,0.00025418440536509795,0.00025418440536509795,98130.0,92060.0,5720.0,Hydrologists,5,0.00025418440536509795,employment_weighted,561303600.0,4.6794238240050415e-05,3.845446916899489e-05,142674.62179528878,1.4539347986883602
19-2099.01,680.0,0.0008191724912240124,0.0008191724912240124,123070.0,117960.0,22580.0,Remote Sensing Scientists and Technologists,4,0.0008191724912240124,employment_weighted,2778920600.0,0.0002316704767376939,0.0001518010338873959,2276415.3108157273,18.4969148518382
19-3011.00,211.0,0.00025418440536509795,0.00025418440536509795,130910.0,115440.0,15880.0,Economists,5,0.00025418440536509795,employment_weighted,2078850800.0,0.00017330770656151038,0.00010675821160902777,528411.4544407582,4.036448357197756
19-3011.01,81.0,9.757789968991911e-05,9.757789968991911e-05,130910.0,115440.0,15880.0,Environmental Economists,5,9.757789968991911e-05,employment_weighted,2078850800.0,0.00017330770656151038,0.00010675821160902777,202849.8948327081,1.5495370470759156
19-3022.00,10760.0,0.012962200008191725,0.012962200008191725,73470.0,63380.0,7720.0,Survey Researchers,5,0.012962200008191725,employment_weighted,567188400.0,4.728483679169884e-05,5.190008775955254e-05,7352009.483126252,100.06818406324012
19-3032.00,1263.0,0.001521492435905776,0.001521492435905776,134400.0,109840.0,1050.0,Industrial-Organizational Psychologists,5,0.001521492435905776,employment_weighted,141120000.0,1.176476135274371e-05,7.058949760042768e-06,214713.0125550231,1.5975670577010648
19-3033.00,2170.0,0.002614123979347216,0.002614123979347216,106850.0,95830.0,72190.0,Clinical and Counseling Psychologists,5,0.002614123979347216,employment_weighted,7713501500.0,0.0006430520432364699,0.0004853196030261785,20164049.23588072,188.71361006907551
19-3034.00,326.0,0.0003927209296162177,0.0003927209296162177,93610.0,86930.0,63830.0,School Psychologists,5,0.0003927209296162177,employment_weighted,5975126300.0,0.0004981287909013784,0.0004291169173176475,2346557.155110311,25.067376937403175
19-3041.00,364.0,0.00043849821589050074,0.00043849821589050074,111670.0,101690.0,2950.0,Sociologists,5,0.00043849821589050074,employment_weighted,329426500.0,2.746332309927456e-05,1.9832287421072537e-05,144452.93251705205,1.2935697368769772
19-3051.00,587.0,0.000707138606394846,0.000707138606394846,89730.0,83720.0,43040.0,Urban and Regional Planners,5,0.000707138606394846,employment_weighted,3861979200.0,0.0003219619021914688,0.0002893497120688007,2730954.5894138822,30.43524561923417
19-3091.00,554.0,0.000667384647261916,0.000667384647261916,71070.0,64910.0,8070.0,Anthropologists and Archeologists,5,0.000667384647261916,employment_weighted,573534900.0,4.781392592098731e-05,5.425307101290013e-05,382768.3869288982,5.385794103403662
19-3092.00,275.0,0.00033128299277441673,0.00033128299277441673,98160.0,97200.0,1380.0,Geographers,4,0.00033128299277441673,employment_weighted,135460800.0,1.129297041278164e-05,9.27747682748478e-06,44875.85922761671,0.45717053002869507
19-3093.00,978.0,0.0011781627888486532,0.0011781627888486532,78470.0,74050.0,3140.0,Historians,5,0.0011781627888486532,employment_weighted,246395800.0,2.054129666467098e-05,2.1109621187175514e-05,290294.362888595,3.699431156984771
19-3094.00,307.0,0.00036983228647907614,0.00036983228647907614,137600.0,139380.0,5950.0,Political Scientists,5,0.00036983228647907614,employment_weighted,818720000.0,6.825429007028295e-05,4.000071530690902e-05,302789.0895861492,2.200502104550503
19-3099.01,88.0,0.00010601055768781335,0.00010601055768781335,106440.0,100340.0,36970.0,Transportation Planners,4,0.00010601055768781335,employment_weighted,3935086800.0,0.0003280566688232137,0.00024854225964645823,417160.74621795287,3.9192103177184596
19-4012.00,136.0,0.00016383449824480248,0.00016383449824480248,49680.0,46790.0,14340.0,Agricultural Technicians,3,0.00016383449824480248,employment_weighted,712411200.0,5.9391636571866286e-05,9.640508529429837e-05,116717.53149597763,2.3493867048304673
19-4012.01,49.0,5.902860598525971e-05,5.902860598525971e-05,49680.0,46790.0,14340.0,Precision Agriculture Technicians,3,5.902860598525971e-05,employment_weighted,712411200.0,5.9391636571866286e-05,9.640508529429837e-05,42052.640024286055,0.8464702098286243
19-4013.00,195.0,0.00023490975851276824,0.00023490975851276824,54400.0,49430.0,14200.0,Food Science Technicians,3,0.00023490975851276824,employment_weighted,772480000.0,6.439939661116399e-05,9.546389199295933e-05,181463.0902559432,3.335718570881309
19-4021.00,1526.0,0.0018383194435409454,0.0018383194435409454,58020.0,52000.0,76190.0,Biological Technicians,4,0.0018383194435409454,employment_weighted,4420543800.0,0.00036852779801835897,0.0005122108402072937,8126371.618564377,140.06155840338462
19-4031.00,316.0,0.00038067427533351164,0.00038067427533351164,61300.0,57790.0,55640.0,Chemical Technicians,3,0.00038067427533351164,employment_weighted,3410732000.0,0.0002843427438929015,0.0003740571091893139,1298377.9324568189,21.18071667955659
19-4042.00,96.0,0.00011564788111397822,0.00011564788111397822,56770.0,49490.0,39390.0,"Environmental Science and Protection Technicians, Including Health",4,0.00011564788111397822,employment_weighted,2236170300.0,0.00018642297281457843,0.000264811458141033,258608.35700500902,4.555370037079602
19-4043.00,1186.0,0.001428733197928939,0.001428733197928939,58220.0,48390.0,9710.0,"Geological Technicians, Except Hydrologic Technicians",4,0.001428733197928939,employment_weighted,565316200.0,4.712875695748252e-05,6.527847825715741e-05,807686.0222670357,13.872999351889998
19-4051.02,19.0,2.2888643137141523e-05,2.2888643137141523e-05,100730.0,104240.0,5990.0,Nuclear Monitoring Technicians,3,2.2888643137141523e-05,employment_weighted,603372700.0,5.030141597406905e-05,4.026962767872017e-05,13810.382408993552,0.13710297239147773
19-4061.00,3363.0,0.004051289835274049,0.004051289835274049,63560.0,58040.0,32940.0,Social Science Research Assistants,4,0.004051289835274049,employment_weighted,2093666400.0,0.00017454283976940232,0.00022144933818648454,8482049.404774811,133.44948717392717
19-4071.00,250.0,0.0003011663570676516,0.0003011663570676516,56660.0,54310.0,31080.0,Forest and Conservation Technicians,3,0.0003011663570676516,employment_weighted,1760992800.0,0.00014680881544713672,0.00020894491289726592,530351.7863983636,9.360250377662611
19-4099.01,50.0,6.023327141353032e-05,6.023327141353032e-05,64640.0,60130.0,71400.0,Quality Control Analysts,3,6.023327141353032e-05,employment_weighted,4615296000.0,0.0003847637189078276,0.0004800085836829082,277994.37662178086,4.300655578926065
19-4099.03,980.0,0.0011805721197051943,0.0011805721197051943,64640.0,60130.0,71400.0,Remote Sensing Technicians,4,0.0011805721197051943,employment_weighted,4615296000.0,0.0003847637189078276,0.0004800085836829082,5448689.781786905,84.29284934695087
21-1012.00,993.0,0.0011962327702727121,0.0011962327702727121,71520.0,65140.0,342350.0,"Educational, Guidance, and Career Counselors and Advisors",5,0.0011962327702727121,employment_weighted,24484872000.0,0.0020412321133253726,0.002301553762238706,29289606.26233276,409.530288902863
21-1013.00,422.0,0.0005083688107301959,0.0005083688107301959,72720.0,63780.0,65870.0,Marriage and Family Therapists,5,0.0005083688107301959,employment_weighted,4790066400.0,0.00039933381561646963,0.00044283144828001633,2435120.359086671,33.486253562798005
21-1021.00,52.0,6.264260227007153e-05,6.264260227007153e-05,62920.0,58570.0,382960.0,"Child, Family, and School Social Workers",4,6.264260227007153e-05,employment_weighted,24095843200.0,0.002008799920926391,0.0025745670477199793,1509426.3219396076,23.989610965346593
21-1022.00,103.0,0.00012408053911187246,0.00012408053911187246,72030.0,68090.0,185940.0,Healthcare Social Workers,5,0.00012408053911187246,employment_weighted,13393258200.0,0.001116556735109678,0.001250039160364145,1661842.6979205066,23.071535442461563
21-1023.00,64.0,7.70985874093188e-05,7.70985874093188e-05,68290.0,60060.0,125910.0,Mental Health and Substance Abuse Social Workers,5,7.70985874093188e-05,employment_weighted,8598393900.0,0.0007168229326132885,0.000846468918368557,662924.0236789036,9.70748314070733
21-1091.00,107.0,0.0001288992008249549,0.0001288992008249549,71700.0,63000.0,65150.0,Health Education Specialists,4,0.0001288992008249549,employment_weighted,4671255000.0,0.00038942885695019005,0.00043799102558741553,602121.0363495747,8.39778293374581
21-1094.00,81.0,9.757789968991911e-05,9.757789968991911e-05,55970.0,51030.0,60730.0,Community Health Workers,4,9.757789968991911e-05,employment_weighted,3399058100.0,0.0002833695250184982,0.00040827620850228315,331672.95032200706,5.925905848168788
21-2011.00,941.0,0.0011335901680026405,0.0011335901680026405,67160.0,60820.0,58080.0,Clergy,5,0.0011335901680026405,employment_weighted,3900652800.0,0.0003251860070288516,0.00039046076386979427,4421741.66287197,65.83891695759336
21-2021.00,68.0,8.191724912240124e-05,8.191724912240124e-05,65040.0,54840.0,21460.0,"Directors, Religious Activities and Education",4,8.191724912240124e-05,employment_weighted,1395758400.0,0.00011636029253179844,0.00014427148747668363,114336.68856748416,1.7579441661667305
23-1011.00,146.0,0.00017588115252750852,0.00017588115252750852,182760.0,151160.0,747750.0,Lawyers,5,0.00017588115252750852,employment_weighted,136658790000.0,0.011392843332658152,0.0050269806505447425,24035705.488214757,131.5151318024445
23-1012.00,48.0,5.782394055698911e-05,5.782394055698911e-05,69850.0,60400.0,13220.0,Judicial Law Clerks,5,5.782394055698911e-05,employment_weighted,923417000.0,7.698257252031278e-05,8.887553888358609e-05,53395.609717313215,0.764432494163396
23-1021.00,335.0,0.00040356291847065315,0.00040356291847065315,122620.0,115230.0,16230.0,"Administrative Law Judges, Adjudicators, and Hearing Officers",5,0.00040356291847065315,employment_weighted,1990122600.0,0.00016591069622804585,0.00010911119486237536,803139.6845704042,6.5498261667787006
23-1022.00,121.0,0.00014576451682074337,0.00014576451682074337,91170.0,67710.0,7860.0,"Arbitrators, Mediators, and Conciliators",5,0.00014576451682074337,employment_weighted,716596200.0,5.974052777269701e-05,5.284128106089158e-05,104454.29884858077,1.1457091022110428
23-1023.00,73.0,8.794057626375427e-05,8.794057626375427e-05,143110.0,156210.0,25580.0,"Judges, Magistrate Judges, and Magistrates",5,8.794057626375427e-05,employment_weighted,3660753800.0,0.0003051863295645527,0.00017196946177323237,321928.7987317283,2.2495199408268345
23-2011.00,79.0,9.51685688333779e-05,9.51685688333779e-05,66510.0,61010.0,367220.0,Paralegals and Legal Assistants,3,9.51685688333779e-05,employment_weighted,24423802200.0,0.002036140902845924,0.0024687500294122908,2324378.3008435066,34.94780184699303
23-2093.00,167.0,0.00020117912652119126,0.00020117912652119126,59600.0,54980.0,48170.0,"Title Examiners, Abstractors, and Searchers",2,0.00020117912652119126,employment_weighted,2870932000.0,0.00023934119784548756,0.0003238377237535811,577571.5920617366,9.690798524525784
25-1011.00,653.9077095346453,0.0007877400109560046,0.0007877400109560046,113840.0,97270.0,81780.0,"Business Teachers, Postsecondary",5,0.0007877400109560046,employment_weighted,9309835200.0,0.0007761337114609765,0.0005497913441679024,7333729.682446598,64.42137809598206
25-1021.00,71.91806210951432,8.663720309155015e-05,8.663720309155015e-05,105830.0,96690.0,36240.0,"Computer Science Teachers, Postsecondary",5,8.663720309155015e-05,employment_weighted,3835279200.0,0.0003197360013402906,0.00024363460886090468,332277.862963198,3.139732240037777
25-1022.00,368.2557989111062,0.00044362502970838203,0.00044362502970838203,92880.0,79350.0,48820.0,"Mathematical Science Teachers, Postsecondary",5,0.00044362502970838203,employment_weighted,4534401600.0,0.00037801978955144023,0.0003282075497955123,2011574.044509735,21.65777395036321
25-1031.00,15.59596579827471,1.8787920817672334e-05,1.8787920817672334e-05,110360.0,101480.0,9120.0,"Architecture Teachers, Postsecondary",5,1.8787920817672334e-05,employment_weighted,1006483200.0,8.390755848601062e-05,6.13120207729429e-05,18909.726665917467,0.1713458378571717
25-1032.00,162.64356137752463,0.00019593107552231238,0.00019593107552231238,119340.0,106120.0,39910.0,"Engineering Teachers, Postsecondary",5,0.00019593107552231238,employment_weighted,4762859400.0,0.00039706564765924106,0.00026830731897457794,933192.1648035555,7.819609224095487
25-1041.00,17.265097691853605,2.079866630509068e-05,2.079866630509068e-05,97790.0,86350.0,8700.0,"Agricultural Sciences Teachers, Postsecondary",5,2.079866630509068e-05,employment_weighted,850773000.0,7.092645486364671e-05,5.848844086892579e-05,17694.943728380913,0.18094839685428893
25-1042.00,1040.223136895352,0.0012531208507050328,0.0012531208507050328,101340.0,83460.0,53250.0,"Biological Science Teachers, Postsecondary",5,0.0012531208507050328,employment_weighted,5396355000.0,0.00044987832163892634,0.00035798959497359753,6762284.968306357,66.728685300043
25-1043.00,10.069397465057733,1.2130255009670733e-05,1.2130255009670733e-05,103780.0,100830.0,1310.0,"Forestry and Conservation Science Teachers, Postsecondary",5,1.2130255009670733e-05,employment_weighted,135951800.0,1.1333903645662856e-05,8.806880176815262e-06,1649.1300030237535,0.01589063406266866
25-1051.00,909.104925345644,0.0010951672742344279,0.0010951672742344279,112950.0,101390.0,11480.0,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",5,0.0010951672742344279,employment_weighted,1296666000.0,0.00010809924917954064,7.717785070980093e-05,1420066.1688124586,12.572520308211232
25-1052.00,126.79545423539707,0.00015274610017925068,0.00015274610017925068,103030.0,86220.0,20390.0,"Chemistry Teachers, Postsecondary",5,0.00015274610017925068,employment_weighted,2100781700.0,0.000175136021504473,0.00013707808153073527,320886.2120029366,3.1144929826549212
25-1053.00,14.149442131369677,1.7045343764976612e-05,1.7045343764976612e-05,100360.0,87710.0,7130.0,"Environmental Science Teachers, Postsecondary",5,1.7045343764976612e-05,employment_weighted,715566800.0,5.965470970767069e-05,4.7933630275338034e-05,12197.082092804267,0.12153330104428324
