Metric,Equal_Split,Emp_Weighted,Pct_Difference
Task displacement share,0.003354829177377593,0.0034274809832612173,2.165588828591717
Wage effect,-0.0011182763924591976,-0.0011424936610870723,2.165588828591704
Employment share at risk,0.002623596212077676,0.0026679542208250646,1.6907330687240432
AD effect,0.004473105569836791,0.004569974644348289,2.1655888285916847
