onet_soc_code,total_task_importance,ai_task_importance,api_usage_count,A_MEAN,A_MEDIAN,TOT_EMP,onet_occupation_title,job_zone,ai_exposure,usage_per_worker,wage_bill,wage_share,emp_share
43-6012.00,55.57,15.959999999999999,235.0,60320.0,54140.0,154540.0,Legal Secretaries and Administrative Assistants,3.0,0.2872053266150801,0.001520641905008412,9321852800.0,0.0007978952122779243,0.0010620216813506133
43-6013.00,65.31,13.59,242.0,45580.0,44640.0,830760.0,Medical Secretaries and Administrative Assistants,2.0,0.20808451998162608,0.0002912995329577736,37866040800.0,0.0032411081048437647,0.005709105293120458
43-6014.00,117.06,46.97,13503.0,47640.0,46290.0,1737820.0,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2.0,0.40124722364599347,0.0077700797550954645,82789744800.0,0.007086310245279905,0.011942555443799165
43-9021.00,38.48,9.239999999999998,1678.0,42070.0,39850.0,135280.0,Data Entry Keyers,2.0,0.2401247401247401,0.012403903015966883,5691229600.0,0.0004871354383341481,0.0009296641196655298
43-9022.00,74.37,31.9,5339.0,49730.0,47850.0,36030.0,Word Processors and Typists,2.0,0.4289363990856528,0.1481820704968082,1791771900.0,0.00015336502851709047,0.0002476034759872046
43-9031.00,73.78,25.78,975.0,60250.0,53620.0,4000.0,Desktop Publishers,3.0,0.34941718622933043,0.24375,241000000.0,2.0628168056781558e-05,2.7488590173433763e-05
43-9041.00,89.91,42.39,1028.0,51980.0,48450.0,229070.0,Insurance Claims and Policy Processing Clerks,2.0,0.4714714714714715,0.00448771117998865,11907058600.0,0.00101917346831015,0.001574202837757118
43-9051.00,103.53,4.12,28.0,40200.0,38150.0,62730.0,"Mail Clerks and Mail Machine Operators, Except Postal Service",2.0,0.03979522843620207,0.0004463574047505181,2521746000.0,0.00021584647420961275,0.000431089815394875
43-9061.00,75.84,35.16,5126.0,45470.0,43630.0,2510550.0,"Office Clerks, General",2.0,0.4636075949367088,0.0020417836729003606,114154708500.0,0.009770964777638632,0.017252870014978532
43-9071.00,71.88,4.21,215.0,41620.0,39020.0,24740.0,"Office Machine Operators, Except Computer",2.0,0.0585698386199221,0.008690379951495554,1029678800.0,8.813438726516666e-05,0.00017001693022268783
43-9081.00,45.989999999999995,4.71,140.0,52730.0,49210.0,5160.0,Proofreaders and Copy Markers,4.0,0.10241356816699283,0.027131782945736434,272086800.0,2.328901342917806e-05,3.546028132372955e-05
43-9111.00,58.59,29.75,5002.0,55470.0,51440.0,5900.0,Statistical Assistants,4.0,0.5077658303464755,0.8477966101694915,327273000.0,2.8012624250817724e-05,4.0545670505814796e-05
45-1011.00,105.95,3.59,31.0,63360.0,59330.0,29530.0,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",3.0,0.0338839075035394,0.0010497798848628514,1871020800.0,0.0001601482634860327,0.00020293451695537474
45-2092.00,93.8,3.79,948.0,37850.0,35690.0,261690.0,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1.0,0.040405117270788916,0.003622606901295426,9904966500.0,0.0008478062803269355,0.0017983722906214704
47-1011.00,60.37,20.3,883.0,84500.0,78690.0,806080.0,First-Line Supervisors of Construction Trades and Extraction Workers,3.0,0.33625973165479545,0.0010954247717348154,68113760000.0,0.005830133146304089,0.0055395006917503715
47-1011.03,58.0,7.77,57.0,84500.0,78690.0,806080.0,Solar Energy Installation Managers,3.0,0.1339655172413793,7.071258435887257e-05,68113760000.0,0.005830133146304089,0.0055395006917503715
47-2051.00,91.16,3.99,85.0,59360.0,54660.0,205230.0,Cement Masons and Concrete Finishers,1.0,0.043769197016235196,0.00041416946840130585,12182452800.0,0.0010427455755278384,0.0014103708403234527
47-2061.00,97.84,3.9,90.0,51260.0,46730.0,1057660.0,Construction Laborers,2.0,0.03986099754701553,8.509350831079932e-05,54215651600.0,0.004640537645280988,0.007268395570708488
47-2111.00,86.05,4.45,21.0,69630.0,62350.0,742580.0,Electricians,3.0,0.05171411969785009,2.827978130302459e-05,51705845400.0,0.004425713147008986,0.005103119322747111
47-2132.00,38.88,4.18,141.0,63540.0,57250.0,25640.0,"Insulation Workers, Mechanical",2.0,0.1075102880658436,0.005499219968798752,1629165600.0,0.00013944689539056998,0.00017620186301171042
47-2142.00,81.48,4.2,15.0,51900.0,48260.0,1520.0,Paperhangers,2.0,0.05154639175257732,0.009868421052631578,78888000.0,6.752344073292048e-06,1.044566426590483e-05
47-2152.00,112.84,11.33,177.0,69940.0,62970.0,455940.0,"Plumbers, Pipefitters, and Steamfitters",3.0,0.10040765685926976,0.00038820897486511384,31888443600.0,0.0027294613014522836,0.0031332869509188475
47-2181.00,104.53,4.17,53.0,57090.0,50970.0,136740.0,Roofers,2.0,0.039892853726203,0.0003875968992248062,7806486600.0,0.0006681888693685199,0.0009396974550788332
47-2211.00,72.58,4.4,100.0,66110.0,60850.0,117470.0,Sheet Metal Workers,2.0,0.060622761091209704,0.0008512811781731506,7765941700.0,0.0006647184668330617,0.000807271171918316
47-2231.00,110.31,17.18,526.0,57380.0,51860.0,28280.0,Solar Photovoltaic Installers,2.0,0.15574290635481824,0.0185997171145686,1622706400.0,0.0001388940262490249,0.0001943443325261767
47-4011.00,67.79,7.180000000000001,54.0,76430.0,72120.0,137210.0,Construction and Building Inspectors,3.0,0.10591532674435758,0.0003935573208949785,10486960300.0,0.0008976214915900264,0.0009429273644242116
47-4011.01,83.27,3.89,24.0,76430.0,72120.0,137210.0,Energy Auditors,3.0,0.046715503782874986,0.00017491436484221267,10486960300.0,0.0008976214915900264,0.0009429273644242116
47-4041.00,84.57000000000001,4.01,20.0,55740.0,48490.0,50570.0,Hazardous Materials Removal Workers,3.0,0.04741634149225493,0.00039549139806209217,2818771800.0,0.00024127011785940523,0.00034752450126763633
49-1011.00,80.14,7.0,263.0,82930.0,78300.0,600680.0,"First-Line Supervisors of Mechanics, Installers, and Repairers",3.0,0.0873471425006239,0.0004378371179330093,49814392400.0,0.004263816008604407,0.004127961586344548
49-2011.00,98.12,27.65,1053.0,49820.0,46860.0,73010.0,"Computer, Automated Teller, and Office Machine Repairers",3.0,0.2817977986139421,0.014422681824407615,3637358200.0,0.0003113362499266078,0.0005017354921405998
49-2021.00,73.11,4.17,53.0,69180.0,64190.0,11400.0,"Radio, Cellular, and Tower Equipment Installers and Repairers",3.0,0.05703734099302421,0.004649122807017544,788652000.0,6.750392528762195e-05,7.834248199428622e-05
49-2022.00,145.39,19.45,1088.0,66650.0,62630.0,153890.0,"Telecommunications Equipment Installers and Repairers, Except Line Installers",3.0,0.1337781140381044,0.007069985054259536,10256768500.0,0.0008779184412344536,0.0010575547854474304
49-2092.00,119.14,4.21,16.0,56820.0,53990.0,16570.0,"Electric Motor, Power Tool, and Related Repairers",3.0,0.03533657881483968,0.0009656004828002414,941507400.0,8.058743931080273e-05,0.00011387148479344936
49-2093.00,54.71,3.87,19.0,80980.0,82730.0,7310.0,"Electrical and Electronics Installers and Repairers, Transportation Equipment",3.0,0.07073661122281119,0.0025991792065663474,591963800.0,5.0668584024610076e-05,5.02353985419502e-05
49-2094.00,78.17,7.449999999999999,56.0,72950.0,71300.0,59990.0,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",3.0,0.09530510425994626,0.0009334889148191366,4376270500.0,0.0003745827524312675,0.00041226013112607285
49-2096.00,50.25,8.73,43.0,50240.0,47940.0,10140.0,"Electronic Equipment Installers and Repairers, Motor Vehicles",3.0,0.17373134328358208,0.004240631163708087,509433600.0,4.360448927207981e-05,6.968357608965458e-05
49-2097.00,43.519999999999996,12.32,86.0,55740.0,50620.0,22170.0,Audiovisual Equipment Installers and Repairers,3.0,0.2830882352941177,0.0038791159224176816,1235755800.0,0.0001057733540229981,0.00015235551103625662
49-2098.00,66.62,15.84,220.0,60040.0,59300.0,81510.0,Security and Fire Alarm Systems Installers,3.0,0.23776643650555387,0.002699055330634278,4893860400.0,0.00041888537252127893,0.0005601487462591465
49-3023.00,112.94,8.58,31.0,55260.0,49670.0,688840.0,Automotive Service Technicians and Mechanics,3.0,0.07596954134938906,4.50031937750421e-05,38065298400.0,0.0032581633714802417,0.0047338101137670285
49-3031.00,102.42999999999999,3.96,44.0,62480.0,60640.0,287230.0,Bus and Truck Mechanics and Diesel Engine Specialists,3.0,0.038660548667382603,0.00015318734115517182,17946130400.0,0.0015360821321996534,0.0019738869388788447
49-9021.00,112.23,4.44,102.0,62690.0,59810.0,396870.0,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",3.0,0.039561614541566426,0.00025701111195101673,24879780300.0,0.002129561366158519,0.0027273491955326643
49-9041.00,62.89,3.7,92.0,67160.0,63760.0,421940.0,Industrial Machinery Mechanics,3.0,0.05883288281125775,0.00021804047968905532,28337490400.0,0.002425520806135411,0.0028996339344446605
49-9052.00,73.10000000000001,4.2,30.0,72440.0,70500.0,98360.0,Telecommunications Line Installers and Repairers,2.0,0.05745554035567715,0.00030500203334688896,7125198400.0,0.0006098746474402949,0.0006759444323647362
49-9061.00,57.82,7.3100000000000005,371.0,53420.0,49300.0,2010.0,Camera and Photographic Equipment Repairers,3.0,0.12642684192320996,0.1845771144278607,107374200.0,9.190593537603628e-06,1.3813016562150465e-05
49-9062.00,79.47,3.5,21.0,66810.0,62630.0,60830.0,Medical Equipment Repairers,3.0,0.0440417767711086,0.00034522439585730726,4064052300.0,0.0003478587296097495,0.00041803273506249393
51-2011.00,111.48,4.4,121.0,66510.0,61680.0,32890.0,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",2.0,0.039468963042698244,0.0036789297658862876,2187513900.0,0.00018723819234749232,0.00022602493270105912
51-2031.00,50.75,4.39,103.0,56040.0,52540.0,38420.0,Engine and Other Machine Assemblers,2.0,0.08650246305418718,0.002680895366996356,2153056800.0,0.0001842888693203167,0.0002640279086158313
51-2061.00,70.28999999999999,3.85,110.0,42410.0,40790.0,230.0,Timing Device Assemblers and Adjusters,2.0,0.05477308294209703,0.4782608695652174,9754300.0,8.349101231380264e-07,1.5805939349724412e-06
51-4031.00,123.54,4.67,53.0,47060.0,45590.0,174430.0,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",2.0,0.0378015217743241,0.0003038468153413977,8208675800.0,0.0007026138752117668,0.0011987086959880128
51-4041.00,121.82,3.96,16.0,57390.0,56150.0,298790.0,Machinists,3.0,0.03250697750779839,5.3549315572810334e-05,17147558100.0,0.0014677290881752111,0.0020533289644800684
51-4062.00,55.49,4.38,21.0,57930.0,54540.0,1570.0,"Patternmakers, Metal and Plastic",3.0,0.07893314110650568,0.01337579617834395,90950100.0,7.784788164236882e-06,1.078927164307275e-05
51-4081.00,83.53,3.88,44.0,48590.0,46060.0,129850.0,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2.0,0.04645037711002035,0.00033885252214093184,6309411500.0,0.0005400481359393785,0.0008923483585050935
51-4193.00,131.76,4.19,24.0,43820.0,41600.0,31510.0,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",2.0,0.03180024286581664,0.0007616629641383687,1380768200.0,0.00011818555384672104,0.00021654136909122446
51-5111.00,63.65,9.02,102.0,49130.0,47300.0,23070.0,Prepress Technicians and Workers,3.0,0.14171249018067555,0.004421326397919376,1133429100.0,9.701479649479947e-05,0.00015854044382527922
51-6052.00,89.91,3.92,768.0,44050.0,40860.0,16290.0,"Tailors, Dressmakers, and Custom Sewers",2.0,0.04359915471026582,0.04714548802946593,717574500.0,6.142011360689211e-05,0.000111947283481309
51-6061.00,99.46,4.37,271.0,39000.0,37320.0,5820.0,Textile Bleaching and Dyeing Machine Operators and Tenders,2.0,0.043937261210536906,0.04656357388316151,226980000.0,1.94281393590385e-05,3.999589870234612e-05
51-6062.00,74.2,4.21,75.0,38500.0,37940.0,8960.0,"Textile Cutting Machine Setters, Operators, and Tenders",2.0,0.056738544474393526,0.008370535714285714,344960000.0,2.9526526360445506e-05,6.157444198849163e-05
51-6063.00,81.19,4.38,75.0,39470.0,38260.0,14530.0,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",2.0,0.05394753048404976,0.00516173434273916,573499100.0,4.908811541582147e-05,9.985230380499815e-05
51-7031.00,55.33,4.16,19.0,59780.0,51850.0,360.0,"Model Makers, Wood",3.0,0.07518525212362191,0.05277777777777778,21520800.0,1.84205261044143e-06,2.4739731156090386e-06
51-7032.00,82.02,8.3,129.0,57920.0,52520.0,180.0,"Patternmakers, Wood",3.0,0.10119483052913925,0.7166666666666667,10425600.0,8.923694144928706e-07,1.2369865578045193e-06
51-7041.00,92.61,4.04,22.0,42390.0,39950.0,43140.0,"Sawing Machine Setters, Operators, and Tenders, Wood",2.0,0.04362379872583954,0.0005099675475197032,1828704600.0,0.00015652624819506017,0.0002964644450204831
51-8012.00,62.36,4.75,15.0,109620.0,107240.0,9180.0,Power Distributors and Dispatchers,3.0,0.07617062219371391,0.0016339869281045752,1006311600.0,8.613429378543046e-05,6.308631444803048e-05
51-8013.00,94.34,4.14,952.0,95990.0,99670.0,30720.0,Power Plant Operators,2.0,0.04388382446470213,0.030989583333333334,2948812800.0,0.0002524008547982929,0.0002111123725319713
51-8092.00,79.1,4.42,86.0,85470.0,83400.0,15910.0,Gas Plant Operators,2.0,0.05587863463969659,0.005405405405405406,1359827700.0,0.00011639317146832671,0.00010933586741483279
51-8093.00,93.07000000000001,3.95,155.0,90970.0,97540.0,34860.0,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",2.0,0.042441173310411515,0.00444635685599541,3171214200.0,0.0002714370932018759,0.00023956306336147523
51-9011.00,99.46,4.74,35.0,59800.0,57090.0,127410.0,Chemical Equipment Operators and Tenders,2.0,0.04765734968831692,0.00027470371242445645,7619118000.0,0.0006521512304914912,0.0008755803184992989
51-9012.00,79.37,4.02,23.0,53830.0,49500.0,54200.0,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",2.0,0.05064885977069421,0.0004243542435424354,2917586000.0,0.00024972802625773064,0.00037247039685002747
51-9021.00,80.47,3.77,424.0,49400.0,46890.0,28550.0,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",2.0,0.046849757673667204,0.014851138353765324,1410370000.0,0.0001207192920425021,0.0001961998123628835
51-9023.00,86.85,8.99,152.0,49990.0,47680.0,100840.0,"Mixing and Blending Machine Setters, Operators, and Tenders",2.0,0.10351180195739783,0.001507338357794526,5040991600.0,0.0004314789290357849,0.0006929873582722651
51-9032.00,102.46,4.42,16.0,46420.0,45700.0,47540.0,"Cutting and Slicing Machine Setters, Operators, and Tenders",2.0,0.043138785867655675,0.00033655868742111904,2206806800.0,0.00018888954995538727,0.00032670189421126026
51-9051.00,67.98,4.15,27.0,49250.0,47010.0,16160.0,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",2.0,0.061047366872609594,0.0016707920792079208,795880000.0,6.812259914120874e-05,0.0001110539043006724
51-9061.00,127.86,8.73,619.0,51670.0,47460.0,591180.0,"Inspectors, Testers, Sorters, Samplers, and Weighers",2.0,0.06827780384795872,0.0010470584255218376,30546270600.0,0.0026145792674055006,0.004062676184682643
51-9071.00,115.14,4.45,25.0,55030.0,49140.0,23420.0,Jewelers and Precious Stone and Metal Workers,3.0,0.03864860170227549,0.001067463706233988,1288802600.0,0.0001103138449162532,0.0001609456954654547
51-9081.00,75.72,4.86,15.0,54060.0,48310.0,33920.0,Dental Laboratory Technicians,2.0,0.0641838351822504,0.0004422169811320755,1833715200.0,0.0001569551257837129,0.0002331032446707183
51-9124.00,94.28,4.03,209.0,51610.0,47590.0,159500.0,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",2.0,0.04274501484938481,0.001310344827586207,8231795000.0,0.000704592741365038,0.0010961075331656714
51-9151.00,107.96000000000001,3.81,44.0,46050.0,40100.0,5550.0,Photographic Process Workers and Processing Machine Operators,2.0,0.03529084846239348,0.007927927927927928,255577500.0,2.1875915442041863e-05,3.814041886563934e-05
51-9161.00,115.1,13.469999999999999,235.0,52900.0,49970.0,176950.0,Computer Numerically Controlled Tool Operators,2.0,0.11702867072111207,0.0013280587736648772,9360655000.0,0.0008012164500479361,0.001216026507797276
51-9162.00,64.05,12.61,3773.0,69880.0,65670.0,28230.0,Computer Numerically Controlled Tool Programmers,3.0,0.19687743950039033,0.1336521431101665,1972712400.0,0.00016885246022778792,0.00019400072514900876
51-9195.00,84.13,3.6,60.0,46730.0,45690.0,34750.0,"Molders, Shapers, and Casters, Except Metal and Plastic",2.0,0.042790918816117914,0.0017266187050359713,1623867500.0,0.00013899340951014825,0.0002388071271317058
51-9198.00,111.73,7.49,377.0,40080.0,38220.0,167490.0,Helpers--Production Workers,2.0,0.06703660610400071,0.0022508806495910205,6712999200.0,0.0005745928450731957,0.0011510159920371053
53-2012.00,105.81,4.57,32.0,142960.0,122670.0,51830.0,Commercial Pilots,3.0,0.0431906247046593,0.0006174030484275516,7409616800.0,0.0006342191725591369,0.00035618340717226795
53-2021.00,102.89,8.06,128.0,142740.0,144580.0,22400.0,Air Traffic Controllers,3.0,0.07833608708329284,0.005714285714285714,3197376000.0,0.00027367638783701244,0.00015393610497122905
53-2022.00,109.24,11.27,160.0,67120.0,56750.0,16640.0,Airfield Operations Specialists,3.0,0.10316733797143904,0.009615384615384616,1116876800.0,9.559801796315522e-05,0.00011435253512148446
53-2031.00,100.77,3.6,93.0,78950.0,67130.0,130110.0,Flight Attendants,2.0,0.03572491813039595,0.0007147798017062486,10272184500.0,0.0008792379592376209,0.0008941351168663667
53-3031.00,42.69,8.16,365.0,39670.0,37130.0,417420.0,Driver/Sales Workers,2.0,0.191145467322558,0.0008744190503569546,16559051400.0,0.001417356411369643,0.00286857182754868
53-3032.00,125.87,13.09,66.0,58400.0,57440.0,2070480.0,Heavy and Tractor-Trailer Truck Drivers,2.0,0.10399618654166998,3.1876666280282836e-05,120916032000.0,0.010349693895664635,0.014228644045572784
53-3053.00,113.98,9.25,48.5,39070.0,36670.0,229630.0,Shuttle Drivers and Chauffeurs,2.0,0.0811545885243025,0.00021120933675913427,8971644100.0,0.0007679194283835383,0.0015780512403813986
53-4041.00,45.64,4.21,68.0,75620.0,84830.0,9200.0,Subway and Streetcar Operators,2.0,0.09224364592462751,0.007391304347826087,695704000.0,5.9548128754253766e-05,6.322375739889766e-05
53-5031.00,73.67,3.96,15.0,105600.0,101320.0,8580.0,Ship Engineers,3.0,0.053753223836025515,0.0017482517482517483,906048000.0,7.755232535896605e-05,5.896302592201542e-05
53-6021.00,59.25,3.97,15.0,34190.0,34600.0,134650.0,Parking Attendants,2.0,0.06700421940928271,0.00011139992573338285,4603683500.0,0.0003940479540175615,0.000925334666713214
53-6031.00,55.04,3.7,21.0,35800.0,34850.0,98270.0,Automotive and Watercraft Service Attendants,2.0,0.06722383720930233,0.000213696957362369,3518066000.0,0.0003011255464018642,0.000675325939085834
53-6051.07,53.75,3.52,27.0,86490.0,85750.0,23320.0,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",2.0,0.06548837209302326,0.0011578044596912522,2016946800.0,0.0001726386620414431,0.00016025848071111884
53-6061.00,50.22,8.82,126.0,38480.0,37560.0,25340.0,Passenger Attendants,2.0,0.1756272401433692,0.004972375690607734,975083200.0,8.346132829437487e-05,0.0001741402187487029
53-7011.00,86.16,8.82,227.0,44800.0,41230.0,26060.0,Conveyor Operators and Tenders,1.0,0.10236768802228413,0.008710667689946277,1167488000.0,9.993003596794934e-05,0.00017908816497992096
53-7065.00,117.34,7.89,396.0,38910.0,37090.0,2779530.0,Stockers and Order Fillers,2.0,0.06724049769899437,0.0001424701298420956,108151512300.0,0.00925712685194804,0.019101340261191087
53-7081.00,55.65,3.29,16.0,51210.0,48350.0,139180.0,Refuse and Recyclable Material Collectors,2.0,0.05911949685534591,0.00011495904583991953,7127407800.0,0.0006100637589527624,0.0009564654950846278
