onet_soc_code,total_task_importance,ai_task_importance,api_usage_count,A_MEAN,A_MEDIAN,TOT_EMP,onet_occupation_title,job_zone,ai_exposure,usage_per_worker,wage_bill,wage_share,emp_share
29-1129.02,125.15,20.36,296.0,73800.0,65010.0,19320.0,Music Therapists,4.0,0.1626847782660807,0.015320910973084885,1425816000.0,0.00012204137786741931,0.00013276989053768507
29-1131.00,87.68,4.28,71.0,140270.0,125510.0,80630.0,Veterinarians,5.0,0.04881386861313868,0.0008805655463227087,11309970100.0,0.0009680662404148321,0.0005541012564209911
29-1141.00,115.13,9.350000000000001,121.0,98430.0,93600.0,3282010.0,Registered Nurses,4.0,0.08121254234343787,3.686765122592557e-05,323048244300.0,0.027651010265015045,0.022554456958777835
29-1141.01,117.33,12.32,150.0,98430.0,93600.0,3282010.0,Acute Care Nurses,3.0,0.1050029830392909,4.570369986684989e-05,323048244300.0,0.027651010265015045,0.022554456958777835
29-1141.02,100.39,19.86,256.0,98430.0,93600.0,3282010.0,Advanced Practice Psychiatric Nurses,5.0,0.19782846897101306,7.800098110609048e-05,323048244300.0,0.027651010265015045,0.022554456958777835
29-1141.03,121.88,9.24,982.0,98430.0,93600.0,3282010.0,Critical Care Nurses,4.0,0.07581227436823106,0.00029920688846164393,323048244300.0,0.027651010265015045,0.022554456958777835
29-1141.04,121.84,23.07,204.0,98430.0,93600.0,3282010.0,Clinical Nurse Specialists,5.0,0.18934668417596848,6.215703181891585e-05,323048244300.0,0.027651010265015045,0.022554456958777835
29-1161.00,95.67999999999999,9.61,85.0,128110.0,128790.0,8280.0,Nurse Midwives,5.0,0.10043896321070234,0.010265700483091788,1060750800.0,9.079396584549993e-05,5.690138165900789e-05
29-1171.00,122.31,26.630000000000003,290.0,132000.0,129210.0,307390.0,Nurse Practitioners,5.0,0.21772545172103672,0.0009434269169458993,40575480000.0,0.0034730200017617386,0.002112429433352951
29-1215.00,54.1,18.78,126.9,256830.0,238380.0,107950.0,Family Medicine Physicians,5.0,0.3471349353049908,0.001175544233441408,27724798500.0,0.002373078019910395,0.0007418483273055437
29-1216.00,78.03,17.47,223.9,262710.0,236350.0,66640.0,General Internal Medicine Physicians,5.0,0.22388824810970137,0.00335984393757503,17506994400.0,0.0014984946998022142,0.0004579599122894065
29-1218.00,66.3,24.04,409.9,281130.0,,19900.0,Obstetricians and Gynecologists,5.0,0.3625942684766214,0.020597989949748742,5594487000.0,0.00047885484658705265,0.00013675573611283298
29-1221.00,71.43,12.59,105.4,222340.0,210130.0,42960.0,"Pediatricians, General",5.0,0.17625647487050258,0.002453445065176909,9551726400.0,0.0008175710266041374,0.0002952274584626786
29-1222.00,77.89,17.65,224.0,266020.0,,11800.0,"Physicians, Pathologists",5.0,0.22660161766593911,0.018983050847457626,3139036000.0,0.0002686828304742214,8.109134101162959e-05
29-1224.00,78.67999999999999,19.61,359.0,359820.0,,26290.0,Radiologists,5.0,0.2492374173868836,0.013655382274629136,9459667800.0,0.0008096913574262451,0.0001806687589148934
29-1229.01,70.67999999999999,14.28,174.0,253470.0,,315360.0,Allergists and Immunologists,5.0,0.20203735144312396,0.0005517503805175038,79934299200.0,0.006841901068044231,0.002167200449273518
29-1229.03,64.3,4.76,28.0,253470.0,,315360.0,Urologists,5.0,0.07402799377916018,8.878741755454085e-05,79934299200.0,0.006841901068044231,0.002167200449273518
29-1241.00,79.3,4.6,15.0,301500.0,,12110.0,"Ophthalmologists, Except Pediatric",5.0,0.058007566204287514,0.0012386457473162675,3651165000.0,0.0003125180299711155,8.322170675007072e-05
29-1292.00,68.6,4.66,114.0,93890.0,94260.0,219070.0,Dental Hygienists,3.0,0.06793002915451896,0.0005203816131830009,20568482300.0,0.001760539873681896,0.0015054813623235335
29-1299.01,83.36,18.48,98.0,128680.0,113730.0,30870.0,Naturopathic Physicians,5.0,0.2216890595009597,0.0031746031746031746,3972351600.0,0.00034000969454533244,0.00021214319466347507
29-1299.02,68.46,9.0,48.0,128680.0,113730.0,30870.0,Orthoptists,5.0,0.13146362839614376,0.001554907677356657,3972351600.0,0.00034000969454533244,0.00021214319466347507
29-2031.00,94.45,4.62,92.0,72890.0,67260.0,61180.0,Cardiovascular Technologists and Technicians,3.0,0.04891476971942827,0.0015037593984962407,4459410200.0,0.000381699016762348,0.0004204379867026694
29-2032.00,88.66,4.82,20.0,92550.0,89340.0,86460.0,Diagnostic Medical Sonographers,3.0,0.054364989848860824,0.0002313208420078649,8001873000.0,0.0006849127842864018,0.0005941658765987708
29-2033.00,77.42,9.52,559.0,99690.0,97020.0,16960.0,Nuclear Medicine Technologists,3.0,0.12296564195298372,0.03295990566037736,1690742400.0,0.00014471750360135348,0.00011655162233535915
29-2034.00,123.32,8.82,68.0,79760.0,77660.0,223460.0,Radiologic Technologists and Technicians,3.0,0.07152124554005838,0.00030430502103284706,17823169600.0,0.0015255574183125318,0.0015356500900388771
29-2035.00,106.62,4.41,33.0,91020.0,88180.0,41530.0,Magnetic Resonance Imaging Technologists,3.0,0.0413618458075408,0.0007946063086925114,3780060600.0,0.0003235507274755956,0.000285400287475676
29-2051.00,54.980000000000004,16.57,180.0,39560.0,37040.0,29950.0,Dietetic Technicians,3.0,0.30138232084394323,0.006010016694490818,1184822000.0,0.00010141372337498772,0.00020582081892358528
29-2052.00,93.38,13.58,166.0,44800.0,43460.0,487920.0,Pharmacy Technicians,3.0,0.1454272863568216,0.0003402197081488769,21858816000.0,0.0018709847716608533,0.0033530582293554503
29-2061.00,92.07,12.82,69.0,64150.0,62340.0,632430.0,Licensed Practical and Licensed Vocational Nurses,3.0,0.13924188117736505,0.00010910298372942461,40570384500.0,0.003472583857237534,0.004346152270846179
29-2099.01,74.28,3.71,17.0,56370.0,48790.0,174060.0,Neurodiagnostic Technologists,3.0,0.04994614970382337,9.766747098701597e-05,9811762200.0,0.000839828546036418,0.0011961660013969702
29-2099.08,50.15,28.58,341.0,56370.0,48790.0,174060.0,Patient Representatives,3.0,0.5698903290129611,0.001959094565092497,9811762200.0,0.000839828546036418,0.0011961660013969702
29-9091.00,88.93,11.16,97.0,63960.0,60250.0,28950.0,Athletic Trainers,5.0,0.12549195996851456,0.0033506044905008635,1851642000.0,0.00015848955334852747,0.00019894867138022686
29-9092.00,79.6,15.78,89.0,102890.0,98910.0,3510.0,Genetic Counselors,5.0,0.19824120603015075,0.025356125356125355,361143900.0,3.091177204100213e-05,2.4121237877188126e-05
29-9099.01,151.43,20.24,133.0,73200.0,64030.0,36970.0,Midwives,5.0,0.13365911642342995,0.0035975114958074115,2706204000.0,0.00023163498302047504,0.00025406329467796157
31-1131.00,140.8,3.39,52.0,41270.0,39530.0,1388430.0,Nursing Assistants,3.0,0.024076704545454543,3.745237426445698e-05,57300506100.0,0.004904582861283971,0.009541495813625159
31-1133.00,71.54,4.57,28.0,43610.0,41590.0,34900.0,Psychiatric Aides,2.0,0.06388034665921163,0.0008022922636103152,1521989000.0,0.00013027321523889174,0.00023983794926320958
31-2011.00,98.17999999999999,4.19,111.0,68540.0,68340.0,47910.0,Occupational Therapy Assistants,3.0,0.04267671623548585,0.002316844082654978,3283751400.0,0.00028106960886262124,0.0003292445888023029
31-2012.00,60.05,4.34,17.0,41850.0,37370.0,5000.0,Occupational Therapy Aides,3.0,0.07227310574521233,0.0034,209250000.0,1.7910556704902662e-05,3.4360737716792205e-05
31-9011.00,55.51,4.81,26.0,63430.0,57950.0,96040.0,Massage Therapists,3.0,0.08665105386416862,0.0002707205331112037,6091817200.0,0.0005214233567335788,0.0006600010500641446
31-9091.00,68.9,4.18,21.0,48860.0,47300.0,375430.0,Dental Assistants,3.0,0.060667634252539904,5.5935860213621714e-05,18343509800.0,0.0015700954477411598,0.0025800103522030595
31-9092.00,88.16,21.96,383.0,44720.0,44200.0,793460.0,Medical Assistants,3.0,0.24909255898366608,0.0004826960401280468,35483531200.0,0.0030371794391769787,0.0054527741897531885
31-9094.00,68.39,32.08,644.0,39210.0,37550.0,43070.0,Medical Transcriptionists,3.0,0.469074426085685,0.014952403064778267,1688774700.0,0.00014454908017278364,0.00029598339469244804
31-9095.00,58.08,8.83,48.0,40290.0,37000.0,41100.0,Pharmacy Aides,2.0,0.15203168044077137,0.0011678832116788322,1655919000.0,0.0001417368274706127,0.0002824452640320319
31-9096.00,117.75,8.31,158.0,38990.0,37320.0,114190.0,Veterinary Assistants and Laboratory Animal Caretakers,2.0,0.07057324840764331,0.0013836588142569402,4452268100.0,0.00038108769543837145,0.0007847305279761003
31-9097.00,102.34,4.44,26.0,44390.0,43660.0,138880.0,Phlebotomists,3.0,0.04338479577877663,0.0001872119815668203,6164883200.0,0.0005276773721992916,0.0009544038508216202
33-1011.00,98.93,4.71,73.0,82260.0,76310.0,53390.0,First-Line Supervisors of Correctional Officers,3.0,0.04760942080258768,0.0013672972466754075,4391861400.0,0.0003759172408352363,0.00036690395733990713
33-1021.00,102.99,3.85,36.0,97030.0,92430.0,93680.0,First-Line Supervisors of Firefighting and Prevention Workers,3.0,0.037382270123312945,0.0003842869342442357,9089770400.0,0.0007780303377956786,0.0006437827818618187
33-3011.00,63.51,4.7,23.0,62180.0,57050.0,16910.0,Bailiffs,3.0,0.07400409384348922,0.0013601419278533413,1051463800.0,8.999905382581806e-05,0.00011620801495819123
33-3012.00,113.04,4.25,3292.0,62760.0,57970.0,365380.0,Correctional Officers and Jailers,2.0,0.03759731068648266,0.009009798018501287,22931248800.0,0.001962778647295728,0.002510945269392307
33-3021.00,130.8,4.4,15.0,98770.0,93580.0,110790.0,Detectives and Criminal Investigators,3.0,0.03363914373088685,0.00013539128080151638,10942728300.0,0.0009366325243655584,0.0007613652263286817
33-3021.06,81.35,20.86,354.0,98770.0,93580.0,110790.0,Intelligence Analysts,4.0,0.25642286416717885,0.0031952342269157864,10942728300.0,0.0009366325243655584,0.0007613652263286817
33-3051.00,123.59,12.309999999999999,355.0,79320.0,76290.0,666990.0,Police and Sheriff's Patrol Officers,3.0,0.09960352779351078,0.0005322418626965921,52905646800.0,0.004528409018021276,0.004583653689944647
33-3051.04,46.58,4.75,47.0,79320.0,76290.0,666990.0,Customs and Border Protection Officers,3.0,0.10197509660798626,7.046582407532347e-05,52905646800.0,0.004528409018021276,0.004583653689944647
33-9011.00,70.09,4.5,50.0,49240.0,45830.0,11790.0,Animal Control Workers,2.0,0.06420316735625624,0.004240882103477523,580539600.0,4.9690740383471966e-05,8.102261953619601e-05
33-9021.00,58.62,4.33,29.0,61680.0,52370.0,38700.0,Private Detectives and Investigators,3.0,0.07386557488911635,0.0007493540051679587,2387016000.0,0.00020431438673123025,0.00026595210992797164
33-9032.00,61.69,13.06,604.0,42890.0,38370.0,1241770.0,Security Guards,2.0,0.21170367968876644,0.0004864024738880791,53259515300.0,0.004558698059050327,0.00853362665491621
33-9091.00,51.43,4.25,18.0,42910.0,37700.0,90180.0,Crossing Guards and Flaggers,2.0,0.08263659342796033,0.0001996007984031936,3869623800.0,0.0003312168052403389,0.0006197302654600642
33-9093.00,112.0,7.9799999999999995,45.0,61840.0,63360.0,46340.0,Transportation Security Screeners,2.0,0.07125,0.0009710832973672853,2865665600.0,0.00024528394851177493,0.0003184553171592301
33-9099.02,90.51,22.450000000000003,185.0,48210.0,41600.0,83110.0,Retail Loss Prevention Specialists,2.0,0.24803889073030605,0.0022259655877752377,4006733100.0,0.00034295254666169854,0.00057114418232852
35-1011.00,83.69,19.32,88.0,64720.0,60990.0,182320.0,Chefs and Head Cooks,3.0,0.23085195363842753,0.0004826678367705134,11799750400.0,0.001009988523980396,0.0012529299401051108
35-1012.00,104.28,12.38,67.0,44900.0,42010.0,1187460.0,First-Line Supervisors of Food Preparation and Serving Workers,2.0,0.11871883390870733,5.642295319421286e-05,53316954000.0,0.004563614470488348,0.008160400321836413
35-2013.00,53.09,4.65,22.0,51290.0,44530.0,900.0,"Cooks, Private Household",3.0,0.08758711621774345,0.024444444444444446,46161000.0,3.951107326427774e-06,6.184932789022596e-06
35-2014.00,85.14,3.46,73.0,37730.0,36830.0,1452130.0,"Cooks, Restaurant",2.0,0.0406389476156918,5.027098124823535e-05,54788864900.0,0.004689601297914939,0.009979251612137092
35-3011.00,85.54,4.33,16.0,39880.0,33530.0,745610.0,Bartenders,2.0,0.05061959317278466,2.1458939660144044e-05,29734926800.0,0.0025451330588651365,0.005123941929803487
35-3023.00,109.69,4.31,23.0,31350.0,30480.0,3780930.0,Fast Food and Counter Workers,1.0,0.039292551736712554,6.083159434319069e-06,118532155500.0,0.010145648231479521,0.02598310881111023
35-3023.01,77.75999999999999,4.36,30.0,31350.0,30480.0,3780930.0,Baristas,1.0,0.056069958847736634,7.93455578389444e-06,118532155500.0,0.010145648231479521,0.02598310881111023
35-3031.00,108.54,3.45,26.0,38360.0,33760.0,2302690.0,Waiters and Waitresses,2.0,0.03178551686014373,1.1291142099023316e-05,88331188400.0,0.007560624891993501,0.015824425426616048
35-9031.00,81.86,16.7,169.0,32030.0,30380.0,427150.0,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",2.0,0.20400684094795993,0.00039564555776659254,13681614500.0,0.0011710649095190847,0.0029354378231455577
37-1011.00,107.57,20.3,227.0,51170.0,47520.0,174660.0,First-Line Supervisors of Housekeeping and Janitorial Workers,2.0,0.18871432555545228,0.0012996679262567274,8937352200.0,0.0007649842454947983,0.0012002892899229851
37-1012.00,108.04,7.83,390.0,59380.0,56170.0,124130.0,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",3.0,0.07247315808959644,0.0031418673970837027,7370839400.0,0.0006309000575217716,0.0008530396745570832
37-2021.00,50.65,4.62,74.0,45800.0,44730.0,96110.0,Pest Control Workers,2.0,0.0912142152023692,0.0007699510977005515,4401838000.0,0.00037677117851754035,0.0006604821003921797
39-1013.00,119.28,8.95,165.0,62600.0,61590.0,25530.0,First-Line Supervisors of Gambling Services Workers,2.0,0.07503353454057679,0.006462984723854289,1598178000.0,0.0001367945409487595,0.000175445926781941
39-1022.00,69.36,12.02,78.0,50920.0,47080.0,107060.0,First-Line Supervisors of Personal Service Workers,3.0,0.17329873125720877,0.0007285634223799739,5451495200.0,0.00046661559811758506,0.0007357321159919547
39-2021.00,89.85,4.16,24.0,34750.0,33470.0,277300.0,Animal Caretakers,2.0,0.04629938786867001,8.65488640461594e-05,9636175000.0,0.000824799324998162,0.0019056465137732956
39-3011.00,95.91,4.69,21.0,40420.0,33280.0,82980.0,Gambling Dealers,2.0,0.04890001042644146,0.00025307302964569777,3354051600.0,0.0002870868882818136,0.0005702508031478834
39-3031.00,88.13,4.28,25.0,31770.0,31150.0,119210.0,"Ushers, Lobby Attendants, and Ticket Takers",2.0,0.04856462044706684,0.00020971395017196543,3787301700.0,0.00032417052261134643,0.0008192287086437597
39-3091.00,59.52,4.1,138.0,31350.0,30490.0,371590.0,Amusement and Recreation Attendants,1.0,0.06888440860215053,0.00037137705535671036,11649346500.0,0.0009971148437912035,0.0025536213056365628
39-3092.00,74.6,3.3,17.0,65890.0,54810.0,6290.0,Costume Attendants,2.0,0.04423592493297587,0.002702702702702703,414448100.0,3.547429484487058e-05,4.322580804772459e-05
39-3093.00,90.76,4.05,33.0,36490.0,34800.0,14960.0,"Locker Room, Coatroom, and Dressing Room Attendants",2.0,0.04462318201851035,0.0022058823529411764,545890400.0,4.6724974737691734e-05,0.00010280732724864227
39-4021.00,101.08,8.5,52.0,35900.0,34610.0,30560.0,Funeral Attendants,2.0,0.08409180846853977,0.0017015706806282722,1097104000.0,9.390558376666919e-05,0.00021001282892503395
39-5011.00,70.71,3.72,26.0,47800.0,38960.0,18100.0,Barbers,3.0,0.0526092490453967,0.00143646408839779,865180000.0,7.405426738326252e-05,0.00012438587053478778
39-5012.00,91.02,13.01,98.0,43460.0,35250.0,295460.0,"Hairdressers, Hairstylists, and Cosmetologists",3.0,0.14293561854537465,0.0003316861842550599,12840691600.0,0.0010990869057680634,0.0020304447131606848
39-5094.00,78.71000000000001,13.14,55.0,48670.0,41560.0,70240.0,Skincare Specialists,3.0,0.16694193876254604,0.0007830296127562642,3418580800.0,0.0002926102043904014,0.00048269964344549687
39-6011.00,70.19,4.47,56.0,36960.0,36020.0,31220.0,Baggage Porters and Bellhops,2.0,0.06368428551075651,0.0017937219730941704,1153891200.0,9.876623067569022e-05,0.0002145484463036505
39-6012.00,69.32,13.0,153.0,40770.0,37320.0,44200.0,Concierges,3.0,0.18753606462781305,0.0034615384615384616,1802034000.0,0.0001542434033030469,0.0003037489214164431
39-9011.00,99.45,8.4,82.0,33140.0,32050.0,520180.0,Childcare Workers,2.0,0.08446455505279035,0.000157637740782037,17238765200.0,0.001475535874012438,0.0035747537091041937
39-9031.00,78.5,4.9,33.0,51360.0,46180.0,303620.0,Exercise Trainers and Group Fitness Instructors,3.0,0.0624203821656051,0.00010868849219419011,15593923200.0,0.0013347471719259124,0.0020865214371144896
39-9041.00,114.78,16.09,91.0,41590.0,39180.0,82810.0,Residential Advisors,3.0,0.140181216239763,0.001098901098901099,3444067900.0,0.00029479174871438485,0.0005690825380655124
41-1011.00,87.97,30.17,1277.0,52350.0,47320.0,1113160.0,First-Line Supervisors of Retail Sales Workers,2.0,0.3429578265317722,0.0011471845916130655,58273926000.0,0.004987901820981131,0.007649799759364881
41-1012.00,69.64999999999999,27.67,782.0,97870.0,84130.0,219010.0,First-Line Supervisors of Non-Retail Sales Workers,4.0,0.39727207465900943,0.0035706132140084926,21434508700.0,0.0018346665878761262,0.0015050690334709321
41-2011.00,121.83,18.34,2905.0,31810.0,31190.0,3148030.0,Cashiers,2.0,0.15053763440860216,0.0009227993379986849,100138834300.0,0.008571289223861417,0.02163372663091867
41-2021.00,66.81,29.45,487.0,43700.0,38540.0,398620.0,Counter and Rental Clerks,2.0,0.44080227510851666,0.0012217149164617932,17419694000.0,0.0014910223042726531,0.0027393754537335417
41-2022.00,79.73,9.35,181.0,42390.0,37440.0,265060.0,Parts Salespersons,2.0,0.11727078891257994,0.0006828642571493247,11235893400.0,0.0009617257150343683,0.0018215314278425883
41-2031.00,100.58,31.69,1729.0,37150.0,34580.0,3800250.0,Retail Salespersons,2.0,0.315072579041559,0.0004549700677587001,141179287500.0,0.012084108168824399,0.026115878701647912
41-3011.00,83.23,40.78,1285.0,76350.0,61460.0,97470.0,Advertising Sales Agents,4.0,0.4899675597741199,0.013183543654457782,7441834500.0,0.0006369768162520952,0.0006698282210511472
41-3021.00,75.05,20.939999999999998,912.0,81510.0,60370.0,469480.0,Insurance Sales Agents,4.0,0.27901399067288474,0.001942574763568203,38267314800.0,0.003275454775004831,0.0032263358286559207
41-3031.00,108.99,70.42999999999999,4350.0,110400.0,78140.0,472300.0,"Securities, Commodities, and Financial Services Sales Agents",4.0,0.6462060739517387,0.009210247723904299,52141920000.0,0.004463038541756264,0.0032457152847281913
41-3041.00,35.56,22.17,479.0,52690.0,48450.0,59150.0,Travel Agents,3.0,0.6234533183352081,0.008098055790363483,3116613500.0,0.0002667635977013866,0.00040648752718965177
41-4011.00,124.04,58.36,8524.0,114520.0,100070.0,293930.0,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",4.0,0.47049338922928086,0.029000102065117547,33660863600.0,0.0028811699223120378,0.0020199303274193465
41-4011.07,56.21,22.22,251.0,114520.0,100070.0,293930.0,Solar Sales Representatives and Assessors,3.0,0.3953033268101761,0.000853944816793114,33660863600.0,0.0028811699223120378,0.0020199303274193465
41-4012.00,74.2,49.68,2111.0,81470.0,66780.0,1266860.0,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",4.0,0.6695417789757412,0.0016663246136116067,103211084200.0,0.008834255560996812,0.008706048836779074
41-9011.00,85.16,28.95,926.0,43730.0,37960.0,64770.0,Demonstrators and Product Promoters,2.0,0.33994833255049317,0.014296742318974834,2832392100.0,0.00024243593461203503,0.0004451089963833262
41-9021.00,66.76,37.22,498.0,91660.0,72280.0,49590.0,Real Estate Brokers,4.0,0.5575194727381665,0.010042347247428918,4545419400.0,0.0003890608932437975,0.00034078979667514505
41-9022.00,127.45,65.1,1946.0,70970.0,56320.0,190600.0,Real Estate Sales Agents,3.0,0.5107885445272655,0.010209863588667366,13526882000.0,0.0011578207268890185,0.0013098313217641188
41-9031.00,95.61,36.29,2756.0,130410.0,121520.0,56690.0,Sales Engineers,4.0,0.3795628072377366,0.04861527606279767,7392942900.0,0.0006327919857900001,0.00038958204423299
41-9041.00,51.93,21.71,423.0,36340.0,34410.0,66430.0,Telemarketers,2.0,0.4180627768149432,0.006367604997741984,2414066200.0,0.0002066297231277844,0.0004565167613053012
41-9091.00,47.95,17.6,1022.0,39890.0,34530.0,4590.0,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",1.0,0.3670490093847758,0.22265795206971678,183095100.0,1.567185266876857e-05,3.154315722401524e-05
43-1011.00,105.74,31.86,859.0,71560.0,66140.0,1495580.0,First-Line Supervisors of Office and Administrative Support Workers,3.0,0.30130508795157934,0.000574359111515265,107023704800.0,0.009160593231011533,0.010277846422896017
43-2011.00,81.12,30.2,356.0,42130.0,38370.0,35730.0,"Switchboard Operators, Including Answering Service",2.0,0.37228796844181455,0.00996361600895606,1505304900.0,0.00012884515541036,0.00024554183172419706
43-2021.00,57.37,8.15,47.0,42880.0,39130.0,3950.0,Telephone Operators,2.0,0.14206031026668992,0.01189873417721519,169376000.0,1.4497579223176072e-05,2.714498279626584e-05
43-3011.00,62.32,18.060000000000002,301.0,48370.0,46040.0,165020.0,Bill and Account Collectors,2.0,0.28979460847240057,0.0018240213307477882,7982017400.0,0.0006832132629018862,0.0011340417876050098
43-3021.00,96.15,22.64,833.0,49490.0,47170.0,417500.0,Billing and Posting Clerks,3.0,0.23546541861674467,0.001995209580838323,20662075000.0,0.0017685508527046673,0.0028691215993521487
43-3031.00,120.24000000000001,38.93,1249.0,52020.0,49210.0,1455770.0,"Bookkeeping, Accounting, and Auditing Clerks",3.0,0.32376912840984695,0.0008579652005467897,75729155400.0,0.0064819657443540525,0.010004266229194918
43-3041.00,78.81,8.870000000000001,145.0,38600.0,36990.0,13490.0,Gambling Cage Workers,2.0,0.11254916888719707,0.010748702742772424,520714000.0,4.457002448763051e-05,9.270527035990536e-05
43-3051.00,91.09,7.529999999999999,130.0,56870.0,55290.0,156950.0,Payroll and Timekeeping Clerks,3.0,0.08266549566362937,0.0008282892640968461,8925746500.0,0.0007639908665320738,0.0010785835569301072
43-3061.00,78.35000000000001,20.19,462.0,50430.0,48510.0,59900.0,Procurement Clerks,2.0,0.25768985322271853,0.007712854757929883,3020757000.0,0.00025855885084937467,0.00041164163784717056
43-3071.00,119.72,4.02,19.0,40940.0,39340.0,339340.0,Tellers,2.0,0.03357834948212496,5.5991041433370664e-05,13892579600.0,0.0011891222685934237,0.0023319945473632532
43-4011.00,39.85,12.18,242.0,67680.0,62940.0,40090.0,Brokerage Clerks,3.0,0.3056461731493099,0.006036418059366426,2713291200.0,0.0002322416052306494,0.0002755043950132399
43-4021.00,63.339999999999996,15.1,1650.0,46610.0,46740.0,6260.0,Correspondence Clerks,2.0,0.23839595832017682,0.26357827476038337,291778600.0,2.49745145069396e-05,4.301964362142384e-05
43-4031.00,117.96,26.28,184.0,51200.0,47700.0,170010.0,"Court, Municipal, and License Clerks",2.0,0.22278738555442526,0.001082289277101347,8704512000.0,0.0007450545078351525,0.0011683338038463685
43-4041.00,43.5,15.9,494.0,51270.0,49130.0,11960.0,"Credit Authorizers, Checkers, and Clerks",2.0,0.36551724137931035,0.041304347826086954,613189200.0,5.248535215022174e-05,8.219088461856695e-05
43-4051.00,52.7,29.65,6924.0,45380.0,42830.0,2725930.0,Customer Service Representatives,2.0,0.5626185958254268,0.0025400505515548824,123702703400.0,0.010588216410014123,0.018732993152867073
43-4061.00,71.49,17.37,203.0,53970.0,51500.0,156260.0,"Eligibility Interviewers, Government Programs",3.0,0.24297104490138485,0.0012991168565211827,8433352200.0,0.0007218448400980436,0.00107384177512519
43-4071.00,75.36,12.3,579.0,43700.0,41270.0,78980.0,File Clerks,2.0,0.16321656050955416,0.0073309698657888075,3451426000.0,0.00029542155835495995,0.0005427622129744496
43-4081.00,88.82,27.17,506.0,34740.0,34270.0,261430.0,"Hotel, Motel, and Resort Desk Clerks",2.0,0.30589957216843056,0.0019355085491336113,9082078200.0,0.0007773719311802164,0.0017965855322601971
43-4111.00,64.98,25.39,4641.0,45400.0,43830.0,157310.0,"Interviewers, Except Eligibility and Loan",3.0,0.3907356109572176,0.029502256690610896,7141874000.0,0.0006113019797193309,0.0010810575300457164
43-4121.00,123.45,12.260000000000002,3107.0,37910.0,36010.0,80070.0,"Library Assistants, Clerical",2.0,0.09931146213041718,0.03880354689646559,3035453700.0,0.00025981680104638754,0.0005502528537967103
43-4131.00,78.29,13.61,337.0,51050.0,48950.0,173100.0,Loan Interviewers and Clerks,3.0,0.17384084812875206,0.0019468515309069901,8836755000.0,0.0007563737228904761,0.001189568739755346
43-4141.00,61.24,4.47,43.0,47610.0,46610.0,38030.0,New Accounts Clerks,3.0,0.07299150881776616,0.0011306863002892454,1810608300.0,0.00015497731243735918,0.0002613477710739215
43-4151.00,78.4,29.46,467.0,46270.0,44660.0,83420.0,Order Clerks,2.0,0.37576530612244896,0.005598177894989211,3859843400.0,0.00033037966111227853,0.0005732745480669611
43-4161.00,70.8,37.61,526.0,50950.0,49440.0,92580.0,"Human Resources Assistants, Except Payroll and Timekeeping",3.0,0.5312146892655367,0.005681572693886369,4716951000.0,0.00040374297901910305,0.0006362234195641244
43-4171.00,71.79,37.1,1042.0,38480.0,37230.0,964530.0,Receptionists and Information Clerks,2.0,0.5167850675581557,0.0010803189118016028,37115114400.0,0.00317683326676296,0.006628392469995517
43-4181.00,89.44,17.48,896.0,47720.0,41460.0,127440.0,Reservation and Transportation Ticket Agents and Travel Clerks,2.0,0.19543828264758498,0.007030759573132455,6081436800.0,0.0005205348561705223,0.0008757864829255996
43-5011.00,76.12,7.0,48.0,55420.0,49900.0,97800.0,Cargo and Freight Agents,2.0,0.09196006305832895,0.00049079754601227,5420076000.0,0.0004639263012802007,0.0006720960297404555
43-5011.01,133.13,17.18,149.0,55420.0,49900.0,97800.0,Freight Forwarders,2.0,0.1290467963644558,0.001523517382413088,5420076000.0,0.0004639263012802007,0.0006720960297404555
43-5021.00,64.42,12.79,102.0,40060.0,38340.0,71920.0,Couriers and Messengers,2.0,0.1985408258304874,0.0014182424916573972,2881115200.0,0.00024660634247530215,0.0004942448513183391
43-5031.00,82.13,9.23,83.0,54800.0,50730.0,101140.0,Public Safety Telecommunicators,2.0,0.11238280774382078,0.0008206446509788412,5542472000.0,0.00047440267164317924,0.0006950490025352727
43-5032.00,52.27,4.79,67.0,53150.0,48880.0,211000.0,"Dispatchers, Except Police, Fire, and Ambulance",2.0,0.09163956380332887,0.00031753554502369667,11214650000.0,0.0009599074062157067,0.001450023131648631
43-5041.00,48.7,4.48,18.0,55810.0,49180.0,19620.0,"Meter Readers, Utilities",2.0,0.09199178644763861,0.0009174311926605505,1094992200.0,9.372482623429446e-05,0.0001348315348006926
43-5061.00,63.87,11.51,114.0,60420.0,57770.0,385000.0,"Production, Planning, and Expediting Clerks",2.0,0.1802098011586034,0.0002961038961038961,23261700000.0,0.0019910633065827205,0.0026457768041929994
43-5071.00,43.11,3.78,21.0,44890.0,43190.0,857630.0,"Shipping, Receiving, and Inventory Clerks",2.0,0.08768267223382045,2.44860837424064e-05,38499010700.0,0.003295286567383533,0.005893759897610499
43-6011.00,84.91,27.09,996.0,77060.0,74260.0,472770.0,Executive Secretaries and Executive Administrative Assistants,3.0,0.31904369332234134,0.002106732660701821,36431656200.0,0.0031183333057281655,0.0032489451940735698
