onet_soc_code,total_task_importance,ai_task_importance,api_usage_count,A_MEAN,A_MEDIAN,TOT_EMP,onet_occupation_title,job_zone,ai_exposure,usage_per_worker,wage_bill,wage_at_risk,emp_at_risk
37-1012.00,108.04,7.83,390.0,59380.0,56170.0,124130.0,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",3.0,0.07247315808959644,0.0031418673970837027,7370839400.0,534188009.0892261,8996.093113661605
37-2021.00,50.65,4.62,74.0,45800.0,44730.0,96110.0,Pest Control Workers,2.0,0.0912142152023692,0.0007699510977005515,4401838000.0,401510198.6179665,8766.598223099705
39-1013.00,119.28,8.95,165.0,62600.0,61590.0,25530.0,First-Line Supervisors of Gambling Services Workers,2.0,0.07503353454057679,0.006462984723854289,1598178000.0,119916944.16498993,1915.6061368209255
39-1022.00,69.36,12.02,78.0,50920.0,47080.0,107060.0,First-Line Supervisors of Personal Service Workers,3.0,0.17329873125720877,0.0007285634223799739,5451495200.0,944737201.6147635,18553.362168396772
39-2021.00,89.85,4.16,24.0,34750.0,33470.0,277300.0,Animal Caretakers,2.0,0.04629938786867001,8.65488640461594e-05,9636175000.0,446149003.8953812,12838.820255982193
39-3011.00,95.91,4.69,21.0,40420.0,33280.0,82980.0,Gambling Dealers,2.0,0.04890001042644146,0.00025307302964569777,3354051600.0,164013158.21082267,4057.7228651861124
39-3031.00,88.13,4.28,25.0,31770.0,31150.0,119210.0,"Ushers, Lobby Attendants, and Ticket Takers",2.0,0.04856462044706684,0.00020971395017196543,3787301700.0,183928869.579031,5789.388403494838
39-3091.00,59.52,4.1,138.0,31350.0,30490.0,371590.0,Amusement and Recreation Attendants,1.0,0.06888440860215053,0.00037137705535671036,11649346500.0,802458344.2540321,25596.757392473115
39-3092.00,74.6,3.3,17.0,65890.0,54810.0,6290.0,Costume Attendants,2.0,0.04423592493297587,0.002702702702702703,414448100.0,18333495.04021448,278.24396782841825
39-3093.00,90.76,4.05,33.0,36490.0,34800.0,14960.0,"Locker Room, Coatroom, and Dressing Room Attendants",2.0,0.04462318201851035,0.0022058823529411764,545890400.0,24359366.68135742,667.5628029969148
39-4021.00,101.08,8.5,52.0,35900.0,34610.0,30560.0,Funeral Attendants,2.0,0.08409180846853977,0.0017015706806282722,1097104000.0,92257459.43806885,2569.845666798575
39-5011.00,70.71,3.72,26.0,47800.0,38960.0,18100.0,Barbers,3.0,0.0526092490453967,0.00143646408839779,865180000.0,45516470.089096315,952.2274077216803
39-5012.00,91.02,13.01,98.0,43460.0,35250.0,295460.0,"Hairdressers, Hairstylists, and Cosmetologists",3.0,0.14293561854537465,0.0003316861842550599,12840691600.0,1835392196.3963964,42231.75785541639
39-5094.00,78.71000000000001,13.14,55.0,48670.0,41560.0,70240.0,Skincare Specialists,3.0,0.16694193876254604,0.0007830296127562642,3418580800.0,570704506.5684156,11726.001778681233
39-6011.00,70.19,4.47,56.0,36960.0,36020.0,31220.0,Baggage Porters and Bellhops,2.0,0.06368428551075651,0.0017937219730941704,1153891200.0,73484736.62914945,1988.2233936458183
39-6012.00,69.32,13.0,153.0,40770.0,37320.0,44200.0,Concierges,3.0,0.18753606462781305,0.0034615384615384616,1802034000.0,337946364.6855165,8289.094056549337
39-9011.00,99.45,8.4,82.0,33140.0,32050.0,520180.0,Childcare Workers,2.0,0.08446455505279035,0.000157637740782037,17238765200.0,1456064632.2775264,43936.77224736049
39-9031.00,78.5,4.9,33.0,51360.0,46180.0,303620.0,Exercise Trainers and Group Fitness Instructors,3.0,0.0624203821656051,0.00010868849219419011,15593923200.0,973378645.6050956,18952.076433121023
39-9041.00,114.78,16.09,91.0,41590.0,39180.0,82810.0,Residential Advisors,3.0,0.140181216239763,0.001098901098901099,3444067900.0,482793627.0343265,11608.406516814775
41-1011.00,87.97,30.17,1277.0,52350.0,47320.0,1113160.0,First-Line Supervisors of Retail Sales Workers,2.0,0.3429578265317722,0.0011471845916130655,58273926000.0,19985499004.43333,381766.93418210756
41-1012.00,69.64999999999999,27.67,782.0,97870.0,84130.0,219010.0,First-Line Supervisors of Non-Retail Sales Workers,4.0,0.39727207465900943,0.0035706132140084926,21434508700.0,8515331740.545588,87006.55707106966
41-2011.00,121.83,18.34,2905.0,31810.0,31190.0,3148030.0,Cashiers,2.0,0.15053763440860216,0.0009227993379986849,100138834300.0,15074663227.95699,473896.98924731184
41-2021.00,66.81,29.45,487.0,43700.0,38540.0,398620.0,Counter and Rental Clerks,2.0,0.44080227510851666,0.0012217149164617932,17419694000.0,7678640746.894177,175712.60290375692
41-2022.00,79.73,9.35,181.0,42390.0,37440.0,265060.0,Parts Salespersons,2.0,0.11727078891257994,0.0006828642571493247,11235893400.0,1317642083.1556501,31083.79530916844
41-2031.00,100.58,31.69,1729.0,37150.0,34580.0,3800250.0,Retail Salespersons,2.0,0.315072579041559,0.0004549700677587001,141179287500.0,44481722219.87473,1197354.5685026846
41-3011.00,83.23,40.78,1285.0,76350.0,61460.0,97470.0,Advertising Sales Agents,4.0,0.4899675597741199,0.013183543654457782,7441834500.0,3646257490.2078576,47757.138051183465
41-3021.00,75.05,20.939999999999998,912.0,81510.0,60370.0,469480.0,Insurance Sales Agents,4.0,0.27901399067288474,0.001942574763568203,38267314800.0,10677116214.683544,130991.48834110593
41-3031.00,108.99,70.42999999999999,4350.0,110400.0,78140.0,472300.0,"Securities, Commodities, and Financial Services Sales Agents",4.0,0.6462060739517387,0.009210247723904299,52141920000.0,33694425411.505642,305203.1287274062
41-3041.00,35.56,22.17,479.0,52690.0,48450.0,59150.0,Travel Agents,3.0,0.6234533183352081,0.008098055790363483,3116613500.0,1943063028.543307,36877.26377952756
41-4011.00,124.04,58.36,8524.0,114520.0,100070.0,293930.0,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",4.0,0.47049338922928086,0.029000102065117547,33660863600.0,15837213799.548532,138292.1218961625
41-4011.07,56.21,22.22,251.0,114520.0,100070.0,293930.0,Solar Sales Representatives and Assessors,3.0,0.3953033268101761,0.000853944816793114,33660863600.0,13306251364.38356,116191.50684931506
41-4012.00,74.2,49.68,2111.0,81470.0,66780.0,1266860.0,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",4.0,0.6695417789757412,0.0016663246136116067,103211084200.0,69104132925.28302,848215.6981132075
41-9011.00,85.16,28.95,926.0,43730.0,37960.0,64770.0,Demonstrators and Product Promoters,2.0,0.33994833255049317,0.014296742318974834,2832392100.0,962866971.5241897,22018.453499295443
41-9021.00,66.76,37.22,498.0,91660.0,72280.0,49590.0,Real Estate Brokers,4.0,0.5575194727381665,0.010042347247428918,4545419400.0,2534159827.261833,27647.390653085677
41-9022.00,127.45,65.1,1946.0,70970.0,56320.0,190600.0,Real Estate Sales Agents,3.0,0.5107885445272655,0.010209863588667366,13526882000.0,6909376368.772066,97356.2965868968
41-9031.00,95.61,36.29,2756.0,130410.0,121520.0,56690.0,Sales Engineers,4.0,0.3795628072377366,0.04861527606279767,7392942900.0,2806086160.8722935,21517.415542307288
41-9041.00,51.93,21.71,423.0,36340.0,34410.0,66430.0,Telemarketers,2.0,0.4180627768149432,0.006367604997741984,2414066200.0,1009231218.987098,27771.910263816677
41-9091.00,47.95,17.6,1022.0,39890.0,34530.0,4590.0,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",1.0,0.3670490093847758,0.22265795206971678,183095100.0,67204875.07820646,1684.754953076121
43-1011.00,105.74,31.86,859.0,71560.0,66140.0,1495580.0,First-Line Supervisors of Office and Administrative Support Workers,3.0,0.30130508795157934,0.000574359111515265,107023704800.0,32246786787.667866,450625.863438623
43-2011.00,81.12,30.2,356.0,42130.0,38370.0,35730.0,"Switchboard Operators, Including Answering Service",2.0,0.37228796844181455,0.00996361600895606,1505304900.0,560406903.1065089,13301.849112426034
43-2021.00,57.37,8.15,47.0,42880.0,39130.0,3950.0,Telephone Operators,2.0,0.14206031026668992,0.01189873417721519,169376000.0,24061607.11173087,561.1382255534252
43-3011.00,62.32,18.060000000000002,301.0,48370.0,46040.0,165020.0,Bill and Account Collectors,2.0,0.28979460847240057,0.0018240213307477882,7982017400.0,2313145607.2528887,47821.90629011554
43-3021.00,96.15,22.64,833.0,49490.0,47170.0,417500.0,Billing and Posting Clerks,3.0,0.23546541861674467,0.001995209580838323,20662075000.0,4865204139.365575,98306.8122724909
43-3031.00,120.24000000000001,38.93,1249.0,52020.0,49210.0,1455770.0,"Bookkeeping, Accounting, and Auditing Clerks",3.0,0.32376912840984695,0.0008579652005467897,75729155400.0,24518762639.071854,471333.3840652029
43-3041.00,78.81,8.870000000000001,145.0,38600.0,36990.0,13490.0,Gambling Cage Workers,2.0,0.11254916888719707,0.010748702742772424,520714000.0,58605927.92792793,1518.2882882882884
43-3051.00,91.09,7.529999999999999,130.0,56870.0,55290.0,156950.0,Payroll and Timekeeping Clerks,3.0,0.08266549566362937,0.0008282892640968461,8925746500.0,737851258.590405,12974.349544406628
43-3061.00,78.35000000000001,20.19,462.0,50430.0,48510.0,59900.0,Procurement Clerks,2.0,0.25768985322271853,0.007712854757929883,3020757000.0,778418427.9514996,15435.62220804084
43-3071.00,119.72,4.02,19.0,40940.0,39340.0,339340.0,Tellers,2.0,0.03357834948212496,5.5991041433370664e-05,13892579600.0,466489893.0170398,11394.477113264284
43-4011.00,39.85,12.18,242.0,67680.0,62940.0,40090.0,Brokerage Clerks,3.0,0.3056461731493099,0.006036418059366426,2713291200.0,829307071.9196988,12253.355081555834
43-4021.00,63.339999999999996,15.1,1650.0,46610.0,46740.0,6260.0,Correspondence Clerks,2.0,0.23839595832017682,0.26357827476038337,291778600.0,69558838.96431954,1492.3586990843069
43-4031.00,117.96,26.28,184.0,51200.0,47700.0,170010.0,"Court, Municipal, and License Clerks",2.0,0.22278738555442526,0.001082289277101347,8704512000.0,1939255471.0071213,37876.08341810784
43-4041.00,43.5,15.9,494.0,51270.0,49130.0,11960.0,"Credit Authorizers, Checkers, and Clerks",2.0,0.36551724137931035,0.041304347826086954,613189200.0,224131224.8275862,4371.586206896552
43-4051.00,52.7,29.65,6924.0,45380.0,42830.0,2725930.0,Customer Service Representatives,2.0,0.5626185958254268,0.0025400505515548824,123702703400.0,69597441286.71725,1533658.9089184059
43-4061.00,71.49,17.37,203.0,53970.0,51500.0,156260.0,"Eligibility Interviewers, Government Programs",3.0,0.24297104490138485,0.0012991168565211827,8433352200.0,2049060396.0553927,37966.6554762904
43-4071.00,75.36,12.3,579.0,43700.0,41270.0,78980.0,File Clerks,2.0,0.16321656050955416,0.0073309698657888075,3451426000.0,563329880.5732485,12890.843949044587
43-4081.00,88.82,27.17,506.0,34740.0,34270.0,261430.0,"Hotel, Motel, and Resort Desk Clerks",2.0,0.30589957216843056,0.0019355085491336113,9082078200.0,2778203835.78023,79971.3251519928
43-4111.00,64.98,25.39,4641.0,45400.0,43830.0,157310.0,"Interviewers, Except Eligibility and Loan",3.0,0.3907356109572176,0.029502256690610896,7141874000.0,2790584500.7694674,61466.6189596799
43-4121.00,123.45,12.260000000000002,3107.0,37910.0,36010.0,80070.0,"Library Assistants, Clerical",2.0,0.09931146213041718,0.03880354689646559,3035453700.0,301455345.1761847,7951.868772782504
43-4131.00,78.29,13.61,337.0,51050.0,48950.0,173100.0,Loan Interviewers and Clerks,3.0,0.17384084812875206,0.0019468515309069901,8836755000.0,1536188983.9059904,30091.85081108698
43-4141.00,61.24,4.47,43.0,47610.0,46610.0,38030.0,New Accounts Clerks,3.0,0.07299150881776616,0.0011306863002892454,1810608300.0,132159031.6949706,2775.867080339647
43-4151.00,78.4,29.46,467.0,46270.0,44660.0,83420.0,Order Clerks,2.0,0.37576530612244896,0.005598177894989211,3859843400.0,1450395236.7857141,31346.341836734693
43-4161.00,70.8,37.61,526.0,50950.0,49440.0,92580.0,"Human Resources Assistants, Except Payroll and Timekeeping",3.0,0.5312146892655367,0.005681572693886369,4716951000.0,2505713659.745763,49179.85593220339
43-4171.00,71.79,37.1,1042.0,38480.0,37230.0,964530.0,Receptionists and Information Clerks,2.0,0.5167850675581557,0.0010803189118016028,37115114400.0,19180536902.632675,498454.7012118679
43-4181.00,89.44,17.48,896.0,47720.0,41460.0,127440.0,Reservation and Transportation Ticket Agents and Travel Clerks,2.0,0.19543828264758498,0.007030759573132455,6081436800.0,1188545564.2218246,24906.654740608228
43-5011.00,76.12,7.0,48.0,55420.0,49900.0,97800.0,Cargo and Freight Agents,2.0,0.09196006305832895,0.00049079754601227,5420076000.0,498430530.7409353,8993.694167104572
43-5011.01,133.13,17.18,149.0,55420.0,49900.0,97800.0,Freight Forwarders,2.0,0.1290467963644558,0.001523517382413088,5420076000.0,699443443.8518741,12620.776684443776
43-5021.00,64.42,12.79,102.0,40060.0,38340.0,71920.0,Couriers and Messengers,2.0,0.1985408258304874,0.0014182424916573972,2881115200.0,572018991.1207699,14279.056193728655
43-5031.00,82.13,9.23,83.0,54800.0,50730.0,101140.0,Public Safety Telecommunicators,2.0,0.11238280774382078,0.0008206446509788412,5542472000.0,622878565.2015098,11366.397175210033
43-5032.00,52.27,4.79,67.0,53150.0,48880.0,211000.0,"Dispatchers, Except Police, Fire, and Ambulance",2.0,0.09163956380332887,0.00031753554502369667,11214650000.0,1027705634.207002,19335.947962502392
43-5041.00,48.7,4.48,18.0,55810.0,49180.0,19620.0,"Meter Readers, Utilities",2.0,0.09199178644763861,0.0009174311926605505,1094992200.0,100730288.62422998,1804.8788501026695
43-5061.00,63.87,11.51,114.0,60420.0,57770.0,385000.0,"Production, Planning, and Expediting Clerks",2.0,0.1802098011586034,0.0002961038961038961,23261700000.0,4191986331.611085,69380.77344606232
43-5071.00,43.11,3.78,21.0,44890.0,43190.0,857630.0,"Shipping, Receiving, and Inventory Clerks",2.0,0.08768267223382045,2.44860837424064e-05,38499010700.0,3375696136.5344467,75199.29018789144
43-6011.00,84.91,27.09,996.0,77060.0,74260.0,472770.0,Executive Secretaries and Executive Administrative Assistants,3.0,0.31904369332234134,0.002106732660701821,36431656200.0,11623290147.897776,150834.28689200332
43-6012.00,55.57,15.959999999999999,235.0,60320.0,54140.0,154540.0,Legal Secretaries and Administrative Assistants,3.0,0.2872053266150801,0.001520641905008412,9321852800.0,2677285778.081699,44384.711175094475
43-6013.00,65.31,13.59,242.0,45580.0,44640.0,830760.0,Medical Secretaries and Administrative Assistants,2.0,0.20808451998162608,0.0002912995329577736,37866040800.0,7879336923.472669,172868.29581993568
43-6014.00,117.06,46.97,13503.0,47640.0,46290.0,1737820.0,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2.0,0.40124722364599347,0.0077700797550954645,82789744800.0,33219155247.360325,697295.4501964804
43-9021.00,38.48,9.239999999999998,1678.0,42070.0,39850.0,135280.0,Data Entry Keyers,2.0,0.2401247401247401,0.012403903015966883,5691229600.0,1366605028.6902287,32484.074844074843
43-9022.00,74.37,31.9,5339.0,49730.0,47850.0,36030.0,Word Processors and Typists,2.0,0.4289363990856528,0.1481820704968082,1791771900.0,768556186.7688583,15454.57845905607
43-9031.00,73.78,25.78,975.0,60250.0,53620.0,4000.0,Desktop Publishers,3.0,0.34941718622933043,0.24375,241000000.0,84209541.88126864,1397.6687449173216
43-9041.00,89.91,42.39,1028.0,51980.0,48450.0,229070.0,Insurance Claims and Policy Processing Clerks,2.0,0.4714714714714715,0.00448771117998865,11907058600.0,5613838439.03904,107999.96996996997
43-9051.00,103.53,4.12,28.0,40200.0,38150.0,62730.0,"Mail Clerks and Mail Machine Operators, Except Postal Service",2.0,0.03979522843620207,0.0004463574047505181,2521746000.0,100353458.12807882,2496.3546798029556
43-9061.00,75.84,35.16,5126.0,45470.0,43630.0,2510550.0,"Office Clerks, General",2.0,0.4636075949367088,0.0020417836729003606,114154708500.0,52922989858.38607,1163910.0474683542
43-9071.00,71.88,4.21,215.0,41620.0,39020.0,24740.0,"Office Machine Operators, Except Computer",2.0,0.0585698386199221,0.008690379951495554,1029678800.0,60308121.14635504,1449.0178074568728
43-9081.00,45.989999999999995,4.71,140.0,52730.0,49210.0,5160.0,Proofreaders and Copy Markers,4.0,0.10241356816699283,0.027131782945736434,272086800.0,27865380.039138947,528.454011741683
43-9111.00,58.59,29.75,5002.0,55470.0,51440.0,5900.0,Statistical Assistants,4.0,0.5077658303464755,0.8477966101694915,327273000.0,166178046.59498206,2995.8183990442053
45-1011.00,105.95,3.59,31.0,63360.0,59330.0,29530.0,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",3.0,0.0338839075035394,0.0010497798848628514,1871020800.0,63397495.72439829,1000.5917885795186
45-2092.00,93.8,3.79,948.0,37850.0,35690.0,261690.0,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1.0,0.040405117270788916,0.003622606901295426,9904966500.0,400211332.99573565,10573.615138592751
47-1011.00,60.37,20.3,883.0,84500.0,78690.0,806080.0,First-Line Supervisors of Construction Trades and Extraction Workers,3.0,0.33625973165479545,0.0010954247717348154,68113760000.0,22903914659.59914,271052.2444922975
47-1011.03,58.0,7.77,57.0,84500.0,78690.0,806080.0,Solar Energy Installation Managers,3.0,0.1339655172413793,7.071258435887257e-05,68113760000.0,9124895089.655172,107986.92413793104
47-2051.00,91.16,3.99,85.0,59360.0,54660.0,205230.0,Cement Masons and Concrete Finishers,1.0,0.043769197016235196,0.00041416946840130585,12182452800.0,533216176.7441861,8982.75230364195
47-2061.00,97.84,3.9,90.0,51260.0,46730.0,1057660.0,Construction Laborers,2.0,0.03986099754701553,8.509350831079932e-05,54215651600.0,2161089955.4374485,42159.38266557645
47-2111.00,86.05,4.45,21.0,69630.0,62350.0,742580.0,Electricians,3.0,0.05171411969785009,2.827978130302459e-05,51705845400.0,2673922278.0941315,38401.87100522952
47-2132.00,38.88,4.18,141.0,63540.0,57250.0,25640.0,"Insulation Workers, Mechanical",2.0,0.1075102880658436,0.005499219968798752,1629165600.0,175152062.96296293,2756.56378600823
47-2142.00,81.48,4.2,15.0,51900.0,48260.0,1520.0,Paperhangers,2.0,0.05154639175257732,0.009868421052631578,78888000.0,4066391.7525773193,78.35051546391752
47-2152.00,112.84,11.33,177.0,69940.0,62970.0,455940.0,"Plumbers, Pipefitters, and Steamfitters",3.0,0.10040765685926976,0.00038820897486511384,31888443600.0,3201843902.764977,45779.86706841546
47-2181.00,104.53,4.17,53.0,57090.0,50970.0,136740.0,Roofers,2.0,0.039892853726203,0.0003875968992248062,7806486600.0,311423028.0493638,5454.948818520998
47-2211.00,72.58,4.4,100.0,66110.0,60850.0,117470.0,Sheet Metal Workers,2.0,0.060622761091209704,0.0008512811781731506,7765941700.0,470792828.32736295,7121.355745384404
47-2231.00,110.31,17.18,526.0,57380.0,51860.0,28280.0,Solar Photovoltaic Installers,2.0,0.15574290635481824,0.0185997171145686,1622706400.0,252725010.89656425,4404.40939171426
47-4011.00,67.79,7.180000000000001,54.0,76430.0,72120.0,137210.0,Construction and Building Inspectors,3.0,0.10591532674435758,0.0003935573208949785,10486960300.0,1110729826.7296062,14532.641982593303
47-4011.01,83.27,3.89,24.0,76430.0,72120.0,137210.0,Energy Auditors,3.0,0.046715503782874986,0.00017491436484221267,10486960300.0,489903633.5655098,6409.834274048277
47-4041.00,84.57000000000001,4.01,20.0,55740.0,48490.0,50570.0,Hazardous Materials Removal Workers,3.0,0.04741634149225493,0.00039549139806209217,2818771800.0,133655846.25753812,2397.844389263332
49-1011.00,80.14,7.0,263.0,82930.0,78300.0,600680.0,"First-Line Supervisors of Mechanics, Installers, and Repairers",3.0,0.0873471425006239,0.0004378371179330093,49814392400.0,4351144831.544797,52467.681557274766
49-2011.00,98.12,27.65,1053.0,49820.0,46860.0,73010.0,"Computer, Automated Teller, and Office Machine Repairers",3.0,0.2817977986139421,0.014422681824407615,3637358200.0,1024999533.530371,20574.057276803913
49-2021.00,73.11,4.17,53.0,69180.0,64190.0,11400.0,"Radio, Cellular, and Tower Equipment Installers and Repairers",3.0,0.05703734099302421,0.004649122807017544,788652000.0,44982613.04883053,650.225687320476
49-2022.00,145.39,19.45,1088.0,66650.0,62630.0,153890.0,"Telecommunications Equipment Installers and Repairers, Except Line Installers",3.0,0.1337781140381044,0.007069985054259536,10256768500.0,1372131146.055437,20587.113969323887
49-2092.00,119.14,4.21,16.0,56820.0,53990.0,16570.0,"Electric Motor, Power Tool, and Related Repairers",3.0,0.03533657881483968,0.0009656004828002414,941507400.0,33269650.444854792,585.5271109618935
49-2093.00,54.71,3.87,19.0,80980.0,82730.0,7310.0,"Electrical and Electronics Installers and Repairers, Transportation Equipment",3.0,0.07073661122281119,0.0025991792065663474,591963800.0,41873513.17857796,517.0846280387498
49-2094.00,78.17,7.449999999999999,56.0,72950.0,71300.0,59990.0,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",3.0,0.09530510425994626,0.0009334889148191366,4376270500.0,417080916.27222717,5717.353204554176
49-2096.00,50.25,8.73,43.0,50240.0,47940.0,10140.0,"Electronic Equipment Installers and Repairers, Motor Vehicles",3.0,0.17373134328358208,0.004240631163708087,509433600.0,88504583.64179105,1761.6358208955223
49-2097.00,43.519999999999996,12.32,86.0,55740.0,50620.0,22170.0,Audiovisual Equipment Installers and Repairers,3.0,0.2830882352941177,0.0038791159224176816,1235755800.0,349827928.67647064,6276.066176470589
49-2098.00,66.62,15.84,220.0,60040.0,59300.0,81510.0,Security and Fire Alarm Systems Installers,3.0,0.23776643650555387,0.002699055330634278,4893860400.0,1163595748.0636444,19380.342239567697
49-3023.00,112.94,8.58,31.0,55260.0,49670.0,688840.0,Automotive Service Technicians and Mechanics,3.0,0.07596954134938906,4.50031937750421e-05,38065298400.0,2891803260.7756333,52330.858863113164
49-3031.00,102.42999999999999,3.96,44.0,62480.0,60640.0,287230.0,Bus and Truck Mechanics and Diesel Engine Specialists,3.0,0.038660548667382603,0.00015318734115517182,17946130400.0,693807247.7203944,11104.469393732305
49-9021.00,112.23,4.44,102.0,62690.0,59810.0,396870.0,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",3.0,0.039561614541566426,0.00025701111195101673,24879780300.0,984284278.1074579,15700.817963111467
49-9041.00,62.89,3.7,92.0,67160.0,63760.0,421940.0,Industrial Machinery Mechanics,3.0,0.05883288281125775,0.00021804047968905532,28337490400.0,1667176251.8683414,24823.946573382094
49-9052.00,73.10000000000001,4.2,30.0,72440.0,70500.0,98360.0,Telecommunications Line Installers and Repairers,2.0,0.05745554035567715,0.00030500203334688896,7125198400.0,409382124.21340626,5651.3269493844045
49-9061.00,57.82,7.3100000000000005,371.0,53420.0,49300.0,2010.0,Camera and Photographic Equipment Repairers,3.0,0.12642684192320996,0.1845771144278607,107374200.0,13574981.010031132,254.11795226565204
49-9062.00,79.47,3.5,21.0,66810.0,62630.0,60830.0,Medical Equipment Repairers,3.0,0.0440417767711086,0.00034522439585730726,4064052300.0,178988084.18271047,2679.061280986536
51-2011.00,111.48,4.4,121.0,66510.0,61680.0,32890.0,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",2.0,0.039468963042698244,0.0036789297658862876,2187513900.0,86338905.2744887,1298.1341944743451
51-2031.00,50.75,4.39,103.0,56040.0,52540.0,38420.0,Engine and Other Machine Assemblers,2.0,0.08650246305418718,0.002680895366996356,2153056800.0,186244716.2955665,3323.4246305418715
51-2061.00,70.28999999999999,3.85,110.0,42410.0,40790.0,230.0,Timing Device Assemblers and Adjusters,2.0,0.05477308294209703,0.4782608695652174,9754300.0,534273.0829420971,12.597809076682317
51-4031.00,123.54,4.67,53.0,47060.0,45590.0,174430.0,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",2.0,0.0378015217743241,0.0003038468153413977,8208675800.0,310300436.99206734,6593.719443095353
51-4041.00,121.82,3.96,16.0,57390.0,56150.0,298790.0,Machinists,3.0,0.03250697750779839,5.3549315572810334e-05,17147558100.0,557415285.4703661,9712.759809555082
51-4062.00,55.49,4.38,21.0,57930.0,54540.0,1570.0,"Patternmakers, Metal and Plastic",3.0,0.07893314110650568,0.01337579617834395,90950100.0,7178977.0769508025,123.92503153721391
51-4081.00,83.53,3.88,44.0,48590.0,46060.0,129850.0,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2.0,0.04645037711002035,0.00033885252214093184,6309411500.0,293074543.5172992,6031.581467736142
51-4193.00,131.76,4.19,24.0,43820.0,41600.0,31510.0,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",2.0,0.03180024286581664,0.0007616629641383687,1380768200.0,43908764.101396486,1002.0256527018823
51-5111.00,63.65,9.02,102.0,49130.0,47300.0,23070.0,Prepress Technicians and Workers,3.0,0.14171249018067555,0.004421326397919376,1133429100.0,160621060.20424193,3269.307148468185
51-6052.00,89.91,3.92,768.0,44050.0,40860.0,16290.0,"Tailors, Dressmakers, and Custom Sewers",2.0,0.04359915471026582,0.04714548802946593,717574500.0,31285641.64164164,710.2302302302302
51-6061.00,99.46,4.37,271.0,39000.0,37320.0,5820.0,Textile Bleaching and Dyeing Machine Operators and Tenders,2.0,0.043937261210536906,0.04656357388316151,226980000.0,9972879.549567668,255.7148602453248
51-6062.00,74.2,4.21,75.0,38500.0,37940.0,8960.0,"Textile Cutting Machine Setters, Operators, and Tenders",2.0,0.056738544474393526,0.008370535714285714,344960000.0,19572528.30188679,508.377358490566
51-6063.00,81.19,4.38,75.0,39470.0,38260.0,14530.0,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",2.0,0.05394753048404976,0.00516173434273916,573499100.0,30938860.1798251,783.857617933243
51-7031.00,55.33,4.16,19.0,59780.0,51850.0,360.0,"Model Makers, Wood",3.0,0.07518525212362191,0.05277777777777778,21520800.0,1618046.7739020425,27.06669076450389
51-7032.00,82.02,8.3,129.0,57920.0,52520.0,180.0,"Patternmakers, Wood",3.0,0.10119483052913925,0.7166666666666667,10425600.0,1055016.8251645942,18.215069495245064
51-7041.00,92.61,4.04,22.0,42390.0,39950.0,43140.0,"Sawing Machine Setters, Operators, and Tenders, Wood",2.0,0.04362379872583954,0.0005099675475197032,1828704600.0,79775041.39941691,1881.9306770327178
51-8012.00,62.36,4.75,15.0,109620.0,107240.0,9180.0,Power Distributors and Dispatchers,3.0,0.07617062219371391,0.0016339869281045752,1006311600.0,76651380.69275177,699.2463117382937
51-8013.00,94.34,4.14,952.0,95990.0,99670.0,30720.0,Power Plant Operators,2.0,0.04388382446470213,0.030989583333333334,2948812800.0,129405183.2944668,1348.1110875556494
51-8092.00,79.1,4.42,86.0,85470.0,83400.0,15910.0,Gas Plant Operators,2.0,0.05587863463969659,0.005405405405405406,1359827700.0,75985315.22123894,889.0290771175728
51-8093.00,93.07000000000001,3.95,155.0,90970.0,97540.0,34860.0,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",2.0,0.042441173310411515,0.00444635685599541,3171214200.0,134590051.466638,1479.4993016009455
51-9011.00,99.46,4.74,35.0,59800.0,57090.0,127410.0,Chemical Equipment Operators and Tenders,2.0,0.04765734968831692,0.00027470371242445645,7619118000.0,363106970.8425498,6072.022923788459
51-9012.00,79.37,4.02,23.0,53830.0,49500.0,54200.0,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",2.0,0.05064885977069421,0.0004243542435424354,2917586000.0,147772404.18294063,2745.1681995716262
51-9021.00,80.47,3.77,424.0,49400.0,46890.0,28550.0,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",2.0,0.046849757673667204,0.014851138353765324,1410370000.0,66075492.73021001,1337.5605815831987
51-9023.00,86.85,8.99,152.0,49990.0,47680.0,100840.0,"Mixing and Blending Machine Setters, Operators, and Tenders",2.0,0.10351180195739783,0.001507338357794526,5040991600.0,521802124.168106,10438.130109383997
