onet_soc_code,total_task_importance,ai_task_importance,api_usage_count,A_MEAN,A_MEDIAN,TOT_EMP,onet_occupation_title,job_zone,ai_exposure,usage_per_worker,wage_bill,wage_at_risk,emp_at_risk
51-9032.00,102.46,4.42,16.0,46420.0,45700.0,47540.0,"Cutting and Slicing Machine Setters, Operators, and Tenders",2.0,0.043138785867655675,0.00033655868742111904,2206806800.0,95198965.99648644,2050.817880148351
51-9051.00,67.98,4.15,27.0,49250.0,47010.0,16160.0,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",2.0,0.061047366872609594,0.0016707920792079208,795880000.0,48586378.346572526,986.525448661371
51-9061.00,127.86,8.73,619.0,51670.0,47460.0,591180.0,"Inspectors, Testers, Sorters, Samplers, and Weighers",2.0,0.06827780384795872,0.0010470584255218376,30546270600.0,2085632272.3134682,40364.47207883623
51-9071.00,115.14,4.45,25.0,55030.0,49140.0,23420.0,Jewelers and Precious Stone and Metal Workers,3.0,0.03864860170227549,0.001067463706233988,1288802600.0,49810418.36025708,905.150251867292
51-9081.00,75.72,4.86,15.0,54060.0,48310.0,33920.0,Dental Laboratory Technicians,2.0,0.0641838351822504,0.0004422169811320755,1833715200.0,117694874.16798733,2177.115689381934
51-9124.00,94.28,4.03,209.0,51610.0,47590.0,159500.0,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",2.0,0.04274501484938481,0.001310344827586207,8231795000.0,351868199.51209164,6817.829868476877
51-9151.00,107.96000000000001,3.81,44.0,46050.0,40100.0,5550.0,Photographic Process Workers and Processing Machine Operators,2.0,0.03529084846239348,0.007927927927927928,255577500.0,9019546.822897369,195.8642089662838
51-9161.00,115.1,13.469999999999999,235.0,52900.0,49970.0,176950.0,Computer Numerically Controlled Tool Operators,2.0,0.11702867072111207,0.0013280587736648772,9360655000.0,1095465011.7289314,20708.223284100783
51-9162.00,64.05,12.61,3773.0,69880.0,65670.0,28230.0,Computer Numerically Controlled Tool Programmers,3.0,0.19687743950039033,0.1336521431101665,1972712400.0,388382566.1826698,5557.850117096019
51-9195.00,84.13,3.6,60.0,46730.0,45690.0,34750.0,"Molders, Shapers, and Casters, Except Metal and Plastic",2.0,0.042790918816117914,0.0017266187050359713,1623867500.0,69486782.36063236,1486.9844288600975
51-9198.00,111.73,7.49,377.0,40080.0,38220.0,167490.0,Helpers--Production Workers,2.0,0.06703660610400071,0.0022508806495910205,6712999200.0,450016683.14687186,11227.961156359079
53-2012.00,105.81,4.57,32.0,142960.0,122670.0,51830.0,Commercial Pilots,3.0,0.0431906247046593,0.0006174030484275516,7409616800.0,320025978.4141386,2238.5700784424916
53-2021.00,102.89,8.06,128.0,142740.0,144580.0,22400.0,Air Traffic Controllers,3.0,0.07833608708329284,0.005714285714285714,3197376000.0,250469924.77403054,1754.7283506657598
53-2022.00,109.24,11.27,160.0,67120.0,56750.0,16640.0,Airfield Operations Specialists,3.0,0.10316733797143904,0.009615384615384616,1116876800.0,115225206.29805933,1716.7045038447457
53-2031.00,100.77,3.6,93.0,78950.0,67130.0,130110.0,Flight Attendants,2.0,0.03572491813039595,0.0007147798017062486,10272184500.0,366972950.28282225,4648.169097945817
53-3031.00,42.69,8.16,365.0,39670.0,37130.0,417420.0,Driver/Sales Workers,2.0,0.191145467322558,0.0008744190503569546,16559051400.0,3165187618.2712584,79787.94096978215
53-3032.00,125.87,13.09,66.0,58400.0,57440.0,2070480.0,Heavy and Tractor-Trailer Truck Drivers,2.0,0.10399618654166998,3.1876666280282836e-05,120916032000.0,12574806219.750536,215322.02431079684
53-3053.00,113.98,9.25,48.5,39070.0,36670.0,229630.0,Shuttle Drivers and Chauffeurs,2.0,0.0811545885243025,0.00021120933675913427,8971644100.0,728090085.3219863,18635.528162835584
53-4041.00,45.64,4.21,68.0,75620.0,84830.0,9200.0,Subway and Streetcar Operators,2.0,0.09224364592462751,0.007391304347826087,695704000.0,64174273.44434706,848.6415425065732
53-5031.00,73.67,3.96,15.0,105600.0,101320.0,8580.0,Ship Engineers,3.0,0.053753223836025515,0.0017482517482517483,906048000.0,48703000.95018324,461.2026605130989
53-6021.00,59.25,3.97,15.0,34190.0,34600.0,134650.0,Parking Attendants,2.0,0.06700421940928271,0.00011139992573338285,4603683500.0,308466219.32489455,9022.118143459917
53-6031.00,55.04,3.7,21.0,35800.0,34850.0,98270.0,Automotive and Watercraft Service Attendants,2.0,0.06722383720930233,0.000213696957362369,3518066000.0,236497896.07558143,6606.08648255814
53-6051.07,53.75,3.52,27.0,86490.0,85750.0,23320.0,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",2.0,0.06548837209302326,0.0011578044596912522,2016946800.0,132086562.53023256,1527.1888372093024
53-6061.00,50.22,8.82,126.0,38480.0,37560.0,25340.0,Passenger Attendants,2.0,0.1756272401433692,0.004972375690607734,975083200.0,171251171.3261649,4450.394265232975
53-7011.00,86.16,8.82,227.0,44800.0,41230.0,26060.0,Conveyor Operators and Tenders,1.0,0.10236768802228413,0.008710667689946277,1167488000.0,119513047.35376045,2667.7019498607247
53-7065.00,117.34,7.89,396.0,38910.0,37090.0,2779530.0,Stockers and Order Fillers,2.0,0.06724049769899437,0.0001424701298420956,108151512300.0,7272161513.9509115,186896.98056928584
53-7081.00,55.65,3.29,16.0,51210.0,48350.0,139180.0,Refuse and Recyclable Material Collectors,2.0,0.05911949685534591,0.00011495904583991953,7127407800.0,421368763.0188679,8228.251572327044
